key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-trd_v1_9_17_22-output-LINECUTTER	derived
data.has_parsed_timeseries	true	derived
data.row_count	9885	derived
data.source_file	trd_v1_9_17_22-output-LINECUTTER.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2022-09-17	derived
flight.name	TRD	derived
