key,value
altimeter_name,SillyGoose
altimeter_note,Ridealong
importer_id,sillygoose
imported_at,2026-05-28T17:34:09.444Z
BOARD_NAME,SillyGooseV2
row_count,1300
peak_altitude_m,840.05
peak_velocity_ms,187.94
peak_acceleration_mss,146.83
has_gps_data,false
parser_cache_version,4
source_fingerprint,2026-02-22 V2 RocketWorks ridealong doctored.txt:178308:1780328415812
