radio_id	radio_name	rssi	lqi	crc	software_version	board_serial_number	time_stamp_ms	callsign	temperature	fcb_altitude	v_speed	fcb_latitude	fcb_longitude	gps_alt	fcb_battery_voltage	ground_speed	course_over_ground	gps_time	gps_sats	fcb_state_number	ble_client	timestamp	run_number	distance	rot_vel_x	rot_vel_y	rot_vel_z	accel_x	accel_y	accel_z	magnetic_field_x	magnetic_field_y	magnetic_field_z	roll	pitch	yaw	orientation_quaternion	orientation_rpy	barometer_pressure	barometer_2_pressure	press_ref	ground_elev	ground_temp	gs_lat	gs_lon	gs_alt	gs_baro	gs_temp	pyro_continuity	pyro_status	flash_usage	cli_string
0	433 MHz Radio	-47 db	2	Good	0	0	232808	KM6GNL												6		2022-10-15 11:00:34	1		0.01731797307729721	0.053496353328228	-0.055145684629678726	-0.1579262912273407	-0.7106683254241943	9.633503913879395	0.6716399788856506	0.3790299892425537	1.0898200273513794	-2.227263185892297	-1.3378912711793047	-0.019352422415454443	[0.29, -0.6900000000000001, -0.25, -0.6]	[-2.227263185892297, -1.3378912711793047, -0.019352422415454443]														
0	433 MHz Radio	-47 db	2	Good	0	0	232808	KM6GNL	26.770000457763672	0.21185357868671417	0.04159197211265564	44.824609375	-73.16703287760417	45.900001525878906	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:34	1	0.0																												
0	433 MHz Radio	-47 db	3	Good	0	0	233003	KM6GNL												6		2022-10-15 11:00:34	1		-0.006658410653471947	-0.019959958270192146	0.021212227642536163	-0.6065805554389954	-1.1270194053649902	9.489933967590332	0.6757000088691711	0.3842499852180481	1.090109944343567	-2.227263185892297	-1.3378912711793047	-0.019352422415454443	[0.29, -0.6900000000000001, -0.25, -0.6]	[-2.227263185892297, -1.3378912711793047, -0.019352422415454443]														
0	433 MHz Radio	-46 db	2	Good	0	0	233003	KM6GNL	26.770000457763672	0.3193490207195282	0.10672193020582199	44.824609375	-73.16703287760417	45.900001525878906	12.6524658203125	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:34	1	0.0																												
0	433 MHz Radio	-47 db	3	Good	0	0	233214	KM6GNL												6		2022-10-15 11:00:34	1		-0.0016187882283702493	0.04616599529981613	-0.08202366530895233	-0.9547362327575684	-1.1270194053649902	9.533005714416504	0.6739599704742432	0.38453999161720276	1.0822800397872925	-2.3000189369796673	-1.3171345907194416	0.057999393207953095	[0.28, -0.6900000000000001, -0.25, -0.6]	[-2.3000189369796673, -1.3171345907194416, 0.057999393207953095]														
																						2022-10-15 11:00:34	1																					0.0	0.0	0.0	0.9993584998766346	24.56				
0	433 MHz Radio	-47 db	2	Good	0	0	233410	KM6GNL												6		2022-10-15 11:00:34	1		0.008002308197319508	0.08419223129749298	-0.053618524223566055	-0.1256231814622879	-0.574277400970459	9.633503913879395	0.666130006313324	0.3767099976539612	1.0857599973678589	-2.152071203102294	-1.3235907943165475	-0.01223180583663031	[0.28, -0.68, -0.25, -0.61]	[-2.152071203102294, -1.3235907943165475, -0.01223180583663031]														
0	433 MHz Radio	-47 db	3	Good	0	0	233410	KM6GNL	26.790000915527344	0.20965516567230225	-0.11171844601631165	44.824609375	-73.16703287760417	46.0	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:34	1	0.0																												
0	433 MHz Radio	-47 db	3	Good	0	0	233410	KM6GNL														2022-10-15 11:00:34	1																										[False, False, False, False, True, False]	[False, False, False, False, False, False, False, False]	2	
0	433 MHz Radio	-46 db	3	Good	0	0	233606	KM6GNL												6		2022-10-15 11:00:35	1		0.015943530946969986	0.018524430692195892	0.039996273815631866	0.010767702013254166	-0.592223584651947	9.644271850585938	0.6759899854660034	0.39642998576164246	1.0866299867630005	-2.152071203102294	-1.3235907943165475	-0.01223180583663031	[0.28, -0.68, -0.25, -0.61]	[-2.152071203102294, -1.3235907943165475, -0.01223180583663031]														
0	433 MHz Radio	-46 db	2	Good	0	0	233606	KM6GNL	26.790000915527344	0.253845751285553	-0.0753922387957573	44.824609375	-73.16703287760417	46.0	12.6033935546875	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:35	1	0.0																												
0	433 MHz Radio	-46 db	2	Good	0	0	233606	KM6GNL														2022-10-15 11:00:35	1																0.9978386163711548	0.9983716011047363	0.9981594085693359	0.0	16.0									
0	433 MHz Radio	-45 db	2	Good	0	0	233802	KM6GNL												6		2022-10-15 11:00:35	1		-0.0113467862829566	-0.0448220930993557	-0.006169718224555254	-0.2799602448940277	-1.6905291080474854	9.540184020996094	0.6794700026512146	0.4062899947166443	1.0912699699401855	-1.4253657179928725	-1.3540391641380403	0.008888654789333239	[0.53, -0.52, -0.47000000000000003, -0.46]	[-1.4253657179928725, -1.3540391641380403, 0.008888654789333239]														
0	433 MHz Radio	-44 db	3	Good	0	0	233802	KM6GNL	26.799999237060547	0.2356075793504715	-0.10747773945331573	44.824609375	-73.16703287760417	46.20000076293945	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:35	1	0.0																												
0	433 MHz Radio	-45 db	2	Good	0	0	234013	KM6GNL												6		2022-10-15 11:00:35	1		-0.009972344152629375	-0.04696011543273926	-0.04602854698896408	-0.4414757788181305	-0.714257538318634	9.619147300720215	0.6774399876594543	0.40744999051094055	1.095329999923706	-1.5869239606385332	-1.3587391183716593	0.1774248464011477	[0.52, -0.52, -0.48, -0.46]	[-1.5869239606385332, -1.3587391183716593, 0.1774248464011477]														
0	433 MHz Radio	-45 db	3	Good	0	0	234013	KM6GNL	26.809999465942383	0.3597756326198578	-0.004105653613805771	44.824609375	-73.16703287760417	46.20000076293945	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:35	1	0.0																												
0	433 MHz Radio	-46 db	2	Good	0	0	234209	KM6GNL												6		2022-10-15 11:00:35	1		0.003772080410271883	0.0057268450036644936	-0.03289498761296272	-0.5670989751815796	-0.8291130065917969	9.615557670593262	0.6812099814414978	0.4028100073337555	1.0845999717712402	-1.5869239606385332	-1.3587391183716593	0.1774248464011477	[0.52, -0.52, -0.48, -0.46]	[-1.5869239606385332, -1.3587391183716593, 0.1774248464011477]														
0	433 MHz Radio	-45 db	3	Good	0	0	234209	KM6GNL	26.809999465942383	0.4427626430988312	0.03957086056470871	44.824609375	-73.16703287760417	46.20000076293945	12.6033935546875	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:35	1	0.0																												
0	433 MHz Radio	-44 db	3	Good	0	0	234405	KM6GNL												6		2022-10-15 11:00:35	1		0.003619364695623517	0.019471269100904465	-0.04022534564137459	-0.6604190468788147	-0.98703932762146	9.590433120727539	0.6771500110626221	0.4028100073337555	1.0869200229644775	-1.3600106385401398	-1.3187334636226387	0.09625336522362524	[0.52, -0.51, -0.48, -0.46]	[-1.3600106385401398, -1.3187334636226387, 0.09625336522362524]														
0	433 MHz Radio	-44 db	3	Good	0	0	234405	KM6GNL	26.809999465942383	0.5184670090675354	0.06885883212089539	44.824609375	-73.1670166015625	46.29999923706055	12.6361083984375	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:35	1	1.2872235327862591																												
0	433 MHz Radio	-44 db	3	Good	0	0	234420	KM6GNL														2022-10-15 11:00:35	1																										[False, False, False, False, True, False]	[False, False, False, False, False, False, False, False]	2	
0	433 MHz Radio	-44 db	2	Good	0	0	234601	KM6GNL												6		2022-10-15 11:00:36	1		0.008200839161872864	0.05016715079545975	-0.04831928387284279	-0.36610186100006104	-0.882951557636261	9.615557670593262	0.67221999168396	0.40222999453544617	1.0990999937057495	-1.3353468570575058	-1.3635439914324228	0.00821336766677031	[0.52, -0.51, -0.48, -0.47000000000000003]	[-1.3353468570575058, -1.3635439914324228, 0.00821336766677031]														
0	433 MHz Radio	-45 db	2	Good	0	0	234601	KM6GNL	26.829999923706055	0.7089759111404419	0.20440004765987396	44.824609375	-73.1670166015625	46.29999923706055	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:36	1	1.2872235327862591																												
0	433 MHz Radio	-44 db	2	Good	0	0	234811	KM6GNL												6		2022-10-15 11:00:36	1		-0.009040776640176773	-0.0027183424681425095	-0.010781735181808472	-0.12203395366668701	-0.5563312768936157	9.651450157165527	0.6667100191116333	0.4002000093460083	1.0912699699401855	-1.3234423712230745	-1.3745222504245638	-0.031239833430267736	[0.49, -0.53, -0.46, -0.5]	[-1.3234423712230745, -1.3745222504245638, -0.031239833430267736]														
0	433 MHz Radio	-45 db	2	Good	0	0	234811	KM6GNL	26.84000015258789	0.754395067691803	0.17065371572971344	44.824609375	-73.1670166015625	46.400001525878906	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:36	1	1.2872235327862591																												
0	433 MHz Radio	-46 db	2	Good	0	0	235007	KM6GNL												6		2022-10-15 11:00:36	1		0.0019547624979168177	0.005070164334028959	-0.022388137876987457	-0.4127618968486786	-1.0121639966964722	9.601201057434082	0.6777300238609314	0.4103499948978424	1.0964900255203247	-1.3234423712230745	-1.3745222504245638	-0.031239833430267736	[0.49, -0.53, -0.46, -0.5]	[-1.3234423712230745, -1.3745222504245638, -0.031239833430267736]														
0	433 MHz Radio	-46 db	2	Good	0	0	235007	KM6GNL	26.84000015258789	0.6754239797592163	0.025597309693694115	44.824609375	-73.1670166015625	46.400001525878906	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:36	1	1.2872235327862591																												
0	433 MHz Radio	-46 db	3	Good	0	0	235203	KM6GNL												6		2022-10-15 11:00:36	1		0.0013438991736620665	0.006291890982538462	-0.02498430758714676	-0.35892337560653687	-0.9726824164390564	9.604789733886719	0.672510027885437	0.4054200053215027	1.1022900342941284	-1.3234423712230745	-1.3745222504245638	-0.031239833430267736	[0.49, -0.53, -0.46, -0.5]	[-1.3234423712230745, -1.3745222504245638, -0.031239833430267736]														
0	433 MHz Radio	-46 db	3	Good	0	0	235203	KM6GNL	26.850000381469727	0.636947512626648	-0.0486493818461895	44.824609375	-73.1670166015625	46.400001525878906	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:36	1	1.2872235327862591																												
																						2022-10-15 11:00:36	1																					0.0	0.0	0.0	0.9994571922033062	24.66				
0	433 MHz Radio	-46 db	3	Good	0	0	235414	KM6GNL												6		2022-10-15 11:00:36	1		0.003329204861074686	-0.006841669790446758	-0.016126789152622223	-0.35533416271209717	-0.8901299834251404	9.611968040466309	0.6748300194740295	0.40338999032974243	1.0892399549484253	-1.3234423712230745	-1.3745222504245638	-0.031239833430267736	[0.49, -0.53, -0.46, -0.5]	[-1.3234423712230745, -1.3745222504245638, -0.031239833430267736]														
0	433 MHz Radio	-47 db	3	Good	0	0	235414	KM6GNL	26.860000610351562	0.6214858293533325	-0.08329187333583832	44.824609375	-73.1670166015625	46.5	12.6361083984375	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:36	1	1.2872235327862591																												
0	433 MHz Radio	-47 db	3	Good	0	0	235429	KM6GNL														2022-10-15 11:00:36	1																										[False, False, False, False, True, False]	[False, False, False, False, False, False, False, False]	2	
0	433 MHz Radio	-55 db	3	Good	0	0	235609	KM6GNL												6		2022-10-15 11:00:37	1		0.003481920575723052	0.013469534926116467	-0.018722958862781525	-0.8398807048797607	-1.0013962984085083	9.58325481414795	0.6710600256919861	0.40832000970840454	1.0924299955368042	-1.3234423712230745	-1.3745222504245638	-0.031239833430267736	[0.49, -0.53, -0.46, -0.5]	[-1.3234423712230745, -1.3745222504245638, -0.031239833430267736]														
0	433 MHz Radio	-57 db	4	Good	0	0	235609	KM6GNL	26.860000610351562	0.606101393699646	-0.11463561654090881	44.824609375	-73.1670166015625	46.5	12.6197509765625	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:37	1	1.2872235327862591																												
0	433 MHz Radio	-52 db	3	Good	0	0	235805	KM6GNL												6		2022-10-15 11:00:37	1		0.002657255157828331	0.004550933372229338	-0.009544740431010723	0.08614161610603333	-0.9080761671066284	9.66221809387207	0.6730899810791016	0.38888999819755554	1.095039963722229	-1.609125628043489	-1.3818357025074153	0.02107416299651492	[0.45, -0.5700000000000001, -0.42, -0.53]	[-1.609125628043489, -1.3818357025074153, 0.02107416299651492]														
0	433 MHz Radio	-51 db	3	Good	0	0	235805	KM6GNL	26.8700008392334	0.5676069855690002	-0.16939084231853485	44.824609375	-73.1670166015625	46.5	12.6361083984375	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:37	1	1.2872235327862591																												
0	433 MHz Radio	-46 db	3	Good	0	0	236001	KM6GNL												6		2022-10-15 11:00:37	1		0.0031154025346040726	0.007147102151066065	-0.039935190230607986	-0.17946168780326843	-0.7106683254241943	9.629914283752441	0.6812099814414978	0.3993299901485443	1.098230004310608	-1.609125628043489	-1.3818357025074153	0.02107416299651492	[0.45, -0.5700000000000001, -0.42, -0.53]	[-1.609125628043489, -1.3818357025074153, 0.02107416299651492]														
0	433 MHz Radio	-46 db	3	Good	0	0	236001	KM6GNL	26.860000610351562	0.49462398886680603	-0.24895413219928741	44.824609375	-73.1670166015625	46.5	12.6361083984375	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:37	1	1.2872235327862591																												
0	433 MHz Radio	-48 db	3	Good	0	0	236212	KM6GNL												6		2022-10-15 11:00:37	1		-0.0016187879955396056	-0.014843976125121117	-0.02084571123123169	-0.35533416271209717	-1.0588239431381226	9.629914283752441	0.6710600256919861	0.3978799879550934	1.1002600193023682	-1.609125628043489	-1.3818357025074153	0.02107416299651492	[0.45, -0.5700000000000001, -0.42, -0.53]	[-1.609125628043489, -1.3818357025074153, 0.02107416299651492]														
0	433 MHz Radio	-48 db	3	Good	0	0	236212	KM6GNL	26.860000610351562	0.42741280794143677	-0.30208683013916016	44.824609375	-73.1670166015625	46.599998474121094	12.5870361328125	0.0	0.0	2022-10-15 11:00:32	0	6	0	2022-10-15 11:00:37	1	1.2872235327862591																												
0	433 MHz Radio	-47 db	3	Good	0	0	236408	KM6GNL												6		2022-10-15 11:00:37	1		-0.00131335633341223	-0.011026080697774887	-0.03657544031739235	-0.2584248483181	-0.9798608422279358	9.651450157165527	0.6762800216674805	0.40310001373291016	1.1060600280761719	-1.609125628043489	-1.3818357025074153	0.02107416299651492	[0.45, -0.5700000000000001, -0.42, -0.53]	[-1.609125628043489, -1.3818357025074153, 0.02107416299651492]														
