Loc,time,ax,ay,az,temp,pressure,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
1774144, 381235, -0.02, 1.32, -0.05, 1345.47, 89636.10, 1137.61, 1061.79, 0, 2, 165, 9148, -89, 34
1774208, 381265, -0.12, 1.28, -0.05, 1345.73, 89556.57, 1144.90, 1069.12, 0, 2, 489, 9222, -111, 34
1774272, 381298, -0.09, 1.31, -0.01, 1345.59, 89486.94, 1151.29, 1076.42, 0, 2, 537, 9157, -112, 34
1774336, 381331, -0.21, 1.30, -0.10, 1345.88, 89408.05, 1158.54, 1083.66, 0, 2, 382, 9164, -94, 34
1774400, 381366, -0.16, 1.26, -0.13, 1345.27, 89329.96, 1165.71, 1090.86, 0, 2, 222, 9192, -27, 34
1774464, 381401, -0.21, 1.27, -0.14, 1345.65, 89249.49, 1173.11, 1098.09, 0, 2, 435, 9253, 69, 34
1774528, 381431, -0.11, 1.28, -0.14, 1345.56, 89178.24, 1179.67, 1105.28, 0, 2, 216, 9105, 47, 34
1774592, 381464, -0.07, 1.22, -0.12, 1345.70, 89103.69, 1186.54, 1112.43, 0, 2, 136, 9170, 59, 34
1774656, 381497, -0.06, 1.23, -0.03, 1345.93, 89029.32, 1193.39, 1119.56, 0, 2, 325, 9088, 2, 34
1774720, 381530, 0.00, 1.21, -0.07, 1345.79, 88958.52, 1199.92, 1126.65, 0, 2, 307, 9019, -6, 34
1774784, 381564, -0.01, 1.20, 0.04, 1345.88, 88884.16, 1206.78, 1133.72, 0, 2, 448, 8935, -92, 34
1774848, 381597, -0.12, 1.19, -0.09, 1345.56, 88805.19, 1214.07, 1140.77, 0, 2, 450, 8916, -71, 34
1774912, 381630, -0.08, 1.18, -0.12, 1345.88, 88732.74, 1220.77, 1147.81, 0, 2, 425, 8941, -72, 34
1774976, 381663, -0.12, 1.18, -0.08, 1345.62, 88659.42, 1227.55, 1154.86, 0, 2, 359, 8896, -33, 34
1775040, 381696, -0.14, 1.17, -0.10, 1345.62, 88586.61, 1234.29, 1161.87, 0, 2, 278, 8874, -57, 34
1775104, 381728, -0.13, 1.17, -0.04, 1345.30, 88513.14, 1241.09, 1168.85, 0, 2, 387, 8857, -19, 34
1775168, 381763, 0.00, 1.15, -0.07, 1345.56, 88442.88, 1247.60, 1175.78, 0, 2, 298, 8864, 20, 34
1775232, 381798, -0.04, 1.12, -0.09, 1345.36, 88363.58, 1254.95, 1182.69, 0, 2, 191, 8813, -33, 34
1775296, 381831, -0.03, 1.11, -0.09, 1345.59, 88302.25, 1260.64, 1189.62, 0, 2, 196, 8704, -29, 34
1775360, 381863, -0.08, 1.12, 0.01, 1345.56, 88229.97, 1267.35, 1196.46, 0, 2, 395, 8800, -66, 34
1775424, 381898, -0.04, 1.10, 0.11, 1345.39, 88148.41, 1274.93, 1203.29, 0, 2, 251, 8736, -84, 34
1775488, 381933, -0.16, 1.08, -0.08, 1345.07, 88078.17, 1281.46, 1210.15, 0, 2, 310, 8704, -85, 34
1775552, 381968, -0.08, 1.13, -0.01, 1345.19, 88004.71, 1288.29, 1216.98, 0, 2, 342, 8731, -48, 34
1775616, 381999, -0.14, 1.07, -0.11, 1345.19, 87939.14, 1294.39, 1223.83, 0, 2, 354, 8715, -41, 34
1775680, 382031, -0.08, 1.07, -0.06, 1345.42, 87869.99, 1300.83, 1230.62, 0, 2, 311, 8657, 3, 34
1775744, 382064, -0.02, 1.05, -0.06, 1345.65, 87800.25, 1307.33, 1237.38, 0, 2, 132, 8535, -33, 34
1775808, 382099, -0.03, 1.06, -0.03, 1345.16, 87730.24, 1313.86, 1244.09, 0, 2, 225, 8574, -58, 34
1775872, 382134, -0.04, 1.05, 0.02, 1345.07, 87659.60, 1320.45, 1250.80, 0, 2, 404, 8485, -118, 34
1775936, 382169, -0.07, 1.04, -0.03, 1345.13, 87589.49, 1327.00, 1257.50, 0, 2, 316, 8482, -126, 34
1776000, 382199, -0.09, 1.03, -0.06, 1345.42, 87520.16, 1333.48, 1264.18, 0, 2, 274, 8432, -154, 34
1776064, 382232, -0.07, 1.01, -0.08, 1345.39, 87453.67, 1339.70, 1270.86, 0, 2, 304, 8443, -112, 34
1776128, 382265, -0.08, 1.04, -0.13, 1345.22, 87390.96, 1345.56, 1277.50, 0, 2, 279, 8517, -42, 34
1776192, 382298, -0.15, 1.00, -0.10, 1345.68, 87326.00, 1351.65, 1284.08, 0, 2, 346, 8509, -35, 34
1776256, 382332, -0.16, 1.02, -0.15, 1345.50, 87247.64, 1358.99, 1290.62, 0, 2, 354, 8510, -9, 34
1776320, 382365, -0.11, 0.99, -0.02, 1345.65, 87187.60, 1364.62, 1297.19, 0, 2, 248, 8433, -34, 34
1776384, 382398, -0.10, 0.98, -0.03, 1345.59, 87123.38, 1370.64, 1303.71, 0, 2, 96, 8402, -57, 34
1776448, 382431, -0.07, 0.96, -0.08, 1345.53, 87062.63, 1376.34, 1310.19, 0, 2, 183, 8411, -51, 34
1776512, 382464, -0.03, 0.96, -0.01, 1345.30, 86992.57, 1382.92, 1316.62, 0, 2, 244, 8367, -39, 34
1776576, 382496, -0.04, 0.95, 0.06, 1345.50, 86926.82, 1389.10, 1323.02, 0, 2, 233, 8285, -82, 34
1776640, 382531, -0.10, 0.96, 0.08, 1345.42, 86856.75, 1395.68, 1329.44, 0, 2, 357, 8377, -30, 34
1776704, 382566, -0.11, 0.96, -0.07, 1345.59, 86790.64, 1401.90, 1335.86, 0, 2, 416, 8299, -11, 34
1776768, 382599, -0.13, 0.93, -0.07, 1345.45, 86730.91, 1407.53, 1342.21, 0, 2, 392, 8349, 38, 34
1776832, 382631, -0.04, 0.93, -0.09, 1345.56, 86666.44, 1413.60, 1348.51, 0, 2, 385, 8262, 55, 34
1776896, 382666, -0.02, 0.92, -0.03, 1345.33, 86597.25, 1420.12, 1354.78, 0, 2, 262, 8165, 18, 34
1776960, 382701, -0.08, 0.91, 0.07, 1345.10, 86532.41, 1426.23, 1361.06, 0, 2, 330, 8145, -21, 34
1777024, 382736, -0.08, 0.90, -0.04, 1345.13, 86464.27, 1432.66, 1367.33, 0, 2, 328, 8102, -31, 34
1777088, 382771, -0.08, 0.89, 0.05, 1344.73, 86396.77, 1439.04, 1373.60, 0, 2, 388, 8116, -55, 34
1777152, 382806, -0.14, 0.89, 0.02, 1344.96, 86333.99, 1444.97, 1379.86, 0, 2, 358, 8080, -14, 34
1777216, 382836, -0.15, 0.87, -0.02, 1345.02, 86269.99, 1451.02, 1386.09, 0, 2, 342, 8041, 7, 34
1777280, 382869, -0.19, 0.90, -0.06, 1345.25, 86210.08, 1456.69, 1392.29, 0, 2, 385, 8112, 61, 34
1777344, 382902, -0.11, 0.87, 0.01, 1345.13, 86149.83, 1462.39, 1398.45, 0, 2, 270, 8116, 119, 34
1777408, 382935, -0.04, 0.88, -0.13, 1345.68, 86089.97, 1468.06, 1404.58, 0, 2, 380, 8131, 130, 34
1777472, 382969, -0.03, 0.85, -0.10, 1345.13, 86023.07, 1474.40, 1410.71, 0, 2, 299, 7985, 84, 34
1777536, 383002, -0.07, 0.84, -0.07, 1345.30, 85959.88, 1480.39, 1416.84, 0, 2, 278, 7952, 59, 34
1777600, 383035, -0.02, 0.85, -0.04, 1345.47, 85904.52, 1485.64, 1422.91, 0, 2, 237, 7855, 51, 34
1777664, 383070, -0.04, 0.83, -0.07, 1345.19, 85841.60, 1491.61, 1428.97, 0, 2, 236, 7861, -4, 34
1777728, 383102, -0.00, 0.82, -0.05, 1344.99, 85779.44, 1497.52, 1435.01, 0, 2, 207, 7806, -5, 34
1777792, 383135, -0.05, 0.84, -0.03, 1345.30, 85717.96, 1503.36, 1441.07, 0, 2, 140, 7746, -57, 34
1777856, 383170, -0.07, 0.83, -0.09, 1345.47, 85658.53, 1509.01, 1447.10, 0, 2, 136, 7774, -59, 34
1777920, 383203, -0.07, 0.83, -0.02, 1345.62, 85589.80, 1515.55, 1453.09, 0, 2, 240, 7856, -29, 34
1777984, 383236, -0.07, 0.79, -0.06, 1345.53, 85541.16, 1520.18, 1459.08, 0, 2, 333, 7882, -9, 34
1778048, 383268, -0.11, 0.79, -0.07, 1345.59, 85482.97, 1525.72, 1465.00, 0, 2, 202, 7782, -13, 34
1778112, 383303, -0.12, 0.81, 0.01, 1345.53, 85423.67, 1531.37, 1470.91, 0, 2, 218, 7781, -20, 34
1778176, 383336, -0.11, 0.78, -0.08, 1345.85, 85356.71, 1537.76, 1476.80, 0, 2, 303, 7806, -5, 34
1778240, 383369, -0.14, 0.78, -0.08, 1345.33, 85304.96, 1542.70, 1482.68, 0, 2, 230, 7722, -7, 34
1778304, 383399, -0.06, 0.75, -0.11, 1345.73, 85254.66, 1547.50, 1488.50, 0, 2, 222, 7649, -8, 34
1778368, 383432, -0.02, 0.77, -0.13, 1345.70, 85191.38, 1553.54, 1494.24, 0, 2, 246, 7633, -72, 34
1778432, 383467, -0.11, 0.76, -0.06, 1345.62, 85130.30, 1559.38, 1499.97, 0, 2, 250, 7516, -113, 34
1778496, 383502, -0.11, 0.75, -0.05, 1345.65, 85070.89, 1565.06, 1505.69, 0, 2, 201, 7473, -123, 34
1778560, 383537, -0.08, 0.75, -0.05, 1345.33, 85014.02, 1570.50, 1511.39, 0, 2, 205, 7504, -164, 34
1778624, 383567, -0.11, 0.74, -0.08, 1345.62, 84959.46, 1575.73, 1517.08, 0, 2, 280, 7532, -142, 34
1778688, 383600, -0.12, 0.73, -0.09, 1345.33, 84900.02, 1581.42, 1522.75, 0, 2, 262, 7497, -110, 34
1778752, 383633, -0.10, 0.74, -0.12, 1345.79, 84851.55, 1586.06, 1528.42, 0, 2, 222, 7538, -96, 34
1778816, 383668, -0.08, 0.73, -0.09, 1345.68, 84790.13, 1591.95, 1534.00, 0, 2, 252, 7536, -67, 34
1778880, 383698, -0.09, 0.72, -0.08, 1345.88, 84739.19, 1596.84, 1539.58, 0, 2, 221, 7527, -80, 34
1778944, 383731, -0.14, 0.73, -0.02, 1345.85, 84686.32, 1601.91, 1545.14, 0, 2, 196, 7481, -61, 34
1779008, 383764, -0.11, 0.72, -0.05, 1345.93, 84631.10, 1607.21, 1550.65, 0, 2, 208, 7461, -65, 34
1779072, 383799, -0.14, 0.68, 0.00, 1345.68, 84569.96, 1613.09, 1556.14, 0, 2, 215, 7459, -46, 34
1779136, 383834, -0.08, 0.72, -0.03, 1345.47, 84514.17, 1618.45, 1561.63, 0, 2, 268, 7443, -44, 34
1779200, 383864, -0.07, 0.70, -0.01, 1345.96, 84463.77, 1623.30, 1567.10, 0, 2, 282, 7425, -15, 34
1779264, 383897, -0.02, 0.70, -0.04, 1345.79, 84409.19, 1628.55, 1572.48, 0, 2, 221, 7394, -18, 34
1779328, 383930, -0.05, 0.68, 0.02, 1345.82, 84356.72, 1633.60, 1577.90, 0, 2, 293, 7373, -1, 34
1779392, 383963, -0.01, 0.69, 0.04, 1345.79, 84306.78, 1638.41, 1583.30, 0, 2, 305, 7369, -5, 34
1779456, 383997, -0.08, 0.67, -0.01, 1345.70, 84248.33, 1644.05, 1588.65, 0, 2, 303, 7310, -6, 34
1779520, 384028, -0.06, 0.67, 0.00, 1345.82, 84201.83, 1648.53, 1593.96, 0, 2, 315, 7299, -18, 34
1779584, 384061, -0.09, 0.66, -0.04, 1345.82, 84142.94, 1654.21, 1599.25, 0, 2, 236, 7195, -28, 34
1779648, 384094, -0.04, 0.65, -0.03, 1345.76, 84096.71, 1658.67, 1604.59, 0, 2, 263, 7200, -24, 34
1779712, 384126, -0.05, 0.64, -0.04, 1345.93, 84039.03, 1664.24, 1609.85, 0, 2, 226, 7173, -19, 34
1779776, 384159, -0.01, 0.65, -0.05, 1346.14, 83989.80, 1669.00, 1615.09, 0, 2, 264, 7124, -34, 34
1779840, 384194, -0.07, 0.65, -0.08, 1346.02, 83940.85, 1673.73, 1620.29, 0, 2, 233, 7130, -42, 34
1779904, 384227, -0.01, 0.65, -0.02, 1346.28, 83885.92, 1679.04, 1625.45, 0, 2, 297, 7085, -69, 34
1779968, 384258, -0.02, 0.63, -0.04, 1346.05, 83835.02, 1683.97, 1630.61, 0, 2, 183, 7036, -78, 34
1780032, 384290, -0.01, 0.63, -0.03, 1346.19, 83786.86, 1688.63, 1635.74, 0, 2, 235, 6970, -102, 34
1780096, 384325, -0.08, 0.62, -0.03, 1345.93, 83728.07, 1694.33, 1640.87, 0, 2, 281, 6970, -102, 34
1780160, 384360, -0.10, 0.62, -0.06, 1345.76, 83678.41, 1699.14, 1645.99, 0, 2, 247, 6918, -104, 34
1780224, 384395, -0.11, 0.61, -0.08, 1345.79, 83621.33, 1704.67, 1651.10, 0, 2, 307, 6923, -79, 34
1780288, 384428, -0.07, 0.59, -0.08, 1345.82, 83579.89, 1708.69, 1656.24, 0, 2, 307, 6915, -61, 34
1780352, 384458, -0.04, 0.60, -0.11, 1345.85, 83525.71, 1713.95, 1661.32, 0, 2, 348, 6900, -39, 34
1780416, 384491, -0.06, 0.59, -0.05, 1345.79, 83477.16, 1718.66, 1666.36, 0, 2, 264, 6884, -41, 34
1780480, 384526, -0.05, 0.60, -0.03, 1346.16, 83427.69, 1723.47, 1671.37, 0, 2, 250, 6873, -24, 34
1780544, 384557, -0.03, 0.59, -0.01, 1346.14, 83374.53, 1728.64, 1676.38, 0, 2, 207, 6867, -25, 34
1780608, 384589, -0.03, 0.60, -0.02, 1346.22, 83328.60, 1733.11, 1681.38, 0, 2, 215, 6823, -32, 34
1780672, 384622, 0.00, 0.56, 0.01, 1346.36, 83282.42, 1737.60, 1686.36, 0, 2, 255, 6801, -43, 34
1780736, 384657, -0.07, 0.56, -0.02, 1346.05, 83230.19, 1742.68, 1691.32, 0, 2, 257, 6774, -33, 34
1780800, 384692, -0.09, 0.57, -0.05, 1346.14, 83177.57, 1747.80, 1696.25, 0, 2, 281, 6770, -34, 34
1780864, 384727, -0.03, 0.56, -0.02, 1345.82, 83125.05, 1752.92, 1701.21, 0, 2, 291, 6759, -30, 34
1780928, 384757, -0.05, 0.58, -0.04, 1345.91, 83073.89, 1757.91, 1706.15, 0, 2, 298, 6779, 3, 34
1780992, 384790, -0.02, 0.55, 0.04, 1345.99, 83032.55, 1761.94, 1711.11, 0, 2, 316, 6748, 17, 34
1781056, 384823, -0.04, 0.55, -0.01, 1346.11, 82978.52, 1767.21, 1715.99, 0, 2, 368, 6721, 37, 34
1781120, 384856, -0.07, 0.55, -0.03, 1346.19, 82938.66, 1771.10, 1720.91, 0, 2, 269, 6666, 27, 34
1781184, 384890, -0.07, 0.52, -0.06, 1345.73, 82887.02, 1776.15, 1725.77, 0, 2, 306, 6668, 43, 34
1781248, 384923, -0.08, 0.53, -0.01, 1346.25, 82840.71, 1780.67, 1730.63, 0, 2, 227, 6615, 28, 34
1781312, 384956, -0.04, 0.54, -0.03, 1346.39, 82794.55, 1785.18, 1735.46, 0, 2, 184, 6605, 21, 34
1781376, 384991, -0.07, 0.54, -0.03, 1346.05, 82745.17, 1790.01, 1740.29, 0, 2, 144, 6586, -4, 34
1781440, 385024, -0.08, 0.52, -0.09, 1345.85, 82694.91, 1794.93, 1745.08, 0, 2, 99, 6536, -26, 34
1781504, 385056, -0.08, 0.53, -0.06, 1346.08, 82645.14, 1799.80, 1749.86, 0, 2, 73, 6505, -34, 34
1781568, 385089, -0.05, 0.51, -0.02, 1346.16, 82602.69, 1803.96, 1754.62, 0, 2, 112, 6502, -54, 34
1781632, 385122, -0.06, 0.50, -0.03, 1346.36, 82557.78, 1808.36, 1759.38, 0, 2, 104, 6484, -57, 34
1781696, 385155, -0.06, 0.51, 0.05, 1346.36, 82513.41, 1812.71, 1764.11, 0, 2, 109, 6460, -75, 34
1781760, 385187, -0.07, 0.51, 0.03, 1346.16, 82462.58, 1817.69, 1768.81, 0, 2, 175, 6477, -71, 34
1781824, 385222, -0.08, 0.50, 0.02, 1346.19, 82423.17, 1821.56, 1773.52, 0, 2, 204, 6449, -70, 34
1781888, 385255, -0.08, 0.50, 0.05, 1346.14, 82371.42, 1826.64, 1778.16, 0, 2, 254, 6462, -37, 34
1781952, 385286, -0.09, 0.49, 0.01, 1346.42, 82333.97, 1830.32, 1782.84, 0, 2, 297, 6433, -37, 34
1782016, 385318, -0.07, 0.49, 0.04, 1346.25, 82286.07, 1835.02, 1787.48, 0, 2, 345, 6443, 4, 34
1782080, 385353, -0.04, 0.49, 0.03, 1346.25, 82237.92, 1839.75, 1792.09, 0, 2, 390, 6404, 13, 34
1782144, 385388, -0.04, 0.49, -0.02, 1346.34, 82189.05, 1844.56, 1796.69, 0, 2, 367, 6376, 40, 34
1782208, 385421, -0.02, 0.48, -0.03, 1346.31, 82150.41, 1848.36, 1801.27, 0, 2, 330, 6314, 41, 34
1782272, 385454, -0.03, 0.47, -0.07, 1346.19, 82102.05, 1853.12, 1805.80, 0, 2, 339, 6302, 20, 34
1782336, 385484, -0.00, 0.46, 0.02, 1346.39, 82065.85, 1856.68, 1810.35, 0, 2, 308, 6245, 24, 34
1782400, 385517, -0.00, 0.46, -0.03, 1346.71, 82022.96, 1860.91, 1814.83, 0, 2, 325, 6213, 12, 34
1782464, 385552, 0.01, 0.45, -0.04, 1346.68, 81977.92, 1865.35, 1819.32, 0, 2, 302, 6162, -8, 34
1782528, 385583, 0.02, 0.44, -0.04, 1346.59, 81934.53, 1869.62, 1823.78, 0, 2, 273, 6117, -43, 34
1782592, 385615, 0.02, 0.45, -0.01, 1346.54, 81886.88, 1874.32, 1828.23, 0, 2, 248, 6050, -94, 34
1782656, 385650, -0.01, 0.43, -0.03, 1346.62, 81843.49, 1878.60, 1832.68, 0, 2, 274, 6009, -124, 34
1782720, 385685, 0.01, 0.46, -0.05, 1346.51, 81796.30, 1883.26, 1837.11, 0, 2, 236, 5990, -145, 34
1782784, 385720, -0.04, 0.44, -0.06, 1346.11, 81753.50, 1887.49, 1841.53, 0, 2, 230, 5972, -155, 34
1782848, 385755, -0.06, 0.44, -0.05, 1346.28, 81707.69, 1892.01, 1845.91, 0, 2, 268, 5976, -135, 34
1782912, 385785, -0.07, 0.43, -0.03, 1346.14, 81667.11, 1896.03, 1850.32, 0, 2, 255, 5986, -112, 34
1782976, 385818, -0.08, 0.44, -0.06, 1346.36, 81629.22, 1899.77, 1854.70, 0, 2, 215, 5980, -84, 34
1783040, 385851, -0.05, 0.43, -0.03, 1346.28, 81587.88, 1903.86, 1859.05, 0, 2, 201, 5985, -47, 34
1783104, 385886, -0.06, 0.43, -0.06, 1346.54, 81541.67, 1908.43, 1863.36, 0, 2, 151, 5994, -26, 34
1783168, 385916, -0.07, 0.42, -0.07, 1346.48, 81505.60, 1912.01, 1867.71, 0, 2, 183, 5971, -20, 34
1783232, 385949, -0.04, 0.43, -0.02, 1346.80, 81464.10, 1916.11, 1871.97, 0, 2, 160, 5950, -26, 34
1783296, 385984, -0.02, 0.43, -0.05, 1346.34, 81418.02, 1920.68, 1876.26, 0, 2, 134, 5918, -32, 34
1783360, 386019, -0.04, 0.40, 0.01, 1346.16, 81376.52, 1924.79, 1880.55, 0, 2, 180, 5890, -44, 34
1783424, 386054, -0.05, 0.40, -0.00, 1346.36, 81331.32, 1929.28, 1884.80, 0, 2, 186, 5861, -63, 34
1783488, 386084, -0.03, 0.40, 0.00, 1346.36, 81294.75, 1932.91, 1889.04, 0, 2, 222, 5829, -57, 34
1783552, 386117, -0.03, 0.39, 0.01, 1346.71, 81252.49, 1937.10, 1893.26, 0, 2, 213, 5830, -66, 34
1783616, 386150, -0.05, 0.40, 0.00, 1346.59, 81213.67, 1940.96, 1897.46, 0, 2, 239, 5830, -60, 34
1783680, 386185, -0.04, 0.40, 0.01, 1346.62, 81172.24, 1945.07, 1901.68, 0, 2, 291, 5824, -40, 34
1783744, 386215, -0.04, 0.39, 0.04, 1346.65, 81129.36, 1949.33, 1905.88, 0, 2, 325, 5815, -25, 34
1783808, 386248, -0.01, 0.39, 0.01, 1346.91, 81095.02, 1952.75, 1910.08, 0, 2, 340, 5783, -23, 34
1783872, 386281, -0.01, 0.39, -0.03, 1346.91, 81050.05, 1957.22, 1914.24, 0, 2, 361, 5735, -14, 34
1783936, 386316, -0.00, 0.39, -0.04, 1346.54, 81013.14, 1960.89, 1918.38, 0, 2, 369, 5731, 7, 34
1784000, 386351, -0.00, 0.38, -0.06, 1346.68, 80975.38, 1964.65, 1922.50, 0, 2, 357, 5707, 24, 34
1784064, 386381, -0.01, 0.36, -0.01, 1346.51, 80933.58, 1968.81, 1926.57, 0, 2, 327, 5689, 40, 34
1784128, 386414, -0.02, 0.36, -0.06, 1346.80, 80894.66, 1972.68, 1930.63, 0, 2, 324, 5635, 17, 34
1784192, 386447, 0.02, 0.36, -0.03, 1346.94, 80855.74, 1976.56, 1934.67, 0, 2, 271, 5596, -10, 34
1784256, 386480, 0.03, 0.37, -0.04, 1347.02, 80816.17, 1980.51, 1938.69, 0, 2, 248, 5557, -31, 34
1784320, 386514, -0.02, 0.36, -0.06, 1346.85, 80774.97, 1984.62, 1942.73, 0, 2, 239, 5528, -61, 34
1784384, 386547, 0.00, 0.36, -0.05, 1347.02, 80740.75, 1988.03, 1946.77, 0, 2, 222, 5500, -93, 34
1784448, 386580, -0.03, 0.35, -0.04, 1346.74, 80699.33, 1992.16, 1950.75, 0, 2, 206, 5470, -115, 34
1784512, 386615, -0.00, 0.36, -0.03, 1346.71, 80659.55, 1996.14, 1954.76, 0, 2, 199, 5443, -121, 34
1784576, 386650, -0.03, 0.35, -0.01, 1346.48, 80619.10, 2000.18, 1958.76, 0, 2, 189, 5414, -120, 34
1784640, 386680, -0.05, 0.35, -0.07, 1346.59, 80585.05, 2003.58, 1962.73, 0, 2, 236, 5425, -115, 34
1784704, 386713, -0.06, 0.35, -0.02, 1346.71, 80544.08, 2007.67, 1966.67, 0, 2, 203, 5400, -95, 34
1784768, 386746, -0.06, 0.34, -0.05, 1346.71, 80509.28, 2011.15, 1970.59, 0, 2, 197, 5428, -81, 34
1784832, 386779, -0.08, 0.34, -0.05, 1346.77, 80469.94, 2015.09, 1974.50, 0, 2, 194, 5423, -46, 34
1784896, 386813, -0.07, 0.34, -0.08, 1346.71, 80430.96, 2018.99, 1978.40, 0, 2, 175, 5428, -16, 34
1784960, 386844, -0.07, 0.33, -0.06, 1347.05, 80393.27, 2022.76, 1982.30, 0, 2, 179, 5436, -4, 34
1785024, 386877, -0.08, 0.32, -0.09, 1347.00, 80358.10, 2026.29, 1986.19, 0, 2, 159, 5439, 28, 34
1785088, 386910, -0.06, 0.33, -0.07, 1347.05, 80320.75, 2030.03, 1990.04, 0, 2, 137, 5434, 36, 34
1785152, 386942, -0.05, 0.32, -0.03, 1346.97, 80285.50, 2033.56, 1993.90, 0, 2, 108, 5420, 39, 34
1785216, 386975, -0.04, 0.32, -0.03, 1347.08, 80254.39, 2036.68, 1997.72, 0, 2, 81, 5400, 42, 34
1785280, 387008, -0.03, 0.33, -0.01, 1347.00, 80217.99, 2040.33, 2001.51, 0, 2, 108, 5383, 28, 34
1785344, 387041, -0.04, 0.32, -0.03, 1347.08, 80177.80, 2044.36, 2005.29, 0, 2, 100, 5344, 3, 34
1785408, 387074, -0.02, 0.32, 0.01, 1347.20, 80146.67, 2047.49, 2009.07, 0, 2, 119, 5323, -11, 34
1785472, 387108, -0.04, 0.31, -0.04, 1347.00, 80109.49, 2051.22, 2012.81, 0, 2, 104, 5278, -26, 34
1785536, 387141, -0.02, 0.30, -0.03, 1347.14, 80071.42, 2055.04, 2016.54, 0, 2, 140, 5250, -33, 34
1785600, 387174, -0.04, 0.31, -0.02, 1347.54, 80040.57, 2058.14, 2020.27, 0, 2, 151, 5237, -42, 34
1785664, 387205, -0.03, 0.31, 0.03, 1346.94, 79998.82, 2062.34, 2023.94, 0, 2, 189, 5202, -41, 34
1785728, 387237, -0.02, 0.29, 0.01, 1347.17, 79966.47, 2065.59, 2027.66, 0, 2, 206, 5171, -38, 34
1785792, 387272, -0.04, 0.29, -0.00, 1347.34, 79937.49, 2068.51, 2031.33, 0, 2, 194, 5136, -34, 34
1785856, 387305, -0.03, 0.30, -0.02, 1347.02, 79896.60, 2072.62, 2034.95, 0, 2, 194, 5116, -34, 34
1785920, 387338, -0.01, 0.30, -0.02, 1347.20, 79858.03, 2076.50, 2038.57, 0, 2, 211, 5097, -38, 34
1785984, 387371, -0.01, 0.28, 0.01, 1347.23, 79824.99, 2079.83, 2042.22, 0, 2, 199, 5088, -31, 34
1786048, 387405, -0.03, 0.28, 0.02, 1347.23, 79790.75, 2083.28, 2045.83, 0, 2, 180, 5050, -32, 34
1786112, 387438, -0.04, 0.27, -0.01, 1347.08, 79756.30, 2086.75, 2049.43, 0, 2, 187, 5058, -34, 34
1786176, 387471, -0.03, 0.28, -0.01, 1347.34, 79719.63, 2090.44, 2053.01, 0, 2, 186, 5028, -45, 34
1786240, 387502, -0.00, 0.29, -0.03, 1347.02, 79687.74, 2093.66, 2056.59, 0, 2, 166, 4977, -53, 34
1786304, 387534, -0.01, 0.27, -0.07, 1347.34, 79660.44, 2096.41, 2060.13, 0, 2, 143, 4930, -72, 34
1786368, 387569, -0.03, 0.26, -0.07, 1347.00, 79621.27, 2100.36, 2063.64, 0, 2, 137, 4915, -92, 34
1786432, 387602, -0.01, 0.26, -0.03, 1347.17, 79584.72, 2104.05, 2067.15, 0, 2, 142, 4889, -115, 34
1786496, 387635, -0.02, 0.27, -0.05, 1347.43, 79557.03, 2106.85, 2070.68, 0, 2, 148, 4868, -128, 34
1786560, 387667, -0.02, 0.27, -0.05, 1347.48, 79528.13, 2109.77, 2074.19, 0, 2, 135, 4847, -133, 34
1786624, 387700, -0.03, 0.26, -0.04, 1347.02, 79486.99, 2113.92, 2077.66, 0, 2, 139, 4830, -142, 34
1786688, 387735, -0.04, 0.27, -0.03, 1346.94, 79449.39, 2117.72, 2081.14, 0, 2, 166, 4826, -143, 34
1786752, 387768, -0.03, 0.26, -0.02, 1347.34, 79422.28, 2120.46, 2084.65, 0, 2, 177, 4814, -139, 34
1786816, 387799, -0.01, 0.27, 0.00, 1347.43, 79389.08, 2123.82, 2088.11, 0, 2, 199, 4810, -126, 34
1786880, 387831, -0.04, 0.26, -0.03, 1347.31, 79356.11, 2127.16, 2091.55, 0, 2, 188, 4789, -117, 34
1786944, 387866, -0.04, 0.25, -0.03, 1347.28, 79326.19, 2130.19, 2095.00, 0, 2, 193, 4780, -111, 34
1787008, 387901, -0.05, 0.25, -0.05, 1346.82, 79288.21, 2134.03, 2098.39, 0, 2, 180, 4774, -101, 34
1787072, 387934, -0.04, 0.25, -0.03, 1347.02, 79252.89, 2137.61, 2101.82, 0, 2, 174, 4729, -88, 34
1787136, 387966, -0.03, 0.25, -0.03, 1347.14, 79229.58, 2139.97, 2105.27, 0, 2, 170, 4700, -81, 34
1787200, 387999, -0.02, 0.24, -0.02, 1346.97, 79195.94, 2143.38, 2108.64, 0, 2, 183, 4692, -76, 34
1787264, 388034, -0.04, 0.25, -0.04, 1346.88, 79164.44, 2146.57, 2111.98, 0, 2, 169, 4680, -68, 34
1787328, 388067, -0.02, 0.25, -0.03, 1347.17, 79128.99, 2150.17, 2115.32, 0, 2, 178, 4679, -60, 34
1787392, 388098, -0.02, 0.24, -0.02, 1347.31, 79100.53, 2153.05, 2118.66, 0, 2, 172, 4659, -56, 34
1787456, 388130, -0.04, 0.24, -0.04, 1347.48, 79071.24, 2156.03, 2121.98, 0, 2, 164, 4642, -55, 34
1787520, 388165, -0.05, 0.23, -0.05, 1347.14, 79038.11, 2159.39, 2125.26, 0, 2, 149, 4625, -46, 34
1787584, 388200, -0.04, 0.23, -0.03, 1346.97, 79003.32, 2162.92, 2128.55, 0, 2, 154, 4599, -53, 34
