Loc,time,ax,ay,az,temp,pressure,alt,avalt,avaltdelta,state,wx_raw,wy_raw,wz_raw,pyro
1699584, 342640, -0.07, -1.02, -0.06, 1336.98, 102747.63, 1.00, 0.93, 0, 1, 14, 38, -9, 34
1699648, 342675, -0.07, -1.02, -0.06, 1336.78, 102745.67, 1.16, 0.93, 0, 1, 7, 51, -15, 34
1699712, 342710, -0.07, -1.02, -0.06, 1336.86, 102748.83, 0.90, 0.94, 0, 1, 9, 63, -20, 34
1699776, 342745, -0.07, -1.02, -0.06, 1336.55, 102748.94, 0.89, 0.95, 0, 1, 10, 51, -12, 34
1699840, 342775, -0.07, -1.02, -0.06, 1336.49, 102745.03, 1.21, 0.96, 0, 1, 11, 39, -14, 34
1699904, 342808, -0.07, -1.02, -0.06, 1336.55, 102750.67, 0.75, 0.98, 0, 1, 15, 30, -15, 34
1699968, 342841, -0.07, -1.02, -0.06, 1336.78, 102750.89, 0.73, 0.96, 0, 1, 12, 29, -12, 34
1700032, 342874, -0.07, -1.02, -0.06, 1336.60, 102747.94, 0.97, 0.96, 0, 1, 7, 26, -16, 34
1700096, 342906, -0.07, -1.02, -0.06, 1336.92, 102748.38, 0.94, 0.97, 0, 1, 7, 57, -21, 34
1700160, 342939, -0.07, -1.02, -0.06, 1336.89, 102747.44, 1.01, 0.97, 0, 1, 7, 70, -18, 34
1700224, 342974, -0.07, -1.02, -0.06, 1336.86, 102748.53, 0.92, 0.97, 0, 1, 5, 39, -18, 34
1700288, 343009, -0.07, -1.02, -0.06, 1336.78, 102747.42, 1.01, 0.96, 0, 1, 9, 56, -16, 34
1700352, 343044, -0.07, -1.02, -0.06, 1336.43, 102747.52, 1.01, 0.96, 0, 1, 10, 49, -15, 34
1700416, 343074, -0.07, -1.02, -0.06, 1336.43, 102749.25, 0.86, 0.97, 0, 1, 10, 40, -18, 34
1700480, 343107, -0.07, -1.02, -0.06, 1336.72, 102749.35, 0.86, 0.94, 0, 1, 13, 63, -15, 34
1700544, 343140, -0.07, -1.02, -0.06, 1336.72, 102747.89, 0.98, 0.93, 0, 1, 4, 62, -19, 34
1700608, 343173, -0.07, -1.02, -0.06, 1336.86, 102745.05, 1.21, 0.95, 0, 1, 5, 59, -17, 34
1700672, 343205, -0.07, -1.02, -0.06, 1337.09, 102745.02, 1.21, 0.97, 0, 1, 6, 57, -13, 34
1700736, 343238, -0.07, -1.02, -0.06, 1337.03, 102752.97, 0.56, 0.96, 0, 1, 9, 38, -10, 34
1700800, 343273, -0.08, -1.02, -0.06, 1337.03, 102750.94, 0.72, 0.94, 0, 1, 6, 40, -12, 34
1700864, 343308, -0.07, -1.02, -0.06, 1336.92, 102750.41, 0.77, 0.94, 0, 1, 13, 51, -14, 34
1700928, 343343, -0.08, -1.02, -0.06, 1336.69, 102747.55, 1.00, 0.93, 0, 1, 9, 60, -17, 34
1700992, 343373, -0.07, -1.02, -0.06, 1336.89, 102743.67, 1.32, 0.93, 0, 1, 4, 58, -14, 34
1701056, 343406, -0.07, -1.02, -0.06, 1336.72, 102744.71, 1.24, 0.95, 0, 1, 9, 49, -19, 34
1701120, 343441, -0.07, -1.02, -0.06, 1336.89, 102748.02, 0.96, 0.96, 0, 1, 15, 29, -18, 34
1701184, 343472, -0.07, -1.02, -0.06, 1336.86, 102746.22, 1.11, 0.95, 0, 1, 10, 39, -15, 34
1701248, 343504, -0.07, -1.02, -0.06, 1337.26, 102747.42, 1.01, 0.97, 0, 1, 8, 41, -13, 34
1701312, 343537, -0.07, -1.02, -0.06, 1337.06, 102750.71, 0.75, 0.98, 0, 1, 10, 51, -17, 34
1701376, 343572, -0.07, -1.02, -0.06, 1336.95, 102746.41, 1.10, 0.97, 0, 1, 9, 58, -17, 34
1701440, 343607, -0.07, -1.02, -0.06, 1336.83, 102748.19, 0.95, 0.98, 0, 1, 5, 53, -15, 34
1701504, 343640, -0.07, -1.02, -0.06, 1336.92, 102747.21, 1.03, 0.98, 0, 1, 12, 38, -12, 34
1701568, 343670, -0.07, -1.02, -0.06, 1336.98, 102748.78, 0.90, 0.98, 0, 1, 10, 34, -16, 34
1701632, 343703, -0.07, -1.02, -0.06, 1336.92, 102748.96, 0.89, 0.98, 0, 1, 12, 45, -13, 34
1701696, 343738, -0.07, -1.02, -0.06, 1337.01, 102745.08, 1.21, 0.97, 0, 1, 12, 56, -13, 34
1701760, 343769, -0.07, -1.02, -0.06, 1336.86, 102748.53, 0.92, 0.99, 0, 1, 7, 69, -14, 34
1701824, 343801, -0.07, -1.02, -0.06, 1337.09, 102748.21, 0.95, 0.99, 0, 1, 8, 59, -21, 34
1701888, 343836, -0.07, -1.02, -0.06, 1337.01, 102750.88, 0.73, 0.99, 0, 1, 8, 53, -18, 34
1701952, 343871, -0.07, -1.02, -0.06, 1336.60, 102747.07, 1.04, 0.97, 0, 1, 6, 47, -18, 34
1702016, 343906, -0.07, -1.02, -0.06, 1336.66, 102742.83, 1.39, 0.96, 0, 1, 6, 46, -12, 34
1702080, 343939, -0.07, -1.02, -0.06, 1336.83, 102749.92, 0.81, 1.00, 0, 1, 7, 53, -17, 34
1702144, 343969, -0.07, -1.02, -0.06, 1336.83, 102742.97, 1.38, 1.00, 0, 1, 6, 59, -16, 34
1702208, 344002, -0.07, -1.02, -0.06, 1336.92, 102745.77, 1.15, 1.03, 0, 1, 3, 54, -13, 34
1702272, 344037, -0.06, -1.02, -0.06, 1337.12, 102752.91, 0.56, 1.04, 0, 1, 9, 52, -19, 34
1702336, 344068, -0.07, -1.02, -0.06, 1337.18, 102754.49, 0.43, 1.00, 0, 1, 11, 45, -21, 34
1702400, 344100, -0.07, -1.03, -0.06, 1337.15, 102751.24, 0.70, 0.96, 0, 1, 9, 41, -18, 34
1702464, 344135, -0.07, -1.02, -0.06, 1336.86, 102745.35, 1.18, 0.95, 0, 1, 14, 52, -19, 34
1702528, 344170, -0.07, -1.02, -0.06, 1336.52, 102750.33, 0.78, 0.95, 0, 1, 12, 48, -20, 34
1702592, 344203, -0.07, -1.02, -0.06, 1336.63, 102745.10, 1.20, 0.94, 0, 1, 6, 52, -17, 34
1702656, 344236, -0.07, -1.02, -0.06, 1336.83, 102747.89, 0.98, 0.97, 0, 1, 7, 53, -14, 34
1702720, 344268, -0.07, -1.02, -0.06, 1336.75, 102743.89, 1.31, 0.96, 0, 1, 16, 44, -18, 34
1702784, 344303, -0.07, -1.02, -0.06, 1336.78, 102750.03, 0.80, 0.98, 0, 1, 10, 46, -17, 34
1702848, 344336, -0.07, -1.02, -0.06, 1336.83, 102749.35, 0.86, 0.97, 0, 1, 8, 49, -18, 34
1702912, 344367, -0.07, -1.02, -0.06, 1336.80, 102750.71, 0.75, 0.96, 0, 1, 9, 53, -17, 34
1702976, 344399, -0.07, -1.02, -0.06, 1336.83, 102749.63, 0.83, 0.96, 0, 1, 13, 53, -13, 34
1703040, 344434, -0.07, -1.02, -0.06, 1336.75, 102749.41, 0.85, 0.94, 0, 1, 12, 44, -14, 34
1703104, 344469, -0.07, -1.02, -0.06, 1336.66, 102745.44, 1.18, 0.93, 0, 1, 11, 49, -11, 34
1703168, 344502, -0.07, -1.02, -0.06, 1336.52, 102748.60, 0.92, 0.95, 0, 1, 10, 46, -16, 34
1703232, 344535, -0.07, -1.02, -0.06, 1336.75, 102747.66, 0.99, 0.95, 0, 1, 11, 48, -18, 34
1703296, 344567, -0.07, -1.02, -0.06, 1336.52, 102750.91, 0.73, 0.95, 0, 1, 11, 52, -13, 34
1703360, 344602, -0.07, -1.02, -0.06, 1336.60, 102749.10, 0.88, 0.92, 0, 1, 9, 46, -13, 34
1703424, 344635, -0.07, -1.02, -0.06, 1336.69, 102747.25, 1.03, 0.92, 0, 1, 13, 42, -15, 34
1703488, 344666, -0.07, -1.02, -0.06, 1336.69, 102746.38, 1.10, 0.90, 0, 1, 9, 49, -20, 34
1703552, 344698, -0.07, -1.02, -0.06, 1336.92, 102747.50, 1.01, 0.90, 0, 1, 8, 54, -19, 34
1703616, 344733, -0.07, -1.02, -0.06, 1336.83, 102746.74, 1.07, 0.92, 0, 1, 11, 61, -19, 34
1703680, 344768, -0.07, -1.02, -0.06, 1336.63, 102749.74, 0.82, 0.96, 0, 1, 9, 53, -13, 34
1703744, 344801, -0.07, -1.02, -0.06, 1336.63, 102744.80, 1.23, 0.96, 0, 1, 6, 44, -18, 34
1703808, 344834, -0.07, -1.02, -0.06, 1336.78, 102748.00, 0.97, 0.96, 0, 1, 9, 47, -15, 34
1703872, 344866, -0.07, -1.02, -0.06, 1336.57, 102753.39, 0.52, 0.97, 0, 1, 11, 49, -17, 34
1703936, 344901, -0.07, -1.02, -0.06, 1336.92, 102748.08, 0.96, 0.94, 0, 1, 8, 48, -13, 34
1704000, 344934, -0.07, -1.02, -0.06, 1336.75, 102745.63, 1.16, 0.94, 0, 1, 8, 66, -19, 34
1704064, 344965, -0.07, -1.02, -0.06, 1336.86, 102749.69, 0.83, 0.93, 0, 1, 6, 57, -13, 34
1704128, 344997, -0.07, -1.02, -0.06, 1337.15, 102746.60, 1.08, 0.93, 0, 1, 6, 49, -17, 34
1704192, 345032, -0.07, -1.02, -0.06, 1336.89, 102745.99, 1.13, 0.94, 0, 1, 6, 48, -16, 34
1704256, 345065, -0.07, -1.02, -0.06, 1336.63, 102744.80, 1.23, 0.96, 0, 1, 6, 46, -18, 34
1704320, 345098, -0.07, -1.02, -0.06, 1336.95, 102744.96, 1.22, 0.98, 0, 1, 7, 57, -19, 34
1704384, 345131, -0.07, -1.02, -0.06, 1337.18, 102746.94, 1.05, 1.00, 0, 1, 10, 55, -15, 34
1704448, 345165, -0.07, -1.02, -0.06, 1336.80, 102748.67, 0.91, 1.00, 0, 1, 5, 49, -17, 34
1704512, 345198, -0.07, -1.02, -0.06, 1336.75, 102745.35, 1.18, 1.00, 0, 1, 8, 54, -19, 34
1704576, 345231, -0.07, -1.02, -0.06, 1336.80, 102744.91, 1.22, 1.01, 0, 1, 11, 43, -16, 34
1704640, 345262, -0.07, -1.02, -0.06, 1336.86, 102749.69, 0.83, 1.03, 0, 1, 10, 44, -14, 34
1704704, 345294, -0.07, -1.02, -0.06, 1336.80, 102748.67, 0.91, 1.03, 0, 1, 11, 52, -15, 34
1704768, 345329, -0.07, -1.02, -0.06, 1336.98, 102749.94, 0.81, 1.02, 0, 1, 10, 37, -14, 34
1704832, 345362, -0.07, -1.02, -0.06, 1336.49, 102747.36, 1.02, 1.01, 0, 1, 15, 49, -18, 34
1704896, 345395, -0.07, -1.03, -0.06, 1336.95, 102751.05, 0.72, 1.01, 0, 1, 14, 48, -17, 34
1704960, 345427, -0.07, -1.02, -0.06, 1336.83, 102748.19, 0.95, 0.99, 0, 1, 13, 44, -16, 34
1705024, 345462, -0.07, -1.02, -0.06, 1336.83, 102750.50, 0.76, 1.00, 0, 1, 10, 49, -17, 34
1705088, 345495, -0.07, -1.02, -0.06, 1337.01, 102747.41, 1.01, 0.97, 0, 1, 14, 51, -19, 34
1705152, 345528, -0.07, -1.02, -0.06, 1336.78, 102747.42, 1.01, 0.98, 0, 1, 4, 49, -14, 34
1705216, 345561, -0.07, -1.02, -0.06, 1336.92, 102744.32, 1.27, 1.00, 0, 1, 11, 59, -15, 34
1705280, 345593, -0.07, -1.02, -0.06, 1337.06, 102748.39, 0.94, 1.02, 0, 1, 7, 46, -17, 34
1705344, 345626, -0.07, -1.02, -0.06, 1337.03, 102748.33, 0.94, 1.00, 0, 1, 8, 50, -16, 34
1705408, 345659, -0.07, -1.02, -0.06, 1336.89, 102746.28, 1.11, 1.01, 0, 1, 9, 56, -16, 34
1705472, 345692, -0.07, -1.02, -0.06, 1337.01, 102750.60, 0.75, 1.01, 0, 1, 5, 50, -20, 34
1705536, 345724, -0.07, -1.02, -0.06, 1337.03, 102746.88, 1.06, 0.99, 0, 1, 9, 59, -18, 34
1705600, 345757, -0.07, -1.02, -0.06, 1337.35, 102747.32, 1.02, 0.98, 0, 1, 9, 62, -14, 34
1705664, 345790, -0.07, -1.02, -0.06, 1337.12, 102748.85, 0.90, 0.97, 0, 1, 8, 50, -18, 34
1705728, 345825, -0.07, -1.02, -0.06, 1336.80, 102748.39, 0.94, 0.97, 0, 1, 12, 51, -16, 34
1705792, 345860, -0.07, -1.02, -0.06, 1336.80, 102748.97, 0.89, 0.97, 0, 1, 5, 47, -18, 34
1705856, 345890, -0.07, -1.02, -0.06, 1336.95, 102745.53, 1.17, 0.95, 0, 1, 11, 55, -22, 34
1705920, 345923, -0.07, -1.02, -0.06, 1337.12, 102747.39, 1.02, 0.95, 0, 1, 10, 55, -15, 34
1705984, 345956, -0.07, -1.02, -0.06, 1337.15, 102752.67, 0.58, 0.96, 0, 1, 13, 43, -11, 34
1706048, 345989, -0.07, -1.02, -0.06, 1336.92, 102745.19, 1.20, 0.94, 0, 1, 11, 51, -16, 34
1706112, 346023, -0.07, -1.02, -0.06, 1337.03, 102746.02, 1.13, 0.96, 0, 1, 8, 41, -18, 34
1706176, 346056, -0.07, -1.02, -0.06, 1336.89, 102750.05, 0.80, 0.97, 0, 1, 9, 41, -13, 34
1706240, 346089, -0.07, -1.02, -0.06, 1336.75, 102750.57, 0.76, 0.97, 0, 1, 12, 44, -14, 34
1706304, 346124, -0.07, -1.02, -0.06, 1336.63, 102749.74, 0.82, 0.96, 0, 1, 11, 49, -17, 34
1706368, 346159, -0.07, -1.02, -0.06, 1336.80, 102741.72, 1.48, 0.97, 0, 1, 11, 53, -18, 34
1706432, 346189, -0.07, -1.02, -0.06, 1336.86, 102747.08, 1.04, 0.99, 0, 1, 10, 45, -17, 34
1706496, 346222, -0.07, -1.02, -0.06, 1336.95, 102748.72, 0.91, 0.99, 0, 1, 6, 46, -15, 34
1706560, 346255, -0.07, -1.02, -0.06, 1336.72, 102748.19, 0.95, 0.97, 0, 1, 9, 45, -19, 34
1706624, 346288, -0.07, -1.02, -0.06, 1337.01, 102748.57, 0.92, 0.97, 0, 1, 5, 47, -15, 34
1706688, 346322, -0.07, -1.02, -0.06, 1337.03, 102746.02, 1.13, 0.97, 0, 1, 1, 61, -17, 34
1706752, 346355, -0.07, -1.02, -0.06, 1336.95, 102750.46, 0.77, 0.97, 0, 1, 6, 55, -15, 34
1706816, 346388, -0.07, -1.02, -0.06, 1336.86, 102746.50, 1.09, 0.97, 0, 1, 7, 53, -18, 34
1706880, 346423, -0.07, -1.02, -0.06, 1336.86, 102747.66, 0.99, 0.98, 0, 1, 4, 56, -18, 34
1706944, 346458, -0.07, -1.02, -0.06, 1336.83, 102746.44, 1.09, 0.97, 0, 1, 8, 44, -14, 34
1707008, 346488, -0.07, -1.02, -0.06, 1336.83, 102747.60, 1.00, 0.98, 0, 1, 8, 50, -18, 34
1707072, 346521, -0.07, -1.02, -0.06, 1336.98, 102746.75, 1.07, 0.99, 0, 1, 5, 56, -11, 34
1707136, 346554, -0.07, -1.02, -0.06, 1336.95, 102749.30, 0.86, 1.00, 0, 1, 7, 58, -21, 34
1707200, 346587, -0.07, -1.02, -0.06, 1337.09, 102747.03, 1.05, 0.98, 0, 1, 11, 53, -16, 34
1707264, 346621, -0.07, -1.02, -0.06, 1336.75, 102747.96, 0.97, 0.98, 0, 1, 10, 40, -20, 34
1707328, 346652, -0.07, -1.02, -0.06, 1337.03, 102752.10, 0.63, 1.00, 0, 1, 8, 46, -17, 34
1707392, 346685, -0.07, -1.02, -0.06, 1337.38, 102748.00, 0.97, 0.97, 0, 1, 9, 48, -15, 34
1707456, 346720, -0.07, -1.02, -0.06, 1336.89, 102752.96, 0.56, 0.96, 0, 1, 9, 53, -18, 34
1707520, 346750, -0.07, -1.02, -0.06, 1337.06, 102750.13, 0.79, 0.95, 0, 1, 16, 53, -19, 34
1707584, 346783, -0.07, -1.02, -0.06, 1337.29, 102748.07, 0.96, 0.95, 0, 1, 9, 50, -18, 34
1707648, 346818, -0.07, -1.02, -0.06, 1336.80, 102749.55, 0.84, 0.96, 0, 1, 14, 49, -15, 34
1707712, 346851, -0.07, -1.02, -0.06, 1337.12, 102752.03, 0.63, 0.93, 0, 1, 7, 40, -18, 34
1707776, 346884, -0.07, -1.02, -0.06, 1337.18, 102747.52, 1.01, 0.91, 0, 1, 11, 40, -21, 34
1707840, 346916, -0.07, -1.02, -0.06, 1337.09, 102747.63, 1.00, 0.91, 0, 1, 6, 47, -16, 34
1707904, 346949, -0.07, -1.02, -0.06, 1337.35, 102750.22, 0.78, 0.92, 0, 1, 11, 47, -14, 34
1707968, 346984, -0.07, -1.02, -0.06, 1337.01, 102745.66, 1.16, 0.91, 0, 1, 11, 48, -16, 34
1708032, 347019, -0.07, -1.02, -0.06, 1336.63, 102746.25, 1.11, 0.91, 0, 1, 9, 43, -12, 34
1708096, 347052, -0.07, -1.02, -0.06, 1337.18, 102751.58, 0.67, 0.93, 0, 1, 9, 50, -18, 34
1708160, 347082, -0.07, -1.02, -0.06, 1336.83, 102744.41, 1.26, 0.91, 0, 1, 13, 55, -16, 34
1708224, 347115, -0.07, -1.02, -0.06, 1337.24, 102747.07, 1.04, 0.92, 0, 1, 11, 48, -17, 34
1708288, 347150, -0.07, -1.02, -0.06, 1336.98, 102746.75, 1.07, 0.92, 0, 1, 7, 54, -18, 34
1708352, 347181, -0.07, -1.02, -0.06, 1337.38, 102747.71, 0.99, 0.92, 0, 1, 5, 56, -15, 34
1708416, 347213, -0.07, -1.02, -0.06, 1337.55, 102748.08, 0.96, 0.92, 0, 1, 10, 49, -13, 34
1708480, 347248, -0.07, -1.02, -0.06, 1337.06, 102746.07, 1.13, 0.92, 0, 1, 6, 60, -15, 34
1708544, 347283, -0.07, -1.02, -0.06, 1336.89, 102746.58, 1.08, 0.93, 0, 1, 7, 54, -17, 34
1708608, 347318, -0.07, -1.02, -0.06, 1336.72, 102749.05, 0.88, 0.93, 0, 1, 8, 58, -19, 34
1708672, 347351, -0.07, -1.02, -0.06, 1336.83, 102744.99, 1.21, 0.95, 0, 1, 8, 49, -17, 34
1708736, 347381, -0.07, -1.02, -0.06, 1337.01, 102746.53, 1.09, 0.96, 0, 1, 10, 42, -19, 34
1708800, 347416, -0.07, -1.02, -0.06, 1337.29, 102748.07, 0.96, 0.98, 0, 1, 3, 56, -18, 34
1708864, 347449, -0.07, -1.02, -0.06, 1337.24, 102748.52, 0.92, 0.99, 0, 1, 9, 53, -17, 34
1708928, 347480, -0.07, -1.02, -0.06, 1337.35, 102747.89, 0.98, 0.99, 0, 1, 11, 58, -16, 34
1708992, 347512, -0.07, -1.02, -0.06, 1337.52, 102749.21, 0.87, 1.00, 0, 1, 13, 55, -20, 34
1709056, 347547, -0.07, -1.02, -0.06, 1337.06, 102744.03, 1.29, 1.01, 0, 1, 9, 33, -16, 34
1709120, 347582, -0.07, -1.02, -0.06, 1337.09, 102747.33, 1.02, 1.02, 0, 1, 11, 41, -16, 34
1709184, 347615, -0.07, -1.02, -0.06, 1337.06, 102749.27, 0.86, 1.02, 0, 1, 11, 43, -14, 34
1709248, 347648, -0.07, -1.02, -0.06, 1337.24, 102747.36, 1.02, 1.03, 0, 1, 12, 45, -19, 34
1709312, 347680, -0.07, -1.02, -0.06, 1337.21, 102752.53, 0.59, 1.02, 0, 1, 8, 59, -21, 34
1709376, 347715, -0.07, -1.02, -0.06, 1337.26, 102747.71, 0.99, 1.00, 0, 1, 8, 51, -11, 34
1709440, 347748, -0.07, -1.02, -0.06, 1337.06, 102744.63, 1.24, 1.01, 0, 1, 13, 42, -12, 34
1709504, 347779, -0.07, -1.02, -0.06, 1337.32, 102746.67, 1.08, 1.01, 0, 1, 11, 36, -15, 34
1709568, 347811, -0.07, -1.02, -0.06, 1337.41, 102749.24, 0.86, 1.01, 0, 1, 10, 45, -16, 34
1709632, 347846, -0.07, -1.02, -0.06, 1337.18, 102747.52, 1.01, 1.00, 0, 1, 10, 54, -18, 34
1709696, 347879, -0.07, -1.02, -0.06, 1337.12, 102750.30, 0.78, 1.00, 0, 1, 7, 59, -16, 34
1709760, 347912, -0.07, -1.02, -0.06, 1337.03, 102750.36, 0.77, 0.99, 0, 1, 9, 59, -20, 34
1709824, 347944, -0.07, -1.02, -0.06, 1337.24, 102747.94, 0.97, 0.98, 0, 1, 7, 45, -16, 34
1709888, 347979, -0.07, -1.02, -0.06, 1337.52, 102745.72, 1.15, 0.97, 0, 1, 9, 43, -16, 34
1709952, 348012, -0.07, -1.02, -0.06, 1337.21, 102746.74, 1.07, 0.98, 0, 1, 11, 45, -16, 34
1710016, 348045, -0.07, -1.02, -0.06, 1337.35, 102750.22, 0.78, 0.98, 0, 1, 15, 47, -15, 34
1710080, 348076, -0.07, -1.02, -0.06, 1337.32, 102751.03, 0.72, 0.96, 0, 1, 9, 52, -19, 34
1710144, 348108, -0.07, -1.02, -0.06, 1337.64, 102749.17, 0.87, 0.95, 0, 1, 6, 58, -12, 34
1710208, 348143, -0.07, -1.02, -0.06, 1337.12, 102745.96, 1.13, 0.95, 0, 1, 11, 51, -17, 34
1710272, 348176, -0.07, -1.02, -0.06, 1337.01, 102747.69, 0.99, 0.95, 0, 1, 11, 41, -13, 34
1710336, 348209, -0.07, -1.02, -0.06, 1337.52, 102746.88, 1.06, 0.96, 0, 1, 5, 44, -13, 34
1710400, 348241, -0.07, -1.02, -0.06, 1337.18, 102748.10, 0.96, 0.95, 0, 1, 9, 46, -17, 34
1710464, 348276, -0.07, -1.02, -0.06, 1337.32, 102746.97, 1.05, 0.95, 0, 1, 12, 48, -13, 34
1710528, 348309, -0.07, -1.02, -0.06, 1337.35, 102747.32, 1.02, 0.96, 0, 1, 7, 58, -17, 34
1710592, 348342, -0.07, -1.02, -0.06, 1337.12, 102750.60, 0.75, 0.96, 0, 1, 13, 62, -19, 34
1710656, 348375, -0.07, -1.02, -0.06, 1337.18, 102749.25, 0.86, 0.96, 0, 1, 5, 48, -17, 34
1710720, 348409, -0.07, -1.02, -0.06, 1337.47, 102750.80, 0.74, 0.96, 0, 1, 9, 46, -14, 34
1710784, 348442, -0.07, -1.02, -0.06, 1337.35, 102746.44, 1.09, 0.93, 0, 1, 8, 51, -15, 34
1710848, 348475, -0.07, -1.02, -0.06, 1337.26, 102751.47, 0.68, 0.93, 0, 1, 10, 48, -19, 34
1710912, 348506, -0.07, -1.02, -0.06, 1337.47, 102750.50, 0.76, 0.92, 0, 1, 7, 62, -19, 34
1710976, 348538, -0.07, -1.02, -0.06, 1337.49, 102746.50, 1.09, 0.91, 0, 1, 7, 62, -17, 34
1711040, 348571, -0.06, -1.02, -0.06, 1337.64, 102748.60, 0.92, 0.93, 0, 1, 10, 49, -20, 34
1711104, 348604, -0.07, -1.02, -0.06, 1337.49, 102750.86, 0.73, 0.93, 0, 1, 11, 50, -13, 34
1711168, 348637, -0.07, -1.02, -0.06, 1337.29, 102751.83, 0.65, 0.92, 0, 1, 12, 46, -15, 34
1711232, 348669, -0.07, -1.02, -0.06, 1337.64, 102748.30, 0.94, 0.90, 0, 1, 12, 49, -16, 34
1711296, 348702, -0.07, -1.02, -0.06, 1337.67, 102753.30, 0.53, 0.89, 0, 1, 9, 59, -22, 34
1711360, 348735, -0.07, -1.02, -0.06, 1337.61, 102745.60, 1.17, 0.88, 0, 1, 12, 51, -15, 34
1711424, 348770, -0.07, -1.02, -0.06, 1337.47, 102746.74, 1.07, 0.90, 0, 1, 12, 48, -16, 34
1711488, 348805, -0.07, -1.02, -0.06, 1337.35, 102749.92, 0.81, 0.91, 0, 1, 12, 45, -14, 34
1711552, 348835, -0.07, -1.02, -0.06, 1337.67, 102747.22, 1.03, 0.89, 0, 1, 14, 41, -15, 34
1711616, 348868, -0.07, -1.02, -0.06, 1337.35, 102745.86, 1.14, 0.90, 0, 1, 11, 50, -19, 34
1711680, 348901, -0.07, -1.02, -0.06, 1337.41, 102748.66, 0.91, 0.90, 0, 1, 13, 52, -18, 34
1711744, 348934, -0.07, -1.02, -0.06, 1337.55, 102750.99, 0.72, 0.90, 0, 1, 12, 53, -16, 34
1711808, 348968, -0.07, -1.02, -0.06, 1337.24, 102745.33, 1.19, 0.88, 0, 1, 9, 53, -15, 34
1711872, 348999, -0.07, -1.02, -0.06, 1337.75, 102748.28, 0.94, 0.89, 0, 1, 10, 38, -21, 34
1711936, 349032, -0.08, -1.02, -0.06, 1337.52, 102746.02, 1.13, 0.90, 0, 1, 14, 39, -18, 34
1712000, 349065, -0.07, -1.02, -0.06, 1337.44, 102751.61, 0.67, 0.91, 0, 1, 11, 52, -16, 34
1712064, 349097, -0.07, -1.02, -0.06, 1337.64, 102744.53, 1.25, 0.91, 0, 1, 12, 47, -19, 34
1712128, 349130, -0.07, -1.02, -0.06, 1337.90, 102747.42, 1.01, 0.92, 0, 1, 11, 63, -20, 34
1712192, 349163, -0.06, -1.02, -0.06, 1337.64, 102747.72, 0.99, 0.93, 0, 1, 7, 59, -16, 34
1712256, 349198, -0.07, -1.02, -0.06, 1337.67, 102749.24, 0.86, 0.94, 0, 1, 9, 54, -12, 34
1712320, 349233, -0.07, -1.02, -0.06, 1337.47, 102747.03, 1.05, 0.93, 0, 1, 12, 52, -17, 34
1712384, 349263, -0.07, -1.02, -0.06, 1337.78, 102749.21, 0.87, 0.94, 0, 1, 13, 44, -20, 34
1712448, 349296, -0.07, -1.02, -0.06, 1337.47, 102746.74, 1.07, 0.95, 0, 1, 6, 51, -17, 34
1712512, 349329, -0.07, -1.02, -0.06, 1337.61, 102747.05, 1.04, 0.97, 0, 1, 9, 55, -17, 34
1712576, 349364, -0.07, -1.02, -0.06, 1337.87, 102750.85, 0.73, 0.97, 0, 1, 11, 46, -12, 34
1712640, 349394, -0.07, -1.02, -0.06, 1337.87, 102747.36, 1.02, 0.98, 0, 1, 8, 52, -13, 34
1712704, 349427, -0.07, -1.02, -0.06, 1337.75, 102745.97, 1.13, 0.98, 0, 1, 11, 43, -14, 34
1712768, 349462, -0.07, -1.02, -0.06, 1337.58, 102753.08, 0.55, 0.98, 0, 1, 8, 49, -15, 34
1712832, 349497, -0.07, -1.02, -0.06, 1337.41, 102748.66, 0.91, 0.97, 0, 1, 9, 44, -15, 34
1712896, 349532, -0.07, -1.02, -0.06, 1337.44, 102744.36, 1.27, 0.96, 0, 1, 11, 44, -17, 34
1712960, 349562, -0.07, -1.02, -0.06, 1337.47, 102749.64, 0.83, 0.97, 0, 1, 7, 45, -13, 34
1713024, 349595, -0.07, -1.02, -0.06, 1337.67, 102749.24, 0.86, 0.96, 0, 1, 6, 44, -17, 34
1713088, 349628, -0.07, -1.02, -0.06, 1337.52, 102751.52, 0.68, 0.97, 0, 1, 11, 50, -17, 34
1713152, 349663, -0.07, -1.02, -0.06, 1337.35, 102750.50, 0.76, 0.94, 0, 1, 10, 53, -25, 34
1713216, 349693, -0.07, -1.02, -0.06, 1337.90, 102748.88, 0.90, 0.93, 0, 1, 13, 54, -17, 34
1713280, 349726, -0.07, -1.02, -0.06, 1337.84, 102752.53, 0.59, 0.92, 0, 1, 5, 54, -20, 34
1713344, 349761, -0.07, -1.02, -0.06, 1337.84, 102751.67, 0.67, 0.92, 0, 1, 8, 51, -17, 34
1713408, 349796, -0.07, -1.02, -0.06, 1337.24, 102748.22, 0.95, 0.89, 0, 1, 9, 51, -15, 34
1713472, 349829, -0.07, -1.02, -0.06, 1337.47, 102744.41, 1.26, 0.89, 0, 1, 9, 54, -20, 34
1713536, 349859, -0.07, -1.02, -0.06, 1337.32, 102746.10, 1.12, 0.90, 0, 1, 4, 51, -19, 34
1713600, 349892, -0.07, -1.02, -0.06, 1337.69, 102749.02, 0.88, 0.91, 0, 1, 11, 47, -21, 34
1713664, 349927, -0.07, -1.02, -0.06, 1337.55, 102748.08, 0.96, 0.90, 0, 1, 7, 55, -18, 34
