,timestamp_s,timestamp_ms,imu1_accel_x,imu1_accel_y,imu1_accel_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z,imu2_accel_x,imu2_accel_y,imu2_accel_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu2_mag_x,imu2_mag_y,imu2_mag_z,high_g_accel_x,high_g_accel_y,high_g_accel_z,baro1_temp,baro1_pres,baro2_temp,baro2_pres,gps_lat,gps_long,gps_alt,battery_voltage,pyro_cont,heading,vtg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_x,q_y,q_z,q_w,state,baro_pres_avg,gps_lat_mod,gps_long_mod,imu1_accel_x_real,imu1_accel_y_real,imu1_accel_z_real,imu2_accel_x_real,imu2_accel_y_real,imu2_accel_z_real,imu1_gyro_x_real,imu1_gyro_y_real,imu1_gyro_z_real,imu2_gyro_x_real,imu2_gyro_y_real,imu2_gyro_z_real,imu1_mag_x_real,imu1_mag_y_real,imu1_mag_z_real,imu2_mag_x_real,imu2_mag_y_real,imu2_mag_z_real,imu_accel_x_avg,imu_accel_y_avg,imu_accel_z_avg,imu_gyro_x_avg,imu_gyro_y_avg,imu_gyro_z_avg,imu_mag_x_avg,imu_mag_y_avg,imu_mag_z_avg,high_g_accel_x_real,high_g_accel_y_real,high_g_accel_z_real,baro_temp_avg,baro_height
72675,7685809,0,29,1343,52,-48,114,67,-425,-3057,-1686,9,1349,27,23,14,-75,-469,-1656,799,-224,-32,-3792,32.85,1.003207500616827,30.69,1.0114877868245744,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.829710902927506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0073476437207007,44.824275716145834,-73.16529134114583,0.2081755662,9.6406822554,0.3732803256,0.0646062102,9.683753062200001,0.1938186306,-0.0586428762,0.13927683097500002,0.0818556813625,0.0280997115125,0.017104172225000002,-0.09162949406250001,-0.2465,-1.77306,-0.97788,-0.27202,-0.96048,0.46342,0.1363908882,9.6622176588,0.28354947810000003,-0.01527158234375,0.0781905016,-0.0048869063500000046,-0.25926,-1.36677,-0.25722999999999996,-6.59008,-0.94144,-111.56064,31.770000000000003,-130.59538975048648
72676,7685915,0,25,1351,46,-39,91,67,-453,-3050,-1676,7,1346,23,34,5,-70,-469,-1656,799,-208,-80,-3872,32.84,1.0034344929681718,30.68,1.0118529484332592,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,29.47838721048582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0076437207007154,44.824275716145834,-73.16529134114583,0.179461695,9.6981099978,0.3302095188,0.050249274600000005,9.6622176588,0.1651047594,-0.047647336912500005,0.1111771194625,0.0818556813625,0.041538703975,0.0061086329375000005,-0.085520861125,-0.26274000000000003,-1.769,-0.97208,-0.27202,-0.96048,0.46342,0.1148554848,9.6801638283,0.24765713909999998,-0.003054316468750002,0.0586428762,-0.0018325898812499991,-0.26738,-1.3647399999999998,-0.25433000000000006,-6.11936,-2.3536,-113.91424,31.76,-133.21407135704368
72677,7686020,0,35,1344,49,-37,105,71,-453,-3050,-1676,11,1349,23,44,9,-62,-494,-1654,793,-208,-80,-3872,32.84,1.0031680236861584,30.68,1.0115667406859117,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.672930400027106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0073673821860352,44.824275716145834,-73.16529134114583,0.251246373,9.6478607232,0.35174492220000003,0.07896314580000001,9.683753062200001,0.1651047594,-0.0452038837375,0.1282812916875,0.0867425877125,0.05375596985,0.0109955392875,-0.075747048425,-0.26274000000000003,-1.769,-0.97208,-0.28652,-0.95932,0.45994,0.16510475940000002,9.665806892700001,0.2584248408,0.004276043056250001,0.0696384154875,0.005497769643749997,-0.27463000000000004,-1.36416,-0.25607,-6.11936,-2.3536,-113.91424,31.76,-130.76540375417713
72678,7686125,0,31,1349,58,-39,97,76,-455,-3057,-1683,10,1347,24,37,13,-71,-494,-1654,793,-288,-80,-3808,32.85,1.0029903774981497,30.69,1.0117147791759191,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.79051543440721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0073525783370343,44.824275716145834,-73.16529134114583,0.2225325018,9.683753062200001,0.4163511324,0.071784678,9.6693961266,0.1722832272,-0.047647336912500005,0.11850747898750001,0.09285122065000001,0.0452038837375,0.0158824456375,-0.0867425877125,-0.2639,-1.77306,-0.97614,-0.28652,-0.95932,0.45994,0.1471585899,9.676574594400002,0.2943171798,-0.0012217265875000029,0.06719496231250001,0.0030543164687500055,-0.27521,-1.36619,-0.2581,-8.47296,-2.3536,-112.03136,31.770000000000003,-130.63912541766481
72679,7686231,0,27,1345,46,-47,100,67,-455,-3057,-1683,11,1345,26,31,15,-63,-489,-1661,800,-272,-96,-3904,32.84,1.0032864544781643,30.69,1.0116062176165803,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.045844950912876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0074463360473724,44.824275716145834,-73.16529134114583,0.1938186306,9.655039191,0.3302095188,0.07896314580000001,9.655039191,0.1866401628,-0.0574211496125,0.12217265875000001,0.0818556813625,0.0378735242125,0.0183258988125,-0.0769687750125,-0.2639,-1.77306,-0.97614,-0.28362,-0.96338,0.464,0.1363908882,9.655039191,0.2584248408,-0.009773812699999999,0.07024927878125001,0.002443453174999999,-0.27376,-1.36822,-0.25607,-8.00224,-2.82432,-114.85568,31.765,-131.46510464446342
72680,7686336,0,24,1345,58,-29,110,67,-462,-3057,-1681,8,1350,29,38,22,-66,-489,-1661,800,-320,-48,-3808,32.84,1.0032765852454972,30.7,1.0117937330372564,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,30.34044373686963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0075351591413768,44.824275716145834,-73.16529134114583,0.1722832272,9.655039191,0.4163511324,0.0574277424,9.69093153,0.2081755662,-0.035430071037500004,0.13438992462500002,0.0818556813625,0.046425610325000005,0.026877984925,-0.080633954775,-0.26796,-1.77306,-0.97498,-0.28362,-0.96338,0.464,0.1148554848,9.6729853605,0.3122633493,0.005497769643750001,0.08063395477500002,0.0006108632937499997,-0.27579,-1.36822,-0.25549,-9.4144,-1.41216,-112.03136,31.770000000000003,-132.25219013362982
72681,7686442,0,32,1343,54,-47,118,60,-462,-3057,-1681,7,1347,27,36,30,-67,-490,-1647,786,-240,-160,-3856,32.85,1.0030989390574885,30.69,1.0117641253392549,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.16341901683604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0074315321983716,44.824275716145834,-73.16529134114583,0.2297109696,9.6406822554,0.3876372612,0.050249274600000005,9.6693961266,0.1938186306,-0.0574211496125,0.144163737325,0.07330359525,0.04398215715,0.036651797625,-0.0818556813625,-0.26796,-1.77306,-0.97498,-0.2842,-0.95526,0.45588,0.1399801221,9.655039191,0.2907279459,-0.00671949623125,0.09040776747500001,-0.004276043056249998,-0.27608,-1.36416,-0.25954999999999995,-7.0608,-4.7072,-113.44352,31.770000000000003,-131.33886141371192
72682,7686547,0,33,1345,50,-36,113,69,-443,-3067,-1682,9,1355,23,33,22,-69,-490,-1647,786,-224,-96,-3920,32.83,1.00319763138416,30.68,1.0116851714779176,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.08503607772935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0074414014310387,44.824275716145834,-73.16529134114583,0.2368894374,9.655039191,0.35892339,0.0646062102,9.726823869,0.1651047594,-0.04398215715,0.13805510438750002,0.0842991345375,0.0403169773875,0.026877984925,-0.0842991345375,-0.25694,-1.77886,-0.97556,-0.2842,-0.95526,0.45588,0.1507478238,9.69093153,0.2620140747,-0.0018325898812499991,0.08246654465625,0.0,-0.27057,-1.36706,-0.25983999999999996,-6.59008,-2.82432,-115.3264,31.755,-131.41642667834182
72683,7686652,0,31,1348,47,-35,98,71,-443,-3067,-1682,11,1348,23,37,9,-66,-477,-1648,791,-240,-32,-3856,32.85,1.003207500616827,30.69,1.01139896373057,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,32.18248040398361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0073032321736985,44.824275716145834,-73.16529134114583,0.2225325018,9.6765745944,0.3373879866,0.07896314580000001,9.6765745944,0.1651047594,-0.0427604305625,0.11972920557500001,0.0867425877125,0.0452038837375,0.0109955392875,-0.080633954775,-0.25694,-1.77886,-0.97556,-0.27666,-0.95584,0.45878,0.1507478238,9.6765745944,0.251246373,0.0012217265874999994,0.06536237243125001,0.0030543164687499985,-0.26680000000000004,-1.36735,-0.25839,-7.0608,-0.94144,-113.44352,31.770000000000003,-130.20175727024304
72684,7686758,0,34,1347,57,-37,85,68,-438,-3047,-1671,8,1353,26,30,-10,-63,-477,-1648,791,-256,-32,-3840,32.84,1.0031778929188255,30.69,1.0115568714532446,4449.45654296875,-7309.91748046875,33.0,12.761913299560549,0,0.0,0.0,0.0,0.0,31.672930400027106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0073673821860352,44.824275716145834,-73.16529134114583,0.24406790520000002,9.6693961266,0.4091726646,0.0574277424,9.7124669334,0.1866401628,-0.0452038837375,0.1038467599375,0.08307740795,0.036651797625,-0.012217265875000001,-0.0769687750125,-0.25404,-1.76726,-0.96918,-0.27666,-0.95584,0.45878,0.1507478238,9.69093153,0.29790641370000004,-0.004276043056249998,0.045814747031250005,0.0030543164687499985,-0.26535,-1.36155,-0.2552,-7.53152,-0.94144,-112.9728,31.765,-130.76540375417713
