key	value	source
altimeter.board	EZMini	derived
altimeter.source_folder	root-2022-11-20-serial-6283-flight-0013	derived
data.has_parsed_timeseries	true	derived
data.row_count	1516	derived
data.source_file	2022-11-20-serial-6283-flight-0013.csv	derived
data.synthetic_time_added	false	derived
data.time_column	time	derived
flight.date	2022-11-19	derived
flight.name	TRD	derived
