key,value
motor,unknown
flight_notes,
altimeter_name,SillyGoose
flight_location,CRMRC
flight_date,2025-11-15
flight_name,Nathan McGuire Cert
altimeter_note,Ridealong
importer_id,sillygoose
imported_at,2026-05-28T17:39:23.275Z
BOARD_NAME,SillyGooseV1
row_count,4430
peak_altitude_m,285.20
peak_velocity_ms,66.32
peak_acceleration_mss,59.33
