timestampMs	pressurePa	barometerTemperatureK	accelerationMSS_x	accelerationMSS_y	accelerationMSS_z	velocityRadS_x	velocityRadS_y	velocityRadS_z	imuTemperatureK	batteryVoltageV	altitudeM	velocityMS	accelerationMSS	unfilteredAltitudeM	flightState	drogueContinuity	drogueFired	mainContinuity	mainFired
586441	100712.109375	301.24	1.800439	-0.100556	-9.658209	0.035119	0.003192	-0.017027	305.78	0.00	1.02	-0.35	-0.12	53.507297	0	0	0	0	0
591441	100712.109375	301.24	1.790862	-0.071826	-9.720458	0.035119	0.003192	-0.018091	305.68	0.00	1.17	-0.30	-0.12	53.507297	0	0	0	0	0
596441	100712.109375	301.24	1.790862	-0.105344	-9.677363	0.036183	0.002128	-0.019156	305.68	0.01	1.35	-0.09	-0.11	53.507297	0	0	0	0	0
601441	100712.109375	301.24	1.728613	-0.090979	-9.667786	0.034055	0.000000	-0.015963	305.59	0.01	1.43	0.02	-0.13	53.507297	0	0	0	0	0
606441	100712.109375	301.24	1.757344	-0.105344	-9.672574	0.036183	0.000000	-0.019156	305.68	0.00	1.05	-0.35	-0.12	53.507297	0	0	0	0	0
611441	100695.796875	301.26	1.766920	-0.076614	-9.696516	0.036183	0.002128	-0.020220	305.59	0.00	1.71	0.07	-0.13	54.935028	0	0	0	0	0
616441	100692.046875	301.24	1.766920	-0.071826	-9.720458	0.037247	0.002128	-0.017027	305.68	0.00	1.51	0.03	-0.11	55.263267	0	0	0	0	0
621441	100692.046875	301.24	1.786074	-0.090979	-9.682151	0.036183	0.000000	-0.017027	305.73	0.00	1.89	0.27	-0.12	55.263267	0	0	0	0	0
626441	100715.859375	301.26	1.762132	-0.105344	-9.672574	0.035119	0.000000	-0.019156	305.78	0.00	1.19	-0.49	-0.12	53.179107	0	0	0	0	0
631441	100695.796875	301.26	1.790862	-0.081402	-9.701305	0.031926	0.000000	-0.018091	305.73	0.00	2.12	0.43	-0.12	54.935028	0	0	0	0	0
636441	100695.796875	301.26	1.790862	-0.081402	-9.686940	0.035119	0.001064	-0.017027	305.54	0.00	1.85	0.11	-0.12	54.935028	0	0	0	0	0
641441	100695.796875	301.26	1.757344	-0.110133	-9.734824	0.036183	0.000000	-0.017027	305.54	0.01	1.99	0.26	-0.11	54.935028	0	0	0	0	0
646441	100708.343750	301.23	1.771709	-0.095768	-9.662998	0.034055	0.001064	-0.017027	305.78	0.00	1.59	-0.17	-0.11	53.836860	0	0	0	0	0
651441	100708.343750	301.23	1.800439	-0.110133	-9.658209	0.034055	0.001064	-0.018091	305.54	0.00	1.39	-0.32	-0.17	53.836860	0	0	0	0	0
656441	100704.562500	301.21	1.800439	-0.095768	-9.682151	0.036183	0.001064	-0.018091	305.59	0.01	1.51	-0.27	-0.11	54.167804	0	0	0	0	0
661441	100704.562500	301.21	1.762132	-0.110133	-9.667786	0.034055	0.001064	-0.015963	305.44	0.01	1.72	-0.12	-0.11	54.167804	0	0	0	0	0
