key,value
altimeter_name,EasyMini
altimeter_note,dsf
importer_id,easymini
imported_at,2026-06-01T15:03:36.191Z
row_count,3269
peak_altitude_m,1919.61
peak_velocity_ms,223.21
peak_acceleration_mss,131.06
has_gps_data,false
parser_cache_version,4
version,6
serial,9895
flight,5
source_format,AltOS CSV
flight_notes,
source_fingerprint,EZ Mini 2025-11-17-serial-9895-flight-0005.csv:343391:1779845853519
