key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-output-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	4059	derived
data.source_file	output-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2022-08-01	derived
flight.name	Carby Too	derived
