key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-2023-07-15-OORR-real-output-FCB-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	9219	derived
data.source_file	2023-07-15-OORR-real-output-FCB-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2023-07-15	derived
flight.name	OORR	derived
