key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-spruce_goose_2_18-output-FCB-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	7066	derived
data.source_file	spruce_goose_2_18-output-FCB-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2023-02-18	derived
flight.name	Spruce Goose	derived
