	packetType	timestamp_ms	imu1_accel_x	imu1_accel_y	imu1_accel_z	imu1_gyro_x	imu1_gyro_y	imu1_gyro_z	imu1_mag_x	imu1_mag_y	imu1_mag_z	imu2_accel_x	imu2_accel_y	imu2_accel_z	imu2_gyro_x	imu2_gyro_y	imu2_gyro_z	imu2_mag_x	imu2_mag_y	imu2_mag_z	high_g_accel_x	high_g_accel_y	high_g_accel_z	baro1_temp	baro1_pres	baro2_temp	baro2_pres	gps_lat	gps_long	gps_alt	gps_fix_quality	gps_sats_tracked	gps_hdop	battery_voltage	pyro_cont	trigger_status	heading	vtg	pos_x	pos_y	pos_z	vel_x	vel_y	vel_z	acc_x	acc_y	acc_z	q_x	q_y	q_z	q_w	state	gps_lat_mod	gps_long_mod	imu1_accel_x_real	imu1_accel_y_real	imu1_accel_z_real	imu2_accel_x_real	imu2_accel_y_real	imu2_accel_z_real	imu1_gyro_x_real	imu1_gyro_y_real	imu1_gyro_z_real	imu2_gyro_x_real	imu2_gyro_y_real	imu2_gyro_z_real	imu1_mag_x_real	imu1_mag_y_real	imu1_mag_z_real	imu2_mag_x_real	imu2_mag_y_real	imu2_mag_z_real	imu_accel_x_avg	imu_accel_y_avg	imu_accel_z_avg	imu_gyro_x_avg	imu_gyro_y_avg	imu_gyro_z_avg	imu_mag_x_avg	imu_mag_y_avg	imu_mag_z_avg	high_g_accel_x_real	high_g_accel_y_real	high_g_accel_z_real	baro_pres_avg	baro_temp_avg
97508	0	10338812	43	-1370	-54	-21	21	78	-558	2249	1969	76	-1362	4	83	116	49	1111	1176	2405	352	48	336	19.72	1.004806316308907	25.4	1.0037897853441895	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.741661071777344	3	0	0.0	0.0	0.0	0.0	-0.4975016940635095	0.0	0.0	-0.2682840160436514	-0.1794616949999999	-0.4271188340999999	9.8057870148	-0.6217823028564453	-0.3525916039943695	-0.5939633846282959	0.3691524863243103	6	44.82490234375	-73.16351725260417	0.3086741154	-9.834500886	-0.3876372612	0.5455635528	-9.777073143600001	0.0287138712	-0.006414084978	0.006414084978	0.023823744204	0.025350907293999997	0.035430183688	0.014966198282	-0.32364	1.30442	1.14202	0.64438	0.68208	1.3949	0.4271188341	-9.8057870148	-0.179461695	0.009468411157999998	0.020922134333	0.019394971243	0.16036999999999998	0.99325	1.2684600000000001	10.35584	1.41216	9.88512	1.0042980508265482	22.56
97509	0	10338918	33	-1371	-67	-19	1	67	-558	2249	1969	71	-1362	-12	72	116	46	1084	1221	2410	240	32	272	19.71	1.004687885516901	25.38	1.0038588699728597	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.743194580078125	3	0	0.0	0.0	0.0	0.0	-0.423336048922725	0.0	0.0	-0.1633746903952977	-0.2835494781	-0.3732803255999999	9.8093762487	-0.621816098690033	-0.3525867462158203	-0.5937643647193909	0.369420051574707	6	44.82490234375	-73.16351725260417	0.2368894374	-9.8416793538	-0.4809573426	0.5096712138	-9.777073143600001	-0.0861416136	-0.005803219742	0.000305432618	0.020463985405999998	0.021991148496	0.035430183688	0.014049900427999999	-0.32364	1.30442	1.14202	0.6287200000000001	0.70818	1.3978	0.3732803256	-9.809376248700001	-0.2835494781	0.008093964377	0.017867808153	0.017256942916999998	0.15254000000000004	1.0063	1.2699099999999999	7.0608	0.94144	8.00224	1.0042733777448802	22.545
97510	0	10339023	43	-1377	-65	-24	56	44	-545	2261	1998	76	-1363	-15	59	134	22	1084	1221	2410	416	48	416	19.72	1.0047668393782383	25.39	1.003720700715519	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.72479248046875	3	0	0.0	0.0	0.0	0.0	-0.4257405118656885	0.0	0.0	-0.1468300542586178	-0.2871387119999999	-0.4271188340999999	9.834500886	-0.6217705011367798	-0.3525534570217132	-0.5936748385429382	0.3696725964546203	6	44.82490234375	-73.16351725260417	0.3086741154	-9.884750160600001	-0.466600407	0.5455635528	-9.7842516114	-0.107677017	-0.007330382832	0.017104226607999998	0.013439035192	0.018020524462	0.040927970811999996	0.006719517596	-0.3161	1.31138	1.15884	0.6287200000000001	0.70818	1.3978	0.4271188341	-9.834500886	-0.287138712	0.005345070815	0.029016098709999997	0.010079276394	0.15631000000000003	1.0097800000000001	1.27832	12.23872	1.41216	12.23872	1.0042437700468787	22.555
97511	0	10339129	64	-1368	-77	-18	11	27	-545	2261	1998	94	-1359	-23	75	101	2	1089	1178	2416	304	48	288	19.72	1.0046484085862324	25.39	1.003987169997533	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.743705749511719	3	0	0.0	0.0	0.0	0.0	-0.377410251000958	0.0	0.0	-0.083431623629507	-0.35892339	-0.5670989562	9.7878408453	-0.6215583086013794	-0.3527385592460632	-0.5936503410339355	0.3698920309543609	6	44.82490234375	-73.16351725260417	0.4594219392	-9.8201439504	-0.5527420206	0.6747759732	-9.755537740200001	-0.1651047594	-0.005497787124	0.003359758798	0.008246680686	0.02290744635	0.030848694418	0.000610865236	-0.3161	1.31138	1.15884	0.63162	0.68324	1.40128	0.5670989562000001	-9.7878408453	-0.35892339	0.008704829612999999	0.017104226607999998	0.004428772960999999	0.15775999999999998	0.9973099999999999	1.2800600000000002	8.94368	1.41216	8.47296	1.0043177892918826	22.555
97512	0	10339234	52	-1369	-71	-22	67	46	-565	2248	1963	90	-1360	-25	77	158	25	1089	1178	2416	384	80	368	19.73	1.0047273624475697	25.39	1.003720700715519	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.74114990234375	3	0	0.0	0.0	0.0	0.0	-0.3216914396342032	0.0	0.0	-0.0162607919988295	-0.3445664543999999	-0.5096712137999999	9.7950193131	-0.6214391589164734	-0.3529918491840362	-0.5935936570167542	0.3699416220188141	6	44.82490234375	-73.16351725260417	0.3732803256	-9.8273224182	-0.5096712138	0.646062102	-9.762716208	-0.179461695	-0.006719517596	0.020463985405999998	0.014049900427999999	0.023518311586	0.048258353643999996	0.00763581545	-0.3277	1.30384	1.13854	0.63162	0.68324	1.40128	0.5096712138	-9.7950193131	-0.3445664544	0.008399396994999999	0.034361169525	0.010842857939	0.15195999999999998	0.9935400000000001	1.26991	11.29728	2.3536	10.82656	1.0042240315815443	22.560000000000002
97513	0	10339340	41	-1372	-61	-14	41	63	-568	2248	1991	64	-1361	-5	95	130	44	1089	1186	2406	272	48	368	19.72	1.004816185541574	25.38	1.0039674315321985	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.764152526855469	3	0	0.0	0.0	0.0	0.0	-0.3837193304257332	0.0	0.0	-0.0804451923360063	-0.2368894373999999	-0.3768695595	9.8093762487	-0.6212924122810364	-0.3532273471355438	-0.5935046672821045	0.3701059818267822	6	44.82490234375	-73.16351725260417	0.2943171798	-9.848857821600001	-0.43788653580000003	0.4594219392	-9.7698946758	-0.035892339	-0.004276056651999999	0.012522737337999999	0.019242254934	0.029016098709999997	0.03970624034	0.013439035192	-0.32944	1.30384	1.15478	0.63162	0.68788	1.39548	0.3768695595	-9.809376248700001	-0.2368894374	0.012370021028999999	0.026114488839	0.016340645063	0.15108999999999997	0.9958600000000001	1.2751299999999999	8.00224	1.41216	10.82656	1.0043918085368864	22.549999999999997
97514	0	10339445	26	-1367	-55	-20	34	86	-568	2248	1991	61	-1365	-2	72	136	63	1089	1186	2406	304	-32	288	19.72	1.0047668393782383	25.38	1.0037503084135209	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.73297119140625	3	0	0.0	0.0	0.0	0.0	-0.3200096637674812	0.0	0.0	-0.004340863821351	-0.2045863322999999	-0.3122633493	9.8057870148	-0.6213787794113159	-0.3531554639339447	-0.5933071970939636	0.3703461587429046	6	44.82490234375	-73.16351725260417	0.1866401628	-9.812965482600001	-0.394815729	0.43788653580000003	-9.798608547	-0.0143569356	-0.0061086523599999994	0.010384709011999999	0.026267205148	0.021991148496	0.041538836047999995	0.019242254934	-0.32944	1.30384	1.15478	0.63162	0.68788	1.39548	0.3122633493	-9.8057870148	-0.2045863323	0.007941248068	0.025961772529999996	0.022754730041	0.15108999999999997	0.9958600000000001	1.2751299999999999	8.94368	-0.94144	8.47296	1.0042585738958796	22.549999999999997
97515	0	10339551	50	-1369	-91	-20	52	50	-548	2249	1996	84	-1367	-30	72	152	29	1064	1149	2413	272	32	272	19.72	1.0046582778188995	25.38	1.0037503084135209	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.755462646484375	3	0	0.0	0.0	0.0	0.0	-0.3005863766436398	0.0	0.0	0.0149048718941418	-0.4342973018999999	-0.4809573425999999	9.8201439504	-0.6214554905891418	-0.3531146943569183	-0.5931358337402344	0.3705308437347412	6	44.82490234375	-73.16351725260417	0.35892339	-9.8273224182	-0.6532405698	0.6029912952	-9.812965482600001	-0.215354034	-0.0061086523599999994	0.015882496136	0.0152716309	0.021991148496	0.046425757936	0.008857545922	-0.31784	1.30442	1.15768	0.61712	0.66642	1.39954	0.4809573426	-9.8201439504	-0.4342973019	0.007941248068	0.031154127036	0.012064588410999999	0.14964	0.98542	1.27861	8.00224	0.94144	8.00224	1.00420429311621	22.549999999999997
97516	0	10339656	66	-1371	-48	-17	3	40	-548	2249	1996	104	-1361	1	81	86	28	1081	1179	2395	336	-16	272	19.72	1.0046484085862324	25.39	1.0037799161115224	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.739105224609375	3	0	0.0	0.0	0.0	0.0	-0.2344459007488597	0.0	0.0	0.0823570915864329	-0.1686939933	-0.6101697629999999	9.8057870148	-0.6213938593864441	-0.3532288372516632	-0.5929962992668152	0.3707484602928161	6	44.82490234375	-73.16351725260417	0.4737788748	-9.8416793538	-0.3445664544	0.7465606512	-9.7698946758	0.0071784678	-0.005192354505999999	0.000916297854	0.012217304719999999	0.024740042057999997	0.026267205148	0.008552113303999999	-0.31784	1.30442	1.15768	0.62698	0.68382	1.3891	0.610169763	-9.8057870148	-0.1686939933	0.009773843776	0.013591751501	0.010384709011999999	0.15456999999999999	0.9941199999999999	1.27339	9.88512	-0.47072	8.00224	1.0042141623488774	22.555
97517	0	10339762	44	-1368	-78	5	45	54	-567	2259	2005	83	-1354	-22	82	143	26	1081	1179	2395	304	-32	272	19.73	1.0046188008882309	25.38	1.0037108314828522	4449.494140625	-7309.81103515625	41.79999923706055	2	12	0.6700000166893005	7.7544403076171875	3	0	0.0	0.0	0.0	0.0	-0.1699432981608772	0.0	0.0	0.1372425329874405	-0.3589233899999999	-0.4558327053	9.7698946758	-0.6212961673736572	-0.353521466255188	-0.5929968357086182	0.3706324994564056	6	44.82490234375	-73.16351725260417	0.31585258320000004	-9.8201439504	-0.5599204884	0.5958128274000001	-9.719645401200001	-0.15792629160000002	0.0015271630899999999	0.01374446781	0.016493361372	0.025045474675999997	0.043676864374	0.007941248068	-0.32886	1.31022	1.1629	0.62698	0.68382	1.3891	0.4558327053000001	-9.7698946758	-0.35892339	0.013286318882999998	0.028710666092	0.012217304719999999	0.14906	0.99702	1.276	8.94368	-0.94144	8.00224	1.0041648161855417	22.555
