key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-output-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	10692	derived
data.source_file	output-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2021-11-20	derived
flight.name	Carby	derived
