Logger setup
5116	100545.406250	278.81	-1.584961	-0.689530	-9.701305	-0.023412	-0.031926	0.004256	282.09	4.03	-0.28	0.04	0.17	62.945220	0	0	0	0	0
10116	100535.484375	279.02	-1.690306	-0.215478	-9.955090	-0.092587	-0.036183	0.009578	282.43	4.03	0.21	0.02	0.13	63.748867	0	0	0	0	0
15116	100524.875000	279.14	-1.470039	-0.914585	-9.974244	-0.083009	-0.041504	0.009578	282.53	4.01	1.05	0.34	0.12	64.608268	0	0	0	0	0
20116	100510.328125	279.24	-1.331176	-0.866701	-9.610325	-0.340552	-0.046825	-0.123450	282.58	4.02	0.80	0.86	0.09	65.786743	0	0	0	0	0
25116	100514.828125	279.34	-1.580173	-0.205901	-10.544064	-0.200074	-0.098972	0.113872	282.77	4.02	0.50	0.30	0.17	65.422172	0	0	0	0	0
30116	100496.312500	279.43	-1.766920	-0.679953	-10.204087	-0.075559	-0.048954	-0.011706	282.92	4.02	0.34	0.40	0.14	67.100418	0	0	0	0	0
35116	100481.718750	279.53	-0.957680	-0.857124	-10.017339	-0.069174	-0.035119	0.008513	282.77	4.02	0.90	0.34	0.25	68.286117	0	0	0	0	0
40116	100546.906250	279.57	-0.344765	-4.831499	8.231265	-0.129835	-0.046825	0.001064	282.92	4.02	-2.64	-8.65	-5.03	63.036228	0	0	0	0	0
45116	100485.093750	279.46	0.062249	-7.326257	7.038952	-0.164954	-0.039376	-0.005321	282.97	4.01	1.10	-1.99	-2.31	68.039283	0	0	0	0	0
50116	100527.218750	279.48	-0.775721	-2.245761	9.739612	0.015963	-0.023412	0.018091	282.82	4.02	-2.82	-2.35	-0.53	64.616416	0	0	0	0	0
55116	100465.984375	279.46	-0.311246	-4.539406	8.298302	-0.401212	-0.065981	-0.038312	282.72	4.02	3.90	0.52	-0.97	69.594711	0	0	0	0	0
60116	100508.703125	279.57	0.181959	-8.882488	3.447650	-0.155376	-0.037247	-0.005321	282.97	4.01	0.00	-2.97	-1.30	66.135704	0	0	0	0	0
65116	100500.828125	279.53	-0.761356	-2.466027	10.251971	-0.354386	-0.090459	-0.047890	282.97	4.02	-1.05	-2.34	-0.61	66.775848	0	0	0	0	0
70116	100519.343750	279.45	0.181959	-9.830592	0.181959	-0.058532	-0.038312	0.001064	282.72	4.02	0.15	-0.22	0.05	65.270812	0	0	0	0	0
75116	100503.609375	279.38	0.248996	-9.940725	-0.153228	-0.053211	-0.039376	0.000000	282.72	4.02	0.54	0.62	0.07	66.549758	0	0	0	0	0
80116	100503.031250	279.29	0.746990	-9.303867	-0.100556	-0.077688	-0.037247	-0.011706	282.53	4.02	0.19	0.18	0.01	66.596755	0	0	0	0	0
