key	value	source
altimeter.board	EZMini	derived
altimeter.source_folder	root-2022-10-16-serial-8069-flight-0005	derived
data.has_parsed_timeseries	true	derived
data.row_count	2299	derived
data.source_file	2022-10-16-serial-8069-flight-0005.csv	derived
data.synthetic_time_added	false	derived
data.time_column	time	derived
flight.date	2022-10-15	derived
flight.name	Beanboozler	derived
