packetType	timestamp_s	timestamp_ms	lineCutterNumber	state	timestamp	pressure	altitude	deltaAltitude	temperature	accelNorm	battery	cutSense1	cutSense2	currentSense	photoresistor
1	2984	0	1	1	8423761	100689	22.183835983276367	-0.20931920409202576	3074.13916015625	1.0076026916503906	3.906158447265625	0	739	465	482
1	3093	0	5	1	8414620	100745	25.78274154663086	-0.1673480123281479	3077.6513671875	1.0164517164230347	3.899120330810547	1	723	469	0
1	3734	0	1	1	8424511	100687	22.351289749145508	-0.16745738685131073	3074.035400390625	1.0119494199752808	3.899120330810547	0	739	465	484
1	3948	0	5	1	8415470	100742	26.033761978149414	0.0418371707201004	3077.48779296875	1.0197577476501465	3.899120330810547	0	722	474	0
1	4588	0	1	1	8425261	100688	22.267562866210938	-0.12559151649475098	3073.730224609375	1.0071951150894165	3.899120330810547	0	740	466	483
1	4804	0	5	1	8416320	100744	25.86641502380371	-0.1255115121603012	3077.598876953125	1.0158979892730713	3.899120330810547	1	723	469	0
1	5336	0	1	1	8426061	100685	22.51874542236328	0.04186417534947395	3073.9443359375	1.0092966556549072	3.899120330810547	0	739	465	484
1	5552	0	5	1	8417170	100743	25.950088500976562	-0.16735069453716278	3077.2392578125	1.0176992416381836	3.8920822143554688	1	723	469	0
1	6193	0	1	1	8426861	100684	22.602474212646484	0.1674560308456421	3074.242919921875	1.008256435394287	3.8920822143554688	0	738	464	483
1	6303	0	5	1	8417920	100738	26.368467330932617	0.20918922126293182	3077.697021484375	1.0160561800003052	3.899120330810547	0	724	467	0
1	6942	0	1	1	8427661	100684	22.602474212646484	0.2930445373058319	3074.1845703125	1.0186012983322144	3.899120330810547	0	739	464	484
1	7051	0	5	1	8418620	100741	26.1174373626709	0.0	3077.78857421875	1.021114706993103	3.899120330810547	0	724	469	0
1	7690	0	1	1	8428461	100686	22.435016632080078	-0.04186417534947395	3073.976806640625	1.007176160812378	3.8920822143554688	0	738	467	484
1	7690	0	5	1	8419320	100743	25.950088500976562	0.12550950050354004	3077.8017578125	1.0174827575683594	3.906158447265625	0	723	469	0
1	8440	0	1	1	8429211	100686	22.435016632080078	-0.12559354305267334	3074.07421875	1.003974437713623	3.906158447265625	0	739	465	484
1	8549	0	5	1	8420120	100742	26.033761978149414	0.0418371707201004	3077.9716796875	1.0114803314208984	3.906158447265625	0	725	467	0
1	9295	0	1	1	8430011	100690	22.10011100769043	-0.1255895048379898	3074.10009765625	1.0083305835723877	3.8920822143554688	0	739	465	484
1	9295	0	5	1	8420870	100744	25.86641502380371	-0.20918753743171692	3077.926025390625	1.0192958116531372	3.906158447265625	0	722	468	0
1	10044	0	1	1	8430861	100690	22.10011100769043	-0.3349120616912842	3074.191162109375	1.007837176322937	3.899120330810547	0	739	463	484
1	10153	0	5	1	8421720	100740	26.201112747192383	0.041837844997644424	3077.9912109375	1.0189658403396606	3.8920822143554688	0	724	470	0
1	11535	0	1	1	8432311	100687	22.351289749145508	0.083726666867733	3074.106689453125	1.0103998184204102	3.899120330810547	0	739	465	484
1	11535	0	5	1	8423120	100744	25.86641502380371	-0.08367400616407394	3078.45556640625	1.0175098180770874	3.8920822143554688	0	723	468	0
1	12283	0	5	1	8423870	100740	26.201112747192383	0.16734935343265533	3078.383544921875	1.0183014869689941	3.899120330810547	0	724	467	0
1	12392	0	1	1	8433061	100678	23.104862213134766	0.41865018010139465	3074.13916015625	1.0103195905685425	3.913196563720703	0	739	464	483
1	13137	0	1	1	8433861	100679	23.021129608154297	0.2511921226978302	3074.483154296875	1.0061975717544556	3.899120330810547	0	739	466	483
1	13137	0	5	1	8424720	100737	26.452144622802734	0.08367736637592316	3078.1416015625	1.0145963430404663	3.899120330810547	0	723	467	0
1	14632	0	5	1	8426220	100733	26.786861419677734	0.4602236747741699	3078.148193359375	1.0185991525650024	3.899120330810547	0	724	469	0
1	15164	0	1	1	8435911	100676	23.27233123779297	0.12560060620307922	3074.236572265625	1.0126320123672485	3.8920822143554688	0	739	465	484
1	15485	0	5	1	8427070	100734	26.703182220458984	0.0	3078.337890625	1.0173776149749756	3.906158447265625	0	725	468	0
1	15911	0	1	1	8436661	100680	22.937397003173828	-0.16746680438518524	3074.288330078125	1.0122283697128296	3.906158447265625	0	739	465	483
1	16233	0	5	1	8427820	100734	26.703182220458984	0.04183986037969589	3078.200439453125	1.0217715501785278	3.899120330810547	0	724	469	0
1	16659	0	1	1	8437461	100679	23.021129608154297	-0.04186653345823288	3074.132568359375	1.010482907295227	3.899120330810547	0	737	466	484
1	16874	0	5	1	8428520	100732	26.870542526245117	-0.041840869933366776	3078.095947265625	1.0185871124267578	3.899120330810547	0	724	470	0
1	17516	0	1	1	8438261	100681	22.853666305541992	-0.08373205363750458	3074.333740234375	1.0114054679870605	3.906158447265625	0	739	467	484
1	17731	0	5	1	8429270	100733	26.786861419677734	0.16735877096652985	3078.246337890625	1.0167062282562256	3.906158447265625	0	723	470	1
1	18265	0	1	1	8439011	100678	23.104862213134766	0.0	3074.171630859375	1.0117239952087402	3.899120330810547	0	740	466	483
1	18584	0	5	1	8430120	100738	26.368467330932617	-0.29287901520729065	3078.13525390625	1.0164107084274292	3.8850440979003906	1	724	468	0
1	19010	0	1	1	8439811	100681	22.853666305541992	-0.04186585918068886	3074.314453125	1.0088590383529663	3.8920822143554688	0	737	467	484
1	19228	0	5	1	8430870	100738	26.368467330932617	0.0	3078.4423828125	1.0186151266098022	3.913196563720703	0	723	468	0
1	19867	0	1	1	8440561	100679	23.021129608154297	-0.16746816039085388	3074.398681640625	1.0098611116409302	3.899120330810547	0	739	464	483
1	21250	0	1	1	8442011	100677	23.188596725463867	0.2093309909105301	3074.35986328125	1.0085216760635376	3.8920822143554688	0	738	465	483
1	21250	0	5	1	8432870	100734	26.703182220458984	0.1673574298620224	3078.658203125	1.0189015865325928	3.906158447265625	2	725	469	0
1	21998	0	5	1	8433620	100738	26.368467330932617	-0.1255175620317459	3078.978759765625	1.0176092386245728	3.899120330810547	0	723	471	0
1	22107	0	1	1	8442761	100683	22.68620491027832	0.08372936397790909	3074.171630859375	1.0094707012176514	3.8920822143554688	0	739	466	483
1	22747	0	5	1	8434370	100733	26.786861419677734	0.20919762551784515	3078.5732421875	1.0192129611968994	3.899120330810547	0	725	467	0
1	22856	0	1	1	8443611	100681	22.853666305541992	0.041865523904561996	3074.3857421875	1.0095022916793823	3.8920822143554688	0	739	467	484
1	23496	0	5	1	8435120	100734	26.703182220458984	0.1255185753107071	3078.710693359375	1.019667625427246	3.899120330810547	0	724	468	0
1	23605	0	1	1	8444411	100677	23.188596725463867	0.2093309909105301	3074.307861328125	1.01193106174469	3.899120330810547	0	739	466	484
1	24351	0	5	1	8435920	100737	26.452144622802734	-0.1255185753107071	3078.514404296875	1.0192087888717651	3.899120330810547	0	724	470	0
1	24460	0	1	1	8445211	100680	22.937397003173828	-0.0837327316403389	3074.1650390625	1.0111608505249023	3.906158447265625	0	739	465	483
1	25096	0	5	1	8436720	100736	26.53582191467285	-0.04183952510356903	3078.54052734375	1.0174447298049927	3.906158447265625	0	725	469	0
1	25205	0	1	1	8445961	100678	23.104862213134766	0.0837327316403389	3074.1650390625	1.0072031021118164	3.906158447265625	0	739	466	483
1	25844	0	5	1	8437420	100731	26.9542236328125	0.041840869933366776	3078.762939453125	1.0195527076721191	3.8920822143554688	0	729	470	0
1	25953	0	1	1	8446761	100673	23.52353858947754	0.2930704355239868	3074.067626953125	1.0098512172698975	3.906158447265625	0	739	466	483
1	26700	0	5	1	8438270	100731	26.9542236328125	0.29287901520729065	3078.566650390625	1.0181723833084106	3.8850440979003906	0	725	468	0
1	26809	0	1	1	8447561	100677	23.188596725463867	0.1674654632806778	3074.314453125	1.0120837688446045	3.906158447265625	0	737	463	483
1	27449	0	5	1	8439020	100734	26.703182220458984	-0.20920434594154358	3078.76953125	1.0168620347976685	3.906158447265625	0	724	470	0
1	27558	0	1	1	8448361	100675	23.35606575012207	-0.4186939597129822	3074.489501953125	1.0103647708892822	3.906158447265625	0	738	466	484
1	28197	0	5	1	8439770	100728	27.20527458190918	0.33472561836242676	3078.77587890625	1.0168708562850952	3.899120330810547	1	724	468	0
1	28412	0	1	1	8449161	100678	23.104862213134766	-0.16746950149536133	3074.24951171875	1.0113729238510132	3.906158447265625	0	739	466	483
1	29051	0	1	1	8449861	100669	23.858489990234375	0.41868048906326294	3074.022216796875	1.012220859527588	3.8920822143554688	0	738	466	484
1	29051	0	5	1	8440620	100728	27.20527458190918	0.20920602977275848	3079.050537109375	1.0166250467300415	3.8920822143554688	0	723	471	0
1	29800	0	5	1	8441420	100730	27.037906646728516	-0.0418415442109108	3078.82177734375	1.0169317722320557	3.899120330810547	0	724	469	0
1	29909	0	1	1	8450661	100669	23.858489990234375	0.3349470794200897	3074.398681640625	1.008974552154541	3.8920822143554688	0	738	466	483
1	30657	0	5	1	8442220	100729	27.12158966064453	0.0	3078.77587890625	1.016708493232727	3.899120330810547	0	724	470	0
1	31296	0	1	1	8452111	100673	23.52353858947754	-0.12560667097568512	3074.45068359375	1.0088993310928345	3.906158447265625	0	740	467	484
1	31511	0	5	1	8443070	100717	28.125839233398438	0.3765980899333954	3079.14208984375	1.016196370124817	3.8920822143554688	0	726	468	0
1	32046	0	1	1	8452861	100665	24.19345474243164	0.33495786786079407	3074.398681640625	1.013113021850586	3.8920822143554688	0	739	466	483
1	32366	0	5	1	8443920	100713	28.46061134338379	0.7113519906997681	3078.815185546875	1.0153498649597168	3.906158447265625	0	723	468	0
1	32796	0	1	1	8453611	100674	23.439802169799805	-0.37682607769966125	3074.24951171875	1.0093735456466675	3.8920822143554688	0	737	466	483
1	33115	0	5	1	8444720	100727	27.288957595825195	-0.04184255003929138	3078.69091796875	1.0162358283996582	3.899120330810547	1	724	470	0
1	33651	0	1	1	8454361	100664	24.277196884155273	0.04187124967575073	3074.11328125	1.0117579698562622	3.899120330810547	0	739	465	484
1	33973	0	5	1	8445520	100730	27.037906646728516	-0.5858122110366821	3078.815185546875	1.0147219896316528	3.899120330810547	1	723	468	0
1	34399	0	1	1	8455161	100663	24.360939025878906	0.25122445821762085	3074.015869140625	1.012030839920044	3.8920822143554688	0	738	466	484
1	34721	0	5	1	8446270	100720	27.874767303466797	0.3765890300273895	3078.7041015625	1.017810344696045	3.899120330810547	0	724	470	0
1	35252	0	1	1	8455961	100670	23.774751663208008	0.3768109381198883	3074.087158203125	1.0061321258544922	3.899120330810547	0	740	466	482
1	35469	0	5	1	8447020	100722	27.70738983154297	0.16737356781959534	3078.717041015625	1.0160133838653564	3.899120330810547	0	725	468	0
1	36000	0	1	1	8456761	100663	24.360939025878906	0.2930940091609955	3073.93798828125	1.0119785070419312	3.899120330810547	0	739	467	485
1	36217	0	5	1	8447770	100722	27.70738983154297	0.1255306899547577	3078.5537109375	1.0134203433990479	3.8920822143554688	1	722	469	0
1	36749	0	1	1	8457511	100664	24.277196884155273	-0.041871584951877594	3074.035400390625	1.0116162300109863	3.906158447265625	0	738	465	483
1	36965	0	5	1	8448570	100720	27.874767303466797	-0.1673816442489624	3078.52099609375	1.0220168828964233	3.8920822143554688	0	723	469	1
1	37497	0	1	1	8458261	100667	24.025970458984375	-0.2512285113334656	3074.015869140625	1.0119755268096924	3.899120330810547	0	738	464	485
1	37714	0	5	1	8449270	100721	27.791078567504883	-0.16738030314445496	3078.28564453125	1.0163145065307617	3.8920822143554688	0	723	469	0
