,packetType,timestamp_s,timestamp_ms,imu1_accel_x,imu1_accel_y,imu1_accel_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z,imu2_accel_x,imu2_accel_y,imu2_accel_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu2_mag_x,imu2_mag_y,imu2_mag_z,high_g_accel_x,high_g_accel_y,high_g_accel_z,baro1_temp,baro1_pres,baro2_temp,baro2_pres,gps_lat,gps_long,gps_alt,battery_voltage,pyro_cont,pyro_status,heading,vtg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,q_x,q_y,q_z,q_w,state,gps_lat_mod,gps_long_mod,imu1_accel_x_real,imu1_accel_y_real,imu1_accel_z_real,imu2_accel_x_real,imu2_accel_y_real,imu2_accel_z_real,imu1_gyro_x_real,imu1_gyro_y_real,imu1_gyro_z_real,imu2_gyro_x_real,imu2_gyro_y_real,imu2_gyro_z_real,imu1_mag_x_real,imu1_mag_y_real,imu1_mag_z_real,imu2_mag_x_real,imu2_mag_y_real,imu2_mag_z_real,imu_accel_x_avg,imu_accel_y_avg,imu_accel_z_avg,imu_gyro_x_avg,imu_gyro_y_avg,imu_gyro_z_avg,imu_mag_x_avg,imu_mag_y_avg,imu_mag_z_avg,high_g_accel_x_real,high_g_accel_y_real,high_g_accel_z_real,baro_pres_avg,baro_temp_avg
4900,0,528679,0,-235,1312,-1,-100,158,65,-1275,-2320,-2787,-230,1316,-38,17,18,-16,-786,-506,-919,-80,32,368,42.33,1.0058820626696274,46.55,1.006720947446336,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.2432494556746108,0.0,0.0,-0.4289787982401269,0.1399801220999999,1.6689937634999998,9.4325066892,0.5060240030288696,-0.4819437563419342,0.4242627024650574,0.5759089589118958,6,44.82472330729167,-73.16463216145833,-1.6869399330000001,9.4181497536,-0.0071784678,-1.651047594,9.4468636248,-0.2727817764,-0.0305432618,0.048258353643999996,0.01985312017,0.005192354505999999,0.005497787124,-0.004886921888,-0.7395,-1.3456,-1.61646,-0.45588,-0.29348,-0.53302,-1.6689937635,9.4325066892,-0.1399801221,-0.012675453647,0.026878070384,0.007483099141,-0.59769,-0.8195399999999999,-1.07474,-2.3536,0.94144,10.82656,1.0063015050579818,44.44
4901,0,528785,0,-230,1311,-6,-104,166,54,-1279,-2314,-2784,-220,1315,-47,7,30,-17,-786,-506,-919,-128,144,368,42.33,1.0060004934616331,46.55,1.0068097705403405,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.2673088794453835,0.0,0.0,-0.4488443642980034,0.1902293967,1.615155255,9.4253282214,0.5060109496116638,-0.4817723035812378,0.4244922995567322,0.5758947730064392,6,44.82472330729167,-73.16463216145833,-1.651047594,9.4109712858,-0.0430708068,-1.579262916,9.439685157,-0.3373879866,-0.031764992272,0.050701814587999994,0.016493361372,0.0021380283259999997,0.00916297854,-0.005192354505999999,-0.74182,-1.34212,-1.61472,-0.45588,-0.29348,-0.53302,-1.615155255,9.425328221400001,-0.1902293967,-0.014813481973,0.029932396563999996,0.005650503433,-0.59885,-0.8178,-1.0738699999999999,-3.76576,4.23648,10.82656,1.0064051320009868,44.44
4902,0,528890,0,-233,1309,-11,-110,167,62,-1279,-2314,-2784,-223,1316,-49,15,31,-11,-794,-535,-933,-128,0,336,42.35,1.0060893165556375,46.56,1.006790032075006,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.300890593605445,0.0,0.0,-0.4758417168618153,0.2153540339999999,1.6366906584,9.4217389875,0.5060582160949707,-0.4815815389156341,0.4246550500392914,0.5758926868438721,6,44.82472330729167,-73.16463216145833,-1.6725829974000002,9.3966143502,-0.07896314580000001,-1.6007983194000002,9.4468636248,-0.35174492220000003,-0.033597587979999996,0.051007247206,0.018936822316,0.00458148927,0.009468411158,-0.003359758798,-0.74182,-1.34212,-1.61472,-0.46052,-0.3103,-0.54114,-1.6366906584,9.4217389875,-0.21535403400000003,-0.014508049354999998,0.030237829182,0.007788531759,-0.60117,-0.82621,-1.0779299999999998,-3.76576,0.0,9.88512,1.0064396743153217,44.455
4903,0,528996,0,-234,1305,-13,-91,158,63,-1295,-2300,-2742,-225,1310,-46,24,27,-14,-794,-535,-933,-96,96,400,42.34,1.0060301011596349,46.56,1.0066814705156677,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.3165162947506324,0.0,0.0,-0.4785779569367441,0.2117648000999999,1.6474583601,9.3858466485,0.5061104893684387,-0.4814999401569366,0.4246431887149811,0.5759238600730896,6,44.82472330729167,-73.16463216145833,-1.6797614652000001,9.367900479000001,-0.0933200814,-1.6151552550000001,9.403792818000001,-0.3302095188,-0.027794368237999998,0.048258353643999996,0.019242254934,0.007330382832,0.008246680686,-0.004276056651999999,-0.7511,-1.334,-1.59036,-0.46052,-0.3103,-0.54114,-1.6474583601000001,9.385846648500001,-0.21176480009999998,-0.010231992702999999,0.028252517164999998,0.007483099141,-0.60581,-0.82215,-1.06575,-2.82432,2.82432,11.768,1.0063557858376513,44.45
4904,0,529101,0,-235,1309,3,-89,163,58,-1295,-2300,-2742,-229,1316,-32,25,20,-14,-796,-496,-955,-80,112,416,42.34,1.0057833703429555,46.54,1.0067406859116703,4449.4833984375,-7309.8779296875,34.20000076293945,11.9981689453125,3,0,0.0,0.0,0.0,0.0,-0.3513206230661866,0.0,0.0,-0.5006509273921386,0.1040877831,1.6654045296,9.4217389875,0.5061211585998535,-0.4824650287628174,0.4243345558643341,0.5753338932991028,6,44.82472330729167,-73.16463216145833,-1.6869399330000001,9.3966143502,0.0215354034,-1.6438691262,9.4468636248,-0.2297109696,-0.027183503002,0.049785516733999995,0.017715091844,0.00763581545,0.0061086523599999994,-0.004276056651999999,-0.7511,-1.334,-1.59036,-0.46168,-0.28768,-0.5539,-1.6654045296,9.4217389875,-0.1040877831,-0.009773843776,0.027947084546999998,0.006719517596000001,-0.60639,-0.81084,-1.07213,-2.3536,3.29504,12.23872,1.006262028127313,44.44
4905,0,529207,0,-234,1311,2,-112,160,51,-1273,-2293,-2758,-228,1312,-32,8,22,-19,-796,-496,-955,-64,32,448,42.34,1.005852454971626,46.56,1.0066716012830002,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.3351130530474058,0.0,0.0,-0.4696546677764741,0.1076770169999999,1.6582260617999998,9.4145605197,0.5060938596725464,-0.4824458956718445,0.4244090020656585,0.5753189921379089,6,44.82472330729167,-73.16463216145833,-1.6797614652000001,9.4109712858,0.0143569356,-1.6366906584,9.4181497536,-0.2297109696,-0.034208453215999995,0.048869218879999995,0.015577063518,0.002443460944,0.006719517596,-0.005803219742,-0.73834,-1.32994,-1.59964,-0.46168,-0.28768,-0.5539,-1.6582260618000002,9.4145605197,-0.107677017,-0.015882496136,0.027794368237999998,0.004886921888,-0.6000099999999999,-0.8088099999999999,-1.07677,-1.88288,0.94144,13.18016,1.006262028127313,44.45
4906,0,529312,0,-228,1310,-13,-112,165,61,-1273,-2293,-2758,-216,1316,-43,12,38,-16,-755,-515,-938,-160,64,464,42.34,1.005901801134962,46.54,1.0067406859116703,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.2521050603232107,0.0,0.0,-0.3752355676528431,0.2009970983999999,1.5936198515999995,9.4253282214,0.5060557126998901,-0.4822712242603302,0.4246355593204498,0.5753318667411804,6,44.82472330729167,-73.16463216145833,-1.6366906584,9.403792818000001,-0.0933200814,-1.5505490448,9.4468636248,-0.3086741154,-0.034208453215999995,0.050396381969999994,0.018631389698,0.003665191416,0.011606439484,-0.004886921888,-0.73834,-1.32994,-1.59964,-0.4379,-0.2987,-0.54404,-1.5936198516000002,9.425328221400001,-0.20099709840000002,-0.015271630899999998,0.031001410726999995,0.0068722339050000004,-0.58812,-0.8143199999999999,-1.07184,-4.7072,1.88288,13.65088,1.0063212435233162,44.44
4907,0,529417,0,-227,1309,-16,-88,154,67,-1272,-2293,-2786,-219,1316,-48,31,21,-6,-755,-515,-938,-16,48,416,42.34,1.005911670367629,46.54,1.0067308166790032,4449.4833984375,-7309.8779296875,34.20000076293945,11.9981689453125,3,0,0.0,0.0,0.0,0.0,-0.2286914694659982,0.0,0.0,-0.3502655172313151,0.2297109695999999,1.6007983194,9.4217389875,0.5061414837837219,-0.4821345210075378,0.4246741235256195,0.5753424167633057,6,44.82472330729167,-73.16463216145833,-1.6295121906,9.3966143502,-0.1148554848,-1.5720844482,9.4468636248,-0.3445664544,-0.026878070384,0.047036623172,0.020463985405999998,0.009468411158,0.006414084978,-0.001832595708,-0.73776,-1.32994,-1.61588,-0.4379,-0.2987,-0.54404,-1.6007983194,9.4217389875,-0.2297109696,-0.008704829612999999,0.026725354075,0.009315694848999998,-0.58783,-0.8143199999999999,-1.07996,-0.47072,1.41216,12.23872,1.006321243523316,44.44
4908,0,529523,0,-238,1308,0,-78,145,56,-1272,-2293,-2786,-230,1313,-34,33,13,-5,-780,-526,-945,-64,112,336,42.35,1.0058820626696274,46.54,1.0067308166790032,4449.4833984375,-7309.8779296875,34.20000076293945,11.9654541015625,3,0,0.0,0.0,0.0,0.0,-0.2557289852669823,0.0,0.0,-0.3762155667557576,0.1220339526,1.6797614652,9.4073820519,0.5061825513839722,-0.4821422100067138,0.4245171844959259,0.575415849685669,6,44.82472330729167,-73.16463216145833,-1.7084753364,9.3894358824,0.0,-1.651047594,9.425328221400001,-0.24406790520000002,-0.023823744204,0.04428772961,0.017104226607999998,0.010079276394,0.003970624034,-0.0015271630899999999,-0.73776,-1.32994,-1.61588,-0.4524,-0.30508,-0.5481,-1.6797614652,9.4073820519,-0.12203395260000001,-0.006872233905,0.024129176821999998,0.007788531758999999,-0.59508,-0.81751,-1.08199,-1.88288,3.29504,9.88512,1.0063064396743153,44.445
4909,0,529628,0,-232,1308,2,-99,165,49,-1288,-2322,-2784,-226,1318,-26,11,15,-20,-780,-526,-945,-96,112,448,42.35,1.006039970392302,46.57,1.0065827781889958,4449.4833984375,-7309.8779296875,34.20000076293945,11.9818115234375,3,0,0.0,0.0,0.0,0.0,-0.2315526904530191,0.0,0.0,-0.3516664255904478,0.0861416135999999,1.6438691261999998,9.4253282214,0.5061193704605103,-0.4821879267692566,0.4245152771472931,0.5754343867301941,6,44.82472330729167,-73.16463216145833,-1.6654045296,9.3894358824,0.0143569356,-1.6223337228,9.461220560400001,-0.1866401628,-0.030237829182,0.050396381969999994,0.014966198282,0.003359758798,0.00458148927,-0.0061086523599999994,-0.74704,-1.34676,-1.61472,-0.4524,-0.30508,-0.5481,-1.6438691262,9.425328221400001,-0.0861416136,-0.013439035192,0.02748893562,0.004428772961,-0.59972,-0.82592,-1.08141,-2.82432,3.29504,13.18016,1.0063113742906489,44.46
