key	value	source
altimeter.board	FCBV0	derived
altimeter.source_folder	root-fcb-03-20-2021-andy-output-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	146	derived
data.source_file	fcb-03-20-2021-andy-output-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2021-03-20	derived
flight.name	Andy	derived
