key	value	source
altimeter.board	SillyGooseV1	derived
altimeter.source_folder	root-2026-02-22 V1 RocketWorks backup	derived
data.has_parsed_timeseries	true	derived
data.row_count	8304	derived
data.source_file	2026-02-22 V1 RocketWorks backup.txt	derived
data.synthetic_time_added	false	derived
data.time_column	timestampMs	derived
flight.date	2026-02-22	derived
flight.name	RocketWorks	derived
