key	value	source
altimeter.board	EZMini	derived
altimeter.source_folder	root-2022-10-16-serial-6283-flight-0012	derived
data.has_parsed_timeseries	true	derived
data.row_count	1773	derived
data.source_file	2022-10-16-serial-6283-flight-0012.csv	derived
data.synthetic_time_added	false	derived
data.time_column	time	derived
flight.date	2022-10-15	derived
flight.name	TRD	derived
