key,value
altimeter_name,EasyMini
flight_location,CRMRC
flight_date,2026-05-16
flight_name,Gianni L3
altimeter_note,Primary
importer_id,easymini
imported_at,2026-05-28T16:52:23.279Z
version,6
serial,13371
flight,2
source_format,AltOS CSV
