key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-bean_10-15_groundstation	derived
data.has_parsed_timeseries	true	derived
data.row_count	388	derived
data.source_file	bean_10-15_groundstation.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp	derived
flight.date	2022-10-15	derived
flight.name	Beanboozler	derived
