key,value
altimeter_name,SillyGoose
altimeter_note,Backup
importer_id,sillygoose
imported_at,2026-05-28T17:37:21.070Z
BOARD_NAME,SillyGooseV1
row_count,9578
peak_altitude_m,747.35
peak_velocity_ms,162.38
peak_acceleration_mss,92.94
has_gps_data,false
parser_cache_version,4
source_fingerprint,2026-02-22 V1 Ethical Missile backup.txt:1303475:1780328415798
