,packetType,timestamp_ms,imu1_accel_x,imu1_accel_y,imu1_accel_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z,imu2_accel_x,imu2_accel_y,imu2_accel_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu2_mag_x,imu2_mag_y,imu2_mag_z,high_g_accel_x,high_g_accel_y,high_g_accel_z,baro1_temp,baro1_pres,baro2_temp,baro2_pres,gps_lat,gps_long,gps_alt,gps_fix_quality,gps_sats_tracked,gps_hdop,battery_voltage,pyro_cont,pyro_status,heading,vtg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,q_x,q_y,q_z,q_w,state,gps_lat_mod,gps_long_mod,imu1_accel_x_real,imu1_accel_y_real,imu1_accel_z_real,imu2_accel_x_real,imu2_accel_y_real,imu2_accel_z_real,imu1_gyro_x_real,imu1_gyro_y_real,imu1_gyro_z_real,imu2_gyro_x_real,imu2_gyro_y_real,imu2_gyro_z_real,imu1_mag_x_real,imu1_mag_y_real,imu1_mag_z_real,imu2_mag_x_real,imu2_mag_y_real,imu2_mag_z_real,imu_accel_x_avg,imu_accel_y_avg,imu_accel_z_avg,imu_gyro_x_avg,imu_gyro_y_avg,imu_gyro_z_avg,imu_mag_x_avg,imu_mag_y_avg,imu_mag_z_avg,high_g_accel_x_real,high_g_accel_y_real,high_g_accel_z_real,baro_pres_avg,baro_temp_avg
5609,0,603850,-1386,96,-15,72,-18,87,-707,-541,-1814,-1386,96,-15,72,-18,87,-707,-541,-1814,-16,224,768,17.4,1.0005230693313596,16.49,0.999753269183321,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.213749885559082,3,0,0.0,0.0,0.0,0.0,-0.0807217635855828,0.0,0.0,0.0827507783336382,-0.1076770169999999,0.6891329088,9.9493563708,0.5525011420249939,-0.4467173516750335,0.5182210803031921,0.4760599732398987,6,44.82496744791667,-73.16376139322917,-9.9493563708,0.6891329088,-0.107677017,-9.9493563708,0.6891329088,-0.107677017,0.021991148496,-0.005497787124,0.026572637766,0.021991148496,-0.005497787124,0.026572637766,-0.41006,-0.31378,-1.05212,-0.41006,-0.31378,-1.05212,-9.9493563708,0.6891329088,-0.107677017,0.021991148496,-0.005497787124,0.026572637766,-0.41006,-0.31378,-1.05212,-0.47072,6.59008,22.59456,1.0001381692573403,16.945
5610,0,603955,-1380,71,-26,71,-15,111,-705,-558,-1790,-1380,71,-26,71,-15,111,-705,-558,-1790,-32,224,784,17.4,1.000621761658031,16.5,0.9997137922526524,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.213749885559082,3,0,0.0,0.0,0.0,0.0,-0.1291827891401606,0.0,0.0,0.0357907145574667,-0.1866401627999999,0.5096712137999999,9.906285564,0.5525432825088501,-0.446800023317337,0.5183703303337097,0.4757707118988037,6,44.82496744791667,-73.16376139322917,-9.906285564000001,0.5096712138,-0.1866401628,-9.906285564000001,0.5096712138,-0.1866401628,0.021685715878,-0.00458148927,0.033903020597999996,0.021685715878,-0.00458148927,0.033903020597999996,-0.4089,-0.32364,-1.0382,-0.4089,-0.32364,-1.0382,-9.906285564000001,0.5096712138,-0.1866401628,0.021685715878,-0.00458148927,0.033903020597999996,-0.4089,-0.32364,-1.0382,-0.94144,6.59008,23.06528,1.0001677769553416,16.95
5611,0,604063,-1391,74,-17,94,-6,84,-705,-558,-1790,-1391,74,-17,94,-6,84,-705,-558,-1790,0,256,720,17.41,1.0006316308906982,16.5,0.9997137922526524,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.203749656677246,3,0,0.0,0.0,0.0,0.0,-0.1591214363290246,0.0,0.0,0.0123875838155063,-0.1220339526,0.5312066172,9.9852487098,0.5524619817733765,-0.446718156337738,0.5185835361480713,0.4757096469402313,6,44.82496744791667,-73.16376139322917,-9.9852487098,0.5312066172000001,-0.12203395260000001,-9.9852487098,0.5312066172000001,-0.12203395260000001,0.028710666091999997,-0.001832595708,0.025656339912,0.028710666091999997,-0.001832595708,0.025656339912,-0.4089,-0.32364,-1.0382,-0.4089,-0.32364,-1.0382,-9.9852487098,0.5312066172000001,-0.12203395260000001,0.028710666091999997,-0.001832595708,0.025656339912,-0.4089,-0.32364,-1.0382,0.0,7.53152,21.1824,1.0001727115716754,16.955
5612,0,604170,-1394,78,-11,100,-20,80,-699,-572,-1795,-1394,78,-11,100,-20,80,-699,-572,-1795,-32,224,688,17.4,1.0006020231926969,16.5,0.9997137922526524,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.21875,3,0,0.0,0.0,0.0,0.0,-0.193560929448871,0.0,0.0,-0.0099663359071427,-0.0789631458,0.5599204884,10.006784113199998,0.5524086356163025,-0.44664466381073,0.518669843673706,0.4757467210292816,6,44.82496744791667,-73.16376139322917,-10.0067841132,0.5599204884,-0.07896314580000001,-10.0067841132,0.5599204884,-0.07896314580000001,0.0305432618,-0.0061086523599999994,0.024434609439999998,0.0305432618,-0.0061086523599999994,0.024434609439999998,-0.40542,-0.33176,-1.0411,-0.40542,-0.33176,-1.0411,-10.0067841132,0.5599204884,-0.07896314580000001,0.0305432618,-0.0061086523599999994,0.024434609439999998,-0.40542,-0.33176,-1.0411,-0.94144,6.59008,20.24096,1.0001579077226745,16.95
5613,0,604276,-1385,79,-4,98,-21,69,-699,-572,-1795,-1385,79,-4,98,-21,69,-699,-572,-1795,-80,256,720,17.41,1.0006316308906982,16.5,0.9997137922526524,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.19499969482422,3,0,0.0,0.0,0.0,0.0,-0.2308465573582046,0.0,0.0,-0.0334355178884341,-0.0287138711999999,0.5670989562,9.942177903,0.5524246692657471,-0.4466247856616974,0.5185094475746155,0.4759214520454407,6,44.82496744791667,-73.16376139322917,-9.942177903000001,0.5670989562000001,-0.0287138712,-9.942177903000001,0.5670989562000001,-0.0287138712,0.029932396564,-0.006414084978,0.021074850641999997,0.029932396564,-0.006414084978,0.021074850641999997,-0.40542,-0.33176,-1.0411,-0.40542,-0.33176,-1.0411,-9.942177903000001,0.5670989562000001,-0.0287138712,0.029932396564,-0.006414084978,0.021074850641999997,-0.40542,-0.33176,-1.0411,-2.3536,7.53152,21.1824,1.0001727115716754,16.955
5614,0,604381,-1385,80,-12,110,-41,86,-693,-585,-1790,-1385,80,-12,110,-41,86,-693,-585,-1790,-32,208,720,17.4,1.0006711078213668,16.5,0.9998618307426598,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.21500015258789,3,0,0.0,0.0,0.0,0.0,-0.2610635732882164,0.0,0.0,-0.0494715816522766,-0.0861416136,0.5742774239999999,9.942177903,0.5525326132774353,-0.4467319846153259,0.51823490858078,0.475994735956192,6,44.82496744791667,-73.16376139322917,-9.942177903000001,0.574277424,-0.0861416136,-9.942177903000001,0.574277424,-0.0861416136,0.033597587979999996,-0.012522737337999999,0.026267205148,0.033597587979999996,-0.012522737337999999,0.026267205148,-0.40194,-0.3393,-1.0382,-0.40194,-0.3393,-1.0382,-9.942177903000001,0.574277424,-0.0861416136,0.033597587979999996,-0.012522737337999999,0.026267205148,-0.40194,-0.3393,-1.0382,-0.94144,6.11936,21.1824,1.0002664692820133,16.95
5615,0,604487,-1388,92,-17,104,-31,81,-693,-585,-1790,-1388,92,-17,104,-31,81,-693,-585,-1790,-48,304,848,17.41,1.000680977054034,16.5,0.9996841845546508,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.213749885559082,3,0,0.0,0.0,0.0,0.0,-0.2928967347912329,0.0,0.0,-0.0647706006129234,-0.1220339526,0.6604190376,9.9637133064,0.5526312589645386,-0.4469296932220459,0.5179196000099182,0.4760377407073974,6,44.82496744791667,-73.16376139322917,-9.9637133064,0.6604190376,-0.12203395260000001,-9.9637133064,0.6604190376,-0.12203395260000001,0.031764992272,-0.009468411158,0.024740042057999997,0.031764992272,-0.009468411158,0.024740042057999997,-0.40194,-0.3393,-1.0382,-0.40194,-0.3393,-1.0382,-9.9637133064,0.6604190376,-0.12203395260000001,0.031764992272,-0.009468411158,0.024740042057999997,-0.40194,-0.3393,-1.0382,-1.41216,8.94368,24.94816,1.0001825808043423,16.955
5616,0,604592,-1386,79,-26,96,-46,94,-737,-582,-1822,-1386,79,-26,96,-46,94,-737,-582,-1822,-32,192,816,17.41,1.0005329385640267,16.5,0.9996841845546508,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.21500015258789,3,0,0.0,0.0,0.0,0.0,-0.280105493964693,0.0,0.0,-0.0311817402693313,-0.1866401627999999,0.5670989562,9.9493563708,0.5527447462081909,-0.4471204578876495,0.5177610516548157,0.4758992791175842,6,44.82496744791667,-73.16376139322917,-9.9493563708,0.5670989562000001,-0.1866401628,-9.9493563708,0.5670989562000001,-0.1866401628,0.029321531328,-0.014049900427999999,0.028710666091999997,0.029321531328,-0.014049900427999999,0.028710666091999997,-0.42746,-0.33756,-1.05676,-0.42746,-0.33756,-1.05676,-9.9493563708,0.5670989562000001,-0.1866401628,0.029321531328,-0.014049900427999999,0.028710666091999997,-0.42746,-0.33756,-1.05676,-0.94144,5.64864,24.00672,1.0001085615593388,16.955
5617,0,604698,-1383,79,-19,86,-11,81,-737,-582,-1822,-1383,79,-19,86,-11,81,-737,-582,-1822,-16,224,784,17.41,1.0006415001233655,16.5,0.9997236614853195,4449.498046875,-7309.82568359375,33.599998474121094,1,12,0.6800000071525574,12.2162504196167,3,0,0.0,0.0,0.0,0.0,-0.2634779300879883,0.0,0.0,0.0019993398353914,-0.1363908881999999,0.5670989562,9.9278209674,0.6024702191352844,-0.3848945796489715,0.5671520829200745,0.4089308679103851,6,44.82496744791667,-73.16376139322917,-9.9278209674,0.5670989562000001,-0.1363908882,-9.9278209674,0.5670989562000001,-0.1363908882,0.026267205148,-0.003359758798,0.024740042057999997,0.026267205148,-0.003359758798,0.024740042057999997,-0.42746,-0.33756,-1.05676,-0.42746,-0.33756,-1.05676,-9.9278209674,0.5670989562000001,-0.1363908882,0.026267205148,-0.003359758798,0.024740042057999997,-0.42746,-0.33756,-1.05676,-0.47072,6.59008,23.06528,1.0001825808043425,16.955
5618,0,604804,-1386,80,-12,82,-15,86,-726,-613,-1835,-1386,80,-12,82,-15,86,-726,-613,-1835,-32,304,720,17.41,1.0006316308906982,16.5,0.9998223538119912,4449.498046875,-7309.82568359375,33.5,1,12,0.6800000071525574,12.208749771118164,3,0,0.0,0.0,0.0,0.0,-0.248439342740244,0.0,0.0,0.0285308414041863,-0.0861416136,0.5742774239999999,9.9493563708,0.6024242639541626,-0.3849145472049713,0.56717449426651,0.4089484810829162,6,44.82496744791667,-73.16376139322917,-9.9493563708,0.574277424,-0.0861416136,-9.9493563708,0.574277424,-0.0861416136,0.025045474675999997,-0.00458148927,0.026267205148,0.025045474675999997,-0.00458148927,0.026267205148,-0.42108,-0.35554,-1.0643,-0.42108,-0.35554,-1.0643,-9.9493563708,0.574277424,-0.0861416136,0.025045474675999997,-0.00458148927,0.026267205148,-0.42108,-0.35554,-1.0643,-0.94144,8.94368,21.1824,1.0002269923513447,16.955
