timestampMs pressurePa tempK accelX accelY accelZ gyroX gyroY gyroZ imuTemp battV altitudeM velocityMS accelerationMSS unfiltAlt flightState drogueCont drogueFired mainCont mainFired
747241 100130 -9.034 0.015136719 -0.99 0.03 1.16 -0.09 0.18 0.0 0.0 1.9527 -0.0065 0.0 1.904 0 0 0 0 0
747261 100128 -9.028 0.011230469 -1.0 0.03 1.01 0.06 0.21 0.0 0.0 2.1218 0.0108 0.0 1.9403 0 0 0 0 0
747282 100128 -9.022 0.019042968 -1.0 0.01 1.16 -0.12 0.18 0.0 0.0 2.1218 0.0256 0.0 1.9709 0 0 0 0 0
747302 100126 -9.019 0.009277344 -1.0 0.03 1.07 -0.12 0.24 0.0 0.0 2.2882 0.0502 0.0 2.0245 0 0 0 0 0
747323 100132 -9.015 0.021484375 -1.0 0.04 1.19 -0.03 0.09 0.0 0.0 1.7836 0.0305 0.0 1.9852 0 0 0 0 0
747343 100134 -9.019 0.015625 -1.0 0.02 1.1 -0.03 0.3 0.0 0.0 1.6145 0.0014 0.0 1.9238 0 0 0 0 0
747364 100137 -9.011 0.015136719 -1.0 0.04 1.01 0.21 0.06 0.0 0.0 1.3634 -0.044 0.0 1.83 0 0 0 0 0
747384 100131 -8.992 0.02734375 -1.0 0.02 1.13 -0.03 0.15 0.0 0.0 1.8681 -0.0403 0.0 1.8355 0 0 0 0 0
747405 100133 -9.015 0.014648438 -1.0 0.03 0.95 0.15 0.27 0.0 0.0 1.699 -0.0515 0.0 1.8118 0 0 0 0 0
747425 100132 -9.013 0.013183594 -0.99 0.04 1.19 0.0 0.12 0.0 0.0 1.7836 -0.0546 0.0 1.8061 0 0 0 0 0
747446 100129 -9.021 0.013183594 -1.0 0.01 1.13 0.0 0.37 0.0 0.0 2.0372 -0.0356 0.0 1.8436 0 0 0 0 0
747466 100129 -9.024 0.017089843 -1.0 0.03 1.13 -0.06 0.3 0.0 0.0 2.0372 -0.02 0.0 1.8753 0 0 0 0 0
747487 100127 -9.019 0.018066406 -1.0 0.03 1.04 0.09 0.21 0.0 0.0 2.2063 0.0057 0.0 1.9303 0 0 0 0 0
747507 100132 -9.013 0.01953125 -1.0 0.03 1.16 0.18 0.24 0.0 0.0 1.7836 -0.0061 0.0 1.9059 0 0 0 0 0
747528 100128 -9.009 0.010253907 -1.0 0.02 1.1 0.15 0.27 0.0 0.0 2.1218 0.0118 0.0 1.9419 0 0 0 0 0
747548 100128 -9.009 0.017089843 -1.0 0.04 1.19 -0.03 0.15 0.0 0.0 2.1218 0.0256 0.0 1.9722 0 0 0 0 0
747569 100128 -9.009 0.016113281 -1.0 0.02 1.04 0.03 0.34 0.0 0.0 2.1218 0.0375 0.0 1.9978 0 0 0 0 0
747589 100127 -9.019 0.008300782 -1.0 0.02 1.22 -0.15 0.09 0.0 0.0 2.2063 0.0535 0.0 2.0334 0 0 0 0 0
747610 100128 -9.0 0.018554687 -1.0 0.03 1.28 0.49 0.37 0.0 0.0 2.1218 0.0608 0.0 2.0493 0 0 0 0 0
747630 100126 -9.002 0.020019531 -1.0 0.04 0.95 0.34 0.15 0.0 0.0 2.2882 0.0795 0.0 2.0905 0 0 0 0 0
747651 100129 -8.998 0.018554687 -1.0 0.02 1.07 -0.03 0.24 0.0 0.0 2.0372 0.0761 0.0 2.0833 0 0 0 0 0
747671 100127 -9.019 0.017089843 -1.0 0.03 1.04 0.12 0.12 0.0 0.0 2.2063 0.0864 0.0 2.1054 0 0 0 0 0
747692 100127 -9.007 0.014160157 -1.0 0.04 1.04 -0.03 0.18 0.0 0.0 2.2063 0.0945 0.0 2.1241 0 0 0 0 0
747712 100131 -9.013 0.016601562 -1.0 0.03 1.1 0.06 0.12 0.0 0.0 1.8681 0.0741 0.0 2.0832 0 0 0 0 0
747732 100132 -8.998 0.024902343 -1.0 0.03 1.07 -0.18 0.24 0.0 0.0 1.7836 0.0509 0.0 2.0345 0 0 0 0 0
747753 100135 -9.002 0.009765625 -1.0 0.03 0.95 0.06 0.27 0.0 0.0 1.5325 0.0105 0.0 1.9516 0 0 0 0 0
747773 100127 -8.991 0.013671876 -1.0 0.02 1.13 -0.09 0.18 0.0 0.0 2.2063 0.0305 0.0 1.9944 0 0 0 0 0
747794 100131 -8.974 0.01953125 -1.01 0.02 1.1 0.15 0.18 0.0 0.0 1.8681 0.0219 0.0 1.9739 0 0 0 0 0
747814 100133 -9.002 0.01953125 -1.0 0.03 1.01 0.06 0.24 0.0 0.0 1.699 -0.0003 0.0 1.9284 0 0 0 0 0
747835 100129 -9.004 0.015136719 -1.0 0.03 1.22 -0.12 0.21 0.0 0.0 2.0372 0.008 0.0 1.9466 0 0 0 0 0
747855 100132 -8.981 0.021484375 -1.0 0.03 0.98 -0.06 0.21 0.0 0.0 1.7836 -0.0055 0.0 1.9195 0 0 0 0 0
747876 100133 -9.024 0.022949218 -1.0 0.03 1.13 0.09 0.24 0.0 0.0 1.699 -0.0226 0.0 1.8824 0 0 0 0 0
747896 100127 -9.004 0.014648438 -1.0 0.01 1.1 -0.06 0.18 0.0 0.0 2.2063 0.0034 0.0 1.9362 0 0 0 0 0
747917 100127 -8.998 0.014648438 -1.0 0.03 1.01 -0.12 0.15 0.0 0.0 2.2063 0.0249 0.0 1.9815 0 0 0 0 0
747937 100128 -9.007 0.01953125 -1.0 0.04 0.91 0.03 0.18 0.0 0.0 2.1218 0.0362 0.0 2.0054 0 0 0 0 0
747958 100130 -9.002 0.013183594 -1.0 0.03 1.1 0.18 0.21 0.0 0.0 1.9527 0.0319 0.0 1.9974 0 0 0 0 0
747978 100130 -9.007 0.013183594 -1.0 0.01 1.16 0.21 0.21 0.0 0.0 1.9527 0.0294 0.0 1.9905 0 0 0 0 0
747999 100132 -8.994 0.017578125 -1.0 0.04 1.07 0.09 0.15 0.0 0.0 1.7836 0.0135 0.0 1.9565 0 0 0 0 0
748019 100126 -8.992 0.018066406 -1.0 0.03 1.04 -0.03 0.18 0.0 0.0 2.2882 0.0401 0.0 2.0123 0 0 0 0 0
748040 100127 -9.006 0.01953125 -1.0 0.02 1.13 0.09 0.24 0.0 0.0 2.2063 0.0566 0.0 2.0456 0 0 0 0 0
748060 100133 -9.006 0.018066406 -1.0 0.03 0.98 -0.03 0.24 0.0 0.0 1.699 0.0288 0.0 1.9887 0 0 0 0 0
748081 100133 -8.987 0.017578125 -1.0 0.04 1.25 -0.12 0.3 0.0 0.0 1.699 0.0053 0.0 1.9409 0 0 0 0 0
748101 100133 -8.987 0.026367187 -1.0 0.02 1.04 0.03 0.15 0.0 0.0 1.699 -0.0133 0.0 1.9005 0 0 0 0 0
748122 100133 -8.983 0.017578125 -1.0 0.03 1.19 -0.06 0.18 0.0 0.0 1.699 -0.0297 0.0 1.8665 0 0 0 0 0
748142 100125 -8.992 0.010253907 -1.0 0.03 1.13 0.12 0.34 0.0 0.0 2.3728 0.0106 0.0 1.9506 0 0 0 0 0
748163 100128 -8.992 0.015625 -1.0 0.03 1.16 0.12 0.15 0.0 0.0 2.1218 0.0242 0.0 1.9795 0 0 0 0 0
