key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-beanboozler_v0_9_17_22-output-FCB-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	5736	derived
data.source_file	beanboozler_v0_9_17_22-output-FCB-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2022-09-17	derived
flight.name	Beanboozler	derived
