,packetType,timestamp_s,timestamp_ms,imu1_accel_x,imu1_accel_y,imu1_accel_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z,imu2_accel_x,imu2_accel_y,imu2_accel_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu2_mag_x,imu2_mag_y,imu2_mag_z,high_g_accel_x,high_g_accel_y,high_g_accel_z,baro1_temp,baro1_pres,baro2_temp,baro2_pres,gps_lat,gps_long,gps_alt,battery_voltage,pyro_cont,pyro_status,heading,vtg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,q_x,q_y,q_z,q_w,state,gps_lat_mod,gps_long_mod,imu1_accel_x_real,imu1_accel_y_real,imu1_accel_z_real,imu2_accel_x_real,imu2_accel_y_real,imu2_accel_z_real,imu1_gyro_x_real,imu1_gyro_y_real,imu1_gyro_z_real,imu2_gyro_x_real,imu2_gyro_y_real,imu2_gyro_z_real,imu1_mag_x_real,imu1_mag_y_real,imu1_mag_z_real,imu2_mag_x_real,imu2_mag_y_real,imu2_mag_z_real,imu_accel_x_avg,imu_accel_y_avg,imu_accel_z_avg,imu_gyro_x_avg,imu_gyro_y_avg,imu_gyro_z_avg,imu_mag_x_avg,imu_mag_y_avg,imu_mag_z_avg,high_g_accel_x_real,high_g_accel_y_real,high_g_accel_z_real,baro_pres_avg,baro_temp_avg
73841,0,7889346,0,-1372,34,-193,525,-240,50,-1050,183,-1497,-1367,36,-185,507,-234,60,-1050,183,-1497,144,192,288,53.65,1.0057833703429555,52.26,1.0053984702689367,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.2623196590136552,0.0,0.0,-0.0305399013077323,-1.3567304141999998,0.2512463729999999,9.8309116521,0.7547181844711304,-0.0492237582802772,0.6517130136489868,0.0569890923798084,6,44.8249755859375,-73.16441243489584,-9.848857821600001,0.24406790520000002,-1.3854442854,-9.812965482600001,0.2584248408,-1.3280165430000002,0.16035212445,-0.07330382832,0.0152716309,0.15485433732599999,-0.071471232612,0.01832595708,-0.609,0.10614,-0.86826,-0.609,0.10614,-0.86826,-9.830911652100001,0.251246373,-1.3567304142,0.157603230888,-0.072387530466,0.016798793989999998,-0.609,0.10614,-0.86826,4.23648,5.64864,8.47296,1.005590920305946,52.955
73842,0,7889452,0,-1371,36,-179,515,-235,61,-1050,183,-1497,-1371,36,-179,515,-235,61,-1050,183,-1497,144,224,240,53.64,1.0057241549469529,52.27,1.005309647174932,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.2435219613891607,0.0,0.0,-0.0448722483200312,-1.2849457362,0.2584248408,9.8416793538,0.754640519618988,-0.0491330064833164,0.6518087387084961,0.0569998323917388,6,44.8249755859375,-73.16441243489584,-9.8416793538,0.2584248408,-1.2849457362,-9.8416793538,0.2584248408,-1.2849457362,0.15729779826999998,-0.07177666523,0.018631389698,0.15729779826999998,-0.07177666523,0.018631389698,-0.609,0.10614,-0.86826,-0.609,0.10614,-0.86826,-9.8416793538,0.2584248408,-1.2849457362,0.15729779826999998,-0.07177666523,0.018631389698,-0.609,0.10614,-0.86826,4.23648,6.59008,7.0608,1.0055169010609424,52.955
73843,0,7889557,0,-1365,31,-180,514,-240,61,-1031,221,-1478,-1365,31,-180,514,-240,61,-1031,221,-1478,160,336,160,53.66,1.0058031088082902,52.27,1.0054083395016038,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.228384625213503,0.0,0.0,-0.0565941282544337,-1.2921242039999998,0.2225325017999999,9.798608547,0.7546194791793823,-0.0490287281572818,0.6518456339836121,0.0569468364119529,6,44.8249755859375,-73.16441243489584,-9.798608547,0.2225325018,-1.292124204,-9.798608547,0.2225325018,-1.292124204,0.156992365652,-0.07330382832,0.018631389698,0.156992365652,-0.07330382832,0.018631389698,-0.59798,0.12818,-0.85724,-0.59798,0.12818,-0.85724,-9.798608547,0.2225325018,-1.292124204,0.156992365652,-0.07330382832,0.018631389698,-0.59798,0.12818,-0.85724,4.7072,9.88512,4.7072,1.005605724154947,52.965
73844,0,7889662,0,-1370,37,-180,511,-261,65,-1031,221,-1478,-1370,37,-180,511,-261,65,-1031,221,-1478,192,288,256,53.64,1.0058228472736244,52.27,1.005309647174932,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.2287847614338132,0.0,0.0,-0.0487919100874568,-1.2921242039999998,0.2656033086,9.834500886,0.7546272277832031,-0.0490118227899074,0.6518370509147644,0.0569572001695632,6,44.8249755859375,-73.16441243489584,-9.834500886,0.26560330860000003,-1.292124204,-9.834500886,0.26560330860000003,-1.292124204,0.15607606779799998,-0.079717913298,0.01985312017,0.15607606779799998,-0.079717913298,0.01985312017,-0.59798,0.12818,-0.85724,-0.59798,0.12818,-0.85724,-9.834500886,0.26560330860000003,-1.292124204,0.15607606779799998,-0.079717913298,0.01985312017,-0.59798,0.12818,-0.85724,5.64864,8.47296,7.53152,1.0055662472242783,52.955
73845,0,7889768,0,-1362,37,-186,537,-253,66,-1054,170,-1495,-1362,37,-186,537,-253,66,-1054,170,-1495,160,256,256,53.65,1.0056846780162845,52.26,1.0053491241056007,4449.49853515625,-7309.86474609375,40.70000076293945,11.432499885559082,1,0,0.0,0.0,0.0,0.0,0.2318613605657657,0.0,0.0,-0.0400929995465088,-1.3351950108,0.2656033086,9.7770731436,0.748836100101471,-0.0666465312242508,0.654983639717102,0.0761521756649017,6,44.8249755859375,-73.16441243489584,-9.777073143600001,0.26560330860000003,-1.3351950108000001,-9.777073143600001,0.26560330860000003,-1.3351950108000001,0.164017315866,-0.07727445235399999,0.020158552788,0.164017315866,-0.07727445235399999,0.020158552788,-0.61132,0.09860000000000001,-0.8671,-0.61132,0.09860000000000001,-0.8671,-9.777073143600001,0.26560330860000003,-1.3351950108000001,0.164017315866,-0.07727445235399999,0.020158552788,-0.61132,0.09860000000000001,-0.8671,4.7072,7.53152,7.53152,1.0055169010609426,52.955
73846,0,7889873,0,-1368,32,-185,521,-262,62,-1054,170,-1495,-1368,32,-185,521,-262,62,-1054,170,-1495,144,272,240,53.65,1.0057241549469529,52.27,1.005418208734271,4449.49853515625,-7309.86474609375,40.70000076293945,11.4350004196167,1,0,0.0,0.0,0.0,0.0,0.2008846712148331,0.0,0.0,-0.0672379145807339,-1.328016543,0.2297109695999999,9.8201439504,0.7489559054374695,-0.066734604537487,0.6548311710357666,0.0762089490890502,6,44.8249755859375,-73.16441243489584,-9.8201439504,0.2297109696,-1.3280165430000002,-9.8201439504,0.2297109696,-1.3280165430000002,0.159130393978,-0.080023345916,0.018936822316,0.159130393978,-0.080023345916,0.018936822316,-0.61132,0.09860000000000001,-0.8671,-0.61132,0.09860000000000001,-0.8671,-9.8201439504,0.2297109696,-1.3280165430000002,0.159130393978,-0.080023345916,0.018936822316,-0.61132,0.09860000000000001,-0.8671,4.23648,8.00224,7.0608,1.005571181840612,52.96
73847,0,7889979,0,-1359,32,-197,521,-237,54,-1075,201,-1491,-1359,32,-197,521,-237,54,-1075,201,-1491,160,208,192,53.65,1.0057241549469529,52.27,1.005418208734271,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.1821815125330266,0.0,0.0,-0.0799520051815347,-1.4141581566,0.2297109695999999,9.7555377402,0.749035656452179,-0.0667071864008903,0.6547359228134155,0.0762668177485466,6,44.8249755859375,-73.16441243489584,-9.755537740200001,0.2297109696,-1.4141581566,-9.755537740200001,0.2297109696,-1.4141581566,0.159130393978,-0.072387530466,0.016493361372,0.159130393978,-0.072387530466,0.016493361372,-0.6235,0.11658,-0.86478,-0.6235,0.11658,-0.86478,-9.755537740200001,0.2297109696,-1.4141581566,0.159130393978,-0.072387530466,0.016493361372,-0.6235,0.11658,-0.86478,4.7072,6.11936,5.64864,1.005571181840612,52.96
73848,0,7890084,0,-1368,38,-190,524,-239,54,-1075,201,-1491,-1368,38,-190,524,-239,54,-1075,201,-1491,128,240,256,53.65,1.005793239575623,52.27,1.0054083395016038,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.1906461126187688,0.0,0.0,-0.0641951086333851,-1.3639088819999998,0.2727817763999999,9.8201439504,0.7489923238754272,-0.0666350722312927,0.6547829508781433,0.0763516277074813,6,44.8249755859375,-73.16441243489584,-9.8201439504,0.2727817764,-1.363908882,-9.8201439504,0.2727817764,-1.363908882,0.160046691832,-0.072998395702,0.016493361372,0.160046691832,-0.072998395702,0.016493361372,-0.6235,0.11658,-0.86478,-0.6235,0.11658,-0.86478,-9.8201439504,0.2727817764,-1.363908882,0.160046691832,-0.072998395702,0.016493361372,-0.6235,0.11658,-0.86478,3.76576,7.0608,7.53152,1.0056007895386134,52.96
73849,0,7890190,0,-1364,33,-181,510,-223,60,-1060,198,-1498,-1364,33,-181,510,-223,60,-1060,198,-1498,176,288,208,53.65,1.0057241549469529,52.26,1.0055070318282753,4449.49853515625,-7309.86474609375,40.70000076293945,11.432499885559082,1,0,0.0,0.0,0.0,0.0,0.2097832537800191,0.0,0.0,-0.0401629675901939,-1.2993026717999998,0.2368894373999999,9.7914300792,0.7488793134689331,-0.0664878860116005,0.6549307703971863,0.0763204470276832,6,44.8249755859375,-73.16441243489584,-9.7914300792,0.2368894374,-1.2993026718,-9.7914300792,0.2368894374,-1.2993026718,0.15577063517999998,-0.068111473814,0.01832595708,0.15577063517999998,-0.068111473814,0.01832595708,-0.6148,0.11484,-0.8688400000000001,-0.6148,0.11484,-0.8688400000000001,-9.7914300792,0.2368894374,-1.2993026718,0.15577063517999998,-0.068111473814,0.01832595708,-0.6148,0.11484,-0.8688400000000001,5.17792,8.47296,6.11936,1.005615593387614,52.955
73850,0,7890295,0,-1365,37,-177,522,-237,59,-1060,198,-1498,-1365,37,-177,522,-237,59,-1060,198,-1498,176,272,224,53.65,1.0057241549469529,52.27,1.0054083395016038,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.2525838193389188,0.0,0.0,0.009643574347634,-1.2705888006,0.2656033086,9.798608547,0.7488042712211609,-0.0664228349924087,0.6550204157829285,0.0763446018099784,6,44.8249755859375,-73.16441243489584,-9.798608547,0.26560330860000003,-1.2705888006000001,-9.798608547,0.26560330860000003,-1.2705888006000001,0.159435826596,-0.072387530466,0.018020524462,0.159435826596,-0.072387530466,0.018020524462,-0.6148,0.11484,-0.8688400000000001,-0.6148,0.11484,-0.8688400000000001,-9.798608547,0.26560330860000003,-1.2705888006000001,0.159435826596,-0.072387530466,0.018020524462,-0.6148,0.11484,-0.8688400000000001,5.17792,8.00224,6.59008,1.0055662472242783,52.96
73851,0,7890401,0,-1369,32,-181,518,-257,70,-1074,206,-1481,-1369,32,-181,518,-257,70,-1074,206,-1481,144,240,256,53.65,1.0058919319022943,52.27,1.0054675548976066,4449.49853515625,-7309.86474609375,40.70000076293945,11.43375015258789,1,0,0.0,0.0,0.0,0.0,0.1719173402083066,0.0,0.0,-0.0746575833197573,-1.2993026717999998,0.2297109695999999,9.8273224182,0.7488750219345093,-0.0664043128490448,0.6549549698829651,0.0762282013893127,6,44.8249755859375,-73.16441243489584,-9.8273224182,0.2297109696,-1.2993026718,-9.8273224182,0.2297109696,-1.2993026718,0.158214096124,-0.078496182826,0.021380283259999997,0.158214096124,-0.078496182826,0.021380283259999997,-0.62292,0.11948,-0.85898,-0.62292,0.11948,-0.85898,-9.8273224182,0.2297109696,-1.2993026718,0.158214096124,-0.078496182826,0.021380283259999997,-0.62292,0.11948,-0.85898,4.23648,7.0608,7.53152,1.0056797433999505,52.96
