key	value	source
altimeter.board	EZMini	derived
altimeter.source_folder	root-super guppy easymini 6363	derived
data.has_parsed_timeseries	true	derived
data.row_count	1676	derived
data.source_file	super guppy easymini 6363.csv	derived
data.synthetic_time_added	false	derived
data.time_column	time	derived
flight.date	2022-04-23	derived
flight.name	Super Guppy	derived
