key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-V0 2023-04-15-oorr-output-FCB-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	9388	derived
data.source_file	V0 2023-04-15-oorr-output-FCB-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2023-04-15	derived
flight.name	OORR	derived
