key	value	source
altimeter.board	SillyGooseV2	derived
altimeter.source_folder	root-2026-05-16 V2 Gianni L3 ridealong	derived
data.has_parsed_timeseries	true	derived
data.row_count	14522	derived
data.source_file	2026-05-16 V2 Gianni L3 ridealong.txt	derived
data.synthetic_time_added	false	derived
data.time_column	timestampMs	derived
flight.date	2026-05-16	derived
flight.name	Gianni L3	derived
