key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-super-guppy-4-2-output-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	4705	derived
data.source_file	super-guppy-4-2-output-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2022-04-02	derived
flight.name	Super Guppy	derived
