key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-teapot_fcb_02_25-output-FCB-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	2043	derived
data.source_file	teapot_fcb_02_25-output-FCB-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2024-02-25	derived
flight.name	Teapot	derived
