timestampMs,pressurePa,tempK,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,imuTemp,battV,altitudeM,velocityMS,accelerationMSS,unfiltAlt,flightState,drogueCont,drogueFired,mainCont,mainFired,tiltMagnitudeDeg,angularVelRadS_x,angularVelRadS_y,angularVelRadS_z,quaternion_a,quaternion_b,quaternion_c,quaternion_d
170116,101640.703125,281.10,9.825803,0.124498,-0.062249,0.022348,0.002128,-0.011706,285.66,4.03,0.23,-0.01,-0.00,-25.580207,0,1,0,1,0,,,,,,,,
175116,101625.812500,281.12,9.782708,0.086191,-0.057460,0.021284,0.001064,-0.011706,285.95,4.00,1.00,0.73,-0.00,-24.375123,0,1,0,1,0,,,,,,,,
180116,101633.406250,281.15,9.782708,0.095768,-0.043095,0.023412,-0.002128,-0.011706,286.00,4.03,0.48,0.20,-0.00,-24.989696,0,1,0,1,0,,,,,,,,
185116,101637.187500,281.17,9.806650,0.090979,-0.071826,0.020220,0.003192,-0.007449,285.66,4.00,0.36,0.08,-0.00,-25.295705,0,1,0,1,0,,,,,,,,
190116,101622.312500,281.19,9.830592,0.114921,-0.062249,0.020220,0.000000,-0.011706,285.95,4.03,0.43,-0.00,-0.00,-24.091852,0,1,0,1,0,,,,,,,,
195116,101629.875000,281.22,9.787496,0.086191,-0.052672,0.022348,0.000000,-0.010642,286.00,4.00,0.32,-0.09,-0.01,-24.703912,0,1,0,1,0,,,,,,,,
200116,101637.453125,281.26,9.816226,0.110133,-0.081402,0.020220,0.003192,-0.010642,286.05,4.03,0.54,0.01,-0.00,-25.317201,0,1,0,1,0,,,,,,,,
205116,101641.265625,281.27,9.806650,0.076614,-0.076614,0.021284,0.000000,-0.007449,286.05,4.03,0.40,-0.03,-0.01,-25.625728,0,1,0,1,0,,,,,,,,
210116,101626.359375,281.29,9.811438,0.100556,-0.052672,0.022348,-0.001064,-0.009578,286.15,4.01,0.93,0.36,-0.00,-24.419385,0,1,0,1,0,,,,,,,,
215116,101630.140625,281.31,9.806650,0.090979,-0.071826,0.020220,0.001064,-0.009578,286.00,4.03,0.77,0.15,-0.01,-24.725410,0,1,0,1,0,,,,,,,,
220116,101637.734375,281.34,9.792284,0.119710,-0.081402,0.021284,0.000000,-0.012770,286.05,4.00,0.19,-0.38,-0.00,-25.339962,0,1,0,1,0,,,,,,,,
225116,101641.515625,281.36,9.782708,0.095768,-0.071826,0.021284,0.001064,-0.008513,286.30,4.03,0.81,0.13,-0.00,-25.645957,0,1,0,1,0,,,,,,,,
230116,101641.515625,281.36,9.801861,0.114921,-0.067037,0.022348,0.001064,-0.011706,286.05,4.00,0.13,-0.55,-0.00,-25.645957,0,1,0,1,0,,,,,,,,
235116,101630.421875,281.39,9.811438,0.076614,-0.081402,0.020220,0.001064,-0.011706,286.20,4.03,1.03,0.23,-0.01,-24.748172,0,1,0,1,0,,,,,,,,
240116,101634.203125,281.41,9.787496,0.114921,-0.086191,0.020220,0.001064,-0.008513,286.20,4.03,0.62,-0.22,-0.00,-25.054187,0,1,0,1,0,,,,,,,,
245116,101634.203125,281.41,9.816226,0.114921,-0.067037,0.022348,0.002128,-0.010642,286.20,4.01,0.80,-0.09,-0.00,-25.054187,0,1,0,1,0,,,,,,,,
250116,101619.296875,281.42,9.811438,0.110133,-0.081402,0.020220,0.001064,-0.010642,286.30,4.03,0.99,0.12,-0.01,-23.847776,0,1,0,1,0,,,,,,,,
255116,101623.093750,281.44,9.797073,0.071826,-0.081402,0.022348,0.000000,-0.011706,286.15,4.00,0.68,-0.18,-0.00,-24.155082,0,1,0,1,0,,,,,,,,
