key,value
altimeter_name,SillyGoose
altimeter_note,Ridealong 2
importer_id,sillygoose
imported_at,2026-05-28T17:41:21.380Z
BOARD_NAME,SillyGooseV1
row_count,18905
peak_altitude_m,1680.08
peak_velocity_ms,187.26
peak_acceleration_mss,68.98
has_gps_data,false
parser_cache_version,4
source_fingerprint,2025-11-15 V1 MBTA ridealong board2.txt:2627403:1780328415660
