,timestamp_s,timestamp_ms,imu1_accel_x,imu1_accel_y,imu1_accel_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu1_mag_x,imu1_mag_y,imu1_mag_z,imu2_accel_x,imu2_accel_y,imu2_accel_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu2_mag_x,imu2_mag_y,imu2_mag_z,high_g_accel_x,high_g_accel_y,high_g_accel_z,baro1_temp,baro1_pres,baro2_temp,baro2_pres,gps_lat,gps_long,gps_alt,battery_voltage,pyro_cont,heading,vtg,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,q_x,q_y,q_z,q_w,state,baro_pres_avg,gps_lat_mod,gps_long_mod,imu1_accel_x_real,imu1_accel_y_real,imu1_accel_z_real,imu2_accel_x_real,imu2_accel_y_real,imu2_accel_z_real,imu1_gyro_x_real,imu1_gyro_y_real,imu1_gyro_z_real,imu2_gyro_x_real,imu2_gyro_y_real,imu2_gyro_z_real,imu1_mag_x_real,imu1_mag_y_real,imu1_mag_z_real,imu2_mag_x_real,imu2_mag_y_real,imu2_mag_z_real,imu_accel_x_avg,imu_accel_y_avg,imu_accel_z_avg,imu_gyro_x_avg,imu_gyro_y_avg,imu_gyro_z_avg,imu_mag_x_avg,imu_mag_y_avg,imu_mag_z_avg,high_g_accel_x_real,high_g_accel_y_real,high_g_accel_z_real,baro_temp_avg
56120,8192985,0,-59,1169,425,-4261,-18886,-47,1603,103,77,-33,1177,497,-4324,-18549,-101,1451,-124,-191,-64,144,-8928,30.67,0.9559634838391315,32.2,0.9671255859856897,3900.038818359375,-7606.310546875,332.6000061035156,7.792853832244873,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9615445349124105,39.00064697265625,-76.10517578125,-0.4235296002,8.3916288582,3.050848815,-0.2368894374,8.4490566006,3.5676984966000003,-5.2057769893375,-23.073528331525,-0.0574211496125,-5.28274576435,-22.661806471537503,-0.12339438533750001,0.92974,0.05974,0.04466,0.84158,-0.07192,-0.11078,-0.33020951880000005,8.420342729400002,3.3092736558,-5.244261376843751,-22.86766740153125,-0.09040776747500001,0.88566,-0.006089999999999998,-0.033060000000000006,-1.88288,4.23648,-262.66176,31.435000000000002
56121,8193136,0,-446,1253,222,-1493,-18143,-4979,1244,-157,-1075,-412,1262,302,-1484,-17865,-5073,413,-226,-950,-272,144,-8832,30.66,0.9559141376757956,32.22,0.9669479397976808,3900.038818359375,-7606.310546875,332.6000061035156,7.783437728881836,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9614310387367382,39.00064697265625,-76.10517578125,-3.2015966388000003,8.9946201534,1.5936198516,-2.9575287336000002,9.0592263636,2.1678972756,-1.8240377951375,-22.165785477012502,-6.0829766791625,-1.8130422558500001,-21.8261454856875,-6.197818978387501,0.72152,-0.09106,-0.6235,0.23954,-0.13108,-0.551,-3.0795626862,9.0269232585,1.8807585636000002,-1.81854002549375,-21.99596548135,-6.140397828775001,0.48053,-0.11107,-0.58725,-8.00224,4.23648,-259.83744,31.439999999999998
56122,8193286,0,1,1093,787,2329,-10997,-5843,56,-193,-1673,2,1106,831,2421,-10833,-6027,413,-226,-950,-288,112,-8720,30.67,0.9562595608191464,32.22,0.9673525783370344,3900.038818359375,-7606.310546875,332.6000061035156,7.796177387237549,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9618060695780903,39.00064697265625,-76.10517578125,0.0071784678,7.846065305400001,5.6494541586,0.0143569356,7.939385386800001,5.9653067418,2.8454012222875003,-13.4353272827375,-7.1385484507625,2.9578000683375003,-13.2349641223875,-7.3633461428625,0.03248,-0.11194,-0.97034,0.23954,-0.13108,-0.551,0.0107677017,7.892725346100001,5.8073804502,2.9016006453125005,-13.3351457025625,-7.2509472968125,0.13601,-0.12151,-0.76067,-8.47296,3.29504,-256.54240000000004,31.445
56123,8193437,0,62,1083,1300,1282,-5801,-5551,-531,-108,-1571,77,1071,1340,1424,-5666,-5620,-336,-86,-938,-112,144,-8576,30.67,0.9552923760177646,32.23,0.9665531704909944,3900.041015625,-7606.29931640625,307.29998779296875,7.807809352874756,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9609227732543795,39.00068359375,-76.10498860677083,0.4450650036,7.7742806274000005,9.332008140000001,0.5527420206,7.6881390138,9.619146852,1.566253485175,-7.0872359340875,-6.7818042872125,1.7397386606,-6.922302844775,-6.86610342175,-0.30798,-0.06264,-0.91118,-0.19488,-0.04988,-0.54404,0.4989035121,7.7312098206,9.475577496,1.6529960728875,-7.00476938943125,-6.82395385448125,-0.25143,-0.056260000000000004,-0.72761,-3.29504,4.23648,-252.30592000000001,31.45
56124,8193587,0,347,989,1028,-1542,-2623,-4052,-531,-108,-1571,340,998,1046,-1450,-2427,-4026,-503,-155,-827,-80,-32,-8704,30.67,0.956239822353812,32.25,0.9666913397483344,3900.041015625,-7606.29931640625,307.29998779296875,7.774575233459473,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9614655810510733,39.00068359375,-76.10498860677083,2.4909283266,7.0995046542,7.3794648984,2.440679052,7.1641108644000004,7.5086773188,-1.883902397925,-3.2045888390125,-4.95043613255,-1.771503551875,-2.9651304278625,-4.918671241275001,-0.30798,-0.06264,-0.91118,-0.29174,-0.0899,-0.47966,2.4658036893000004,7.131807759300001,7.4440711086,-1.8277029749,-3.0848596334375,-4.9345536869125,-0.29986,-0.07627,-0.6954199999999999,-2.3536,-0.94144,-256.07168,31.46
56125,8193737,0,286,1118,669,-3070,1184,-2285,-572,-279,-1398,298,1122,728,-2982,1369,-2204,-371,-459,-635,-176,112,-8816,30.67,0.9557562299531212,32.24,0.9666617320503332,3900.041015625,-7606.29931640625,307.29998779296875,7.808363437652588,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9612089810017272,39.00068359375,-76.10498860677083,2.0530417908,8.0255270004,4.8023949582,2.1391834044,8.054240871600001,5.2259245584,-3.7507006236250002,1.4465242796,-2.7916452524375,-3.643188683925,1.6725436982875002,-2.69268539885,-0.33176,-0.16182,-0.81084,-0.21518,-0.26622,-0.3683,2.0961125976000003,8.039883936,5.0141597583,-3.696944653775,1.55953398894375,-2.74216532564375,-0.27347,-0.21402,-0.58957,-5.17792,3.29504,-259.36672,31.455000000000002
56126,8193888,0,105,1119,188,-3176,8695,-1484,-355,-550,-1219,113,1121,287,-3057,8786,-1340,-371,-459,-635,-176,96,-8976,30.66,0.956851714779176,32.26,0.9679842092277324,3900.041015625,-7606.29931640625,307.29998779296875,7.810024738311768,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9624179620034542,39.00068359375,-76.10498860677083,0.753739119,8.0327054682,1.3495519464,0.8111668614,8.0470624038,2.0602202586000002,-3.8802036419,10.6229126783125,-1.8130422558500001,-3.7348181779875,10.734089797775,-1.63711362725,-0.2059,-0.319,-0.70702,-0.21518,-0.26622,-0.3683,0.7824529902,8.039883935999999,1.7048861025000002,-3.8075109099437503,10.67850123804375,-1.72507794155,-0.21054,-0.29261000000000004,-0.53766,-5.17792,2.82432,-264.07392000000004,31.46
56127,8194038,0,21,1148,294,-3239,15131,-1635,237,-804,-987,39,1175,375,-3096,15201,-1430,84,-700,-457,-128,96,-8896,30.67,0.9577695534172218,32.26,0.9687638786084382,3900.041015625,-7606.29931640625,307.29998779296875,7.790638446807861,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.96326671601283,39.00068359375,-76.10498860677083,0.1507478238,8.240881034400001,2.1104695332000003,0.2799602442,8.434699665,2.691925425,-3.9571724169125,18.4859449954625,-1.9975229705625002,-3.7824655149,18.5714658565875,-1.747069020125,0.13746,-0.46632,-0.57246,0.04872,-0.406,-0.26506,0.215354034,8.3377903497,2.4011974791000004,-3.86981896590625,18.528705426025,-1.8722959953437501,0.09309,-0.43616,-0.41876,-3.76576,2.82432,-261.72032,31.465
56128,8194188,0,512,1155,16,-4180,9830,-158,237,-804,-987,499,1154,75,-4028,10042,-21,694,-847,98,-256,-16,-8896,30.67,0.95826301505058,32.26,0.9690796940537874,3900.041015625,-7606.29931640625,307.29998779296875,7.781221866607666,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9636713545521837,39.00068359375,-76.10498860677083,3.6753755136,8.291130309,0.1148554848,3.5820554322000002,8.2839518412,0.538385085,-5.10681713575,12.009572355125,-0.19303280082500002,-4.92111469445,12.268578391675,-0.0256562583375,0.13746,-0.46632,-0.57246,0.40252,-0.49126000000000003,0.05684,3.6287154729,8.2875410751,0.3266202849,-5.0139659151,12.1390753734,-0.10934452958125002,0.26999,-0.47879000000000005,-0.25781,-7.53152,-0.47072,-261.72032,31.465
56129,8194338,0,937,1213,-667,-3540,8670,2298,720,-870,-263,897,1230,-637,-3480,8750,2319,576,-811,810,-176,-64,-9104,30.65,0.9581643227239082,32.26,0.9688527017024426,3900.041015625,-7606.29931640625,307.29998779296875,7.808363437652588,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9635085122131755,39.00068359375,-76.10498860677083,6.7262243286,8.7074814414,-4.7880380226,6.4390856166,8.829515394,-4.572683988600001,-4.3249121197500004,10.592369513625,2.807527698075,-4.2516085245,10.690107640625001,2.8331839564125003,0.4176,-0.5046,-0.15254,0.33408,-0.47038,0.4698,6.5826549726,8.7684984177,-4.6803610056,-4.288260322125,10.641238577125002,2.82035582724375,0.37584,-0.48749000000000003,0.15863,-5.17792,-1.88288,-267.83968000000004,31.455
56130,8194488,0,496,1019,-1582,241,8749,6033,357,-797,420,510,995,-1435,341,8892,6076,576,-811,810,-96,-32,-9328,30.65,0.957108314828522,32.25,0.9681223784850728,3900.041015625,-7606.29931640625,307.29998779296875,7.786761283874512,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9626153466567974,39.00068359375,-76.10498860677083,3.5605200288,7.3148586882,-11.3563360596,3.661018578,7.142575461,-10.301101293,0.2944361075875,10.6888859140375,7.3706765023875,0.4166087663375,10.86359281605,7.4232107456500005,0.20706,-0.46226,0.2436,0.33408,-0.47038,0.4698,3.6107693034,7.2287170746000005,-10.8287186763,0.35552243696249997,10.77623936504375,7.39694362401875,0.27057,-0.46632,0.3567,-2.82432,-0.94144,-274.42976,31.45
56131,8194639,0,-121,966,-1346,4687,-4098,6410,-496,-683,283,-113,992,-1251,4737,-3823,6191,-213,-679,1026,-128,160,-9360,30.65,0.9583024919812484,32.24,0.9692573402417962,3900.041015625,-7606.29931640625,307.29998779296875,7.807809352874756,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9637799161115224,39.00068359375,-76.10498860677083,-0.8685946038000001,6.9343998948,-9.6622176588,-0.8111668614,7.1210400576,-8.980263217800001,5.726232515612501,-5.006635555575,7.831267425875001,5.7873188449875,-4.6706607440125,7.563709303212501,-0.28768,-0.39614,0.16414,-0.12354,-0.39382,0.59508,-0.8398807326000001,7.0277199762,-9.3212404383,5.7567756803000005,-4.83864814979375,7.697488364543751,-0.20561,-0.39498,0.37961,-3.76576,4.7072,-275.37120000000004,31.445
56132,8194789,0,-303,910,-939,3505,-14704,7875,-496,-683,283,-286,933,-860,3376,-14297,7574,-678,-551,775,-176,272,-9168,30.64,0.9589242536392796,32.23,0.9697113249444856,3900.041015625,-7606.29931640625,307.29998779296875,7.772913455963135,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9643177892918826,39.00068359375,-76.10498860677083,-2.1750757434,6.532405698,-6.7405812642,-2.0530417908,6.6975104574,-6.1734823080000005,4.2821516891875,-17.9642677426,9.6210968765625,4.1245489594,-17.4670250214875,9.253357173725,-0.28768,-0.39614,0.16414,-0.39324,-0.31958,0.4495,-2.1140587671,6.6149580777,-6.4570317861,4.2033503242937496,-17.71564638204375,9.43722702514375,-0.34046,-0.35785999999999996,0.30682,-5.17792,8.00224,-269.72256000000004,31.435
56133,8194939,0,-245,942,-1059,-990,-22308,6995,-847,-511,319,-206,968,-989,-1177,-21976,6705,-578,-241,1381,-240,128,-9264,30.62,0.9590525536639526,32.22,0.9697508018751542,3900.041015625,-7606.29931640625,307.29998779296875,7.785653114318848,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9644016777695534,39.00068359375,-76.10498860677083,-1.758724611,6.7621166676,-7.6019974002,-1.4787643668000001,6.948756830400001,-7.0995046542,-1.2095093216250001,-27.254276713950002,8.5459774795625,-1.4379721934875,-26.8486634869,8.1916767691875,-0.49126000000000003,-0.29638,0.18502,-0.33524,-0.13978,0.80098,-1.6187444889,6.855436749000001,-7.3507510272,-1.32374075755625,-27.051470100425,8.368827124375,-0.41325,-0.21808,0.493,-7.0608,3.76576,-272.54688,31.42
56134,8195090,0,333,956,-909,-2878,-20936,3396,-120,-196,1079,359,969,-780,-2987,-20644,3307,-578,-241,1381,-128,-48,-9152,30.61,0.9600789538613372,32.23,0.9706785097458672,3900.041015625,-7606.29931640625,307.29998779296875,7.77623701095581,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9653787318036022,39.00068359375,-76.10498860677083,2.3904297774,6.8626152168,-6.5252272302000005,2.5770699402,6.9559352982,-5.599204884000001,-3.5161291188250003,-25.5780678359,4.14898349115,-3.6492973168625,-25.22132367235,4.0402498248625,-0.0696,-0.11368,0.62582,-0.33524,-0.13978,0.80098,2.4837498588,6.9092752575,-6.0622160571000006,-3.58271321784375,-25.399695754125,4.094616658006251,-0.20242,-0.12673,0.7134,-3.76576,-1.41216,-269.25184,31.419999999999998
56135,8195240,0,630,1161,-262,-1984,-23271,1697,1275,-188,468,627,1158,-170,-2041,-22969,1514,795,-135,1470,-240,-32,-8976,30.62,0.9599111769059956,32.21,0.9709844559585492,3900.041015625,-7606.29931640625,307.29998779296875,7.794515609741211,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9654478164322724,39.00068359375,-76.10498860677083,4.522434714,8.334201115800001,-1.8807585636000002,4.5008993106,8.312665712400001,-1.220339526,-2.4239055496,-28.4307994177125,2.0732700189875,-2.4935439650875,-28.0618379882875,1.8496940534750002,0.7395,-0.10904,0.27144,0.4611,-0.0783,0.8526,4.5116670123,8.323433414100002,-1.5505490448,-2.45872475734375,-28.246318703,1.9614820362312502,0.6003000000000001,-0.09367,0.56202,-7.0608,-0.94144,-264.07392000000004,31.415
56136,8195391,0,-510,1285,378,-1450,-25050,-158,917,-287,-1320,-476,1295,449,-1501,-24628,-368,1419,-254,-37,-176,224,-8912,30.61,0.9591413767579572,32.23,0.9696422403158156,3900.041015625,-7606.29931640625,307.29998779296875,7.790638446807861,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9643918085368863,39.00068359375,-76.10498860677083,-3.661018578,9.224331123,2.7134608284,-3.4169506728,9.296115801000001,3.2231320422,-1.771503551875,-30.604251016875,-0.19303280082500002,-1.8338116078375002,-30.088682396950002,-0.4495953842,0.53186,-0.16646,-0.7656000000000001,0.82302,-0.14732,-0.02146,-3.5389846254000004,9.260223462,2.9682964353,-1.80265757985625,-30.3464667069125,-0.3213140925125,0.67744,-0.15689,-0.39353000000000005,-5.17792,6.59008,-262.19104000000004,31.419999999999998
56137,8195541,0,-950,1135,-366,1685,-22212,-2007,917,-287,-1320,-911,1149,-279,1678,-21871,-2245,45,-206,-952,-192,336,-9040,30.61,0.959565753762645,32.24,0.970412040463854,3900.041015625,-7606.29931640625,307.29998779296875,7.777898788452148,0,0.0,0.0,0.0,0.0,0.1583323015427031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.9649888971132494,39.00068359375,-76.10498860677083,-6.819544410000001,8.147560953000001,-2.6273192148,-6.5395841658,8.2480595022,-2.0027925162,2.0586092999375003,-27.13699096155,-2.4520052611125003,2.050057213825,-26.7203821952125,-2.7427761889375,0.53186,-0.16646,-0.7656000000000001,0.0261,-0.11948,-0.55216,-6.6795642879,8.197810227600002,-2.3150558654999998,2.0543332568812502,-26.928686578381253,-2.597390725025,0.27898,-0.14296999999999999,-0.65888,-5.64864,9.88512,-265.95680000000004,31.425
