key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-2024-05-19 13-10-55 GroundStationDataInterface_parsed	derived
data.has_parsed_timeseries	true	derived
data.row_count	20106	derived
data.source_file	2024-05-19 13-10-55 GroundStationDataInterface_parsed.txt	derived
data.synthetic_time_added	true	derived
data.time_column	generated_time_s	derived
flight.date	2024-05-19	derived
flight.name	Julia Cert	derived
