key,value
altimeter_name,EasyMini
flight_location,CRMRC
flight_date,2025-11-17
flight_name,Subway
altimeter_note,
importer_id,easymini
imported_at,2026-05-29T20:10:59.185Z
row_count,3269
peak_altitude_m,1919.61
peak_velocity_ms,223.21
peak_acceleration_mss,131.06
has_gps_data,false
parser_cache_version,4
version,6
serial,9895
flight,5
source_format,AltOS CSV
motor,unknown
flight_notes,
source_fingerprint,EZ Mini 2025-11-17-serial-9895-flight-0005.csv:340121:1763420730452
