key,value
altimeter_name,FCB
flight_location,CRMRC
flight_date,2022-04-23
flight_name,Super Guppy
altimeter_note,FCBV0
importer_id,fcb
imported_at,2026-05-29T01:43:46.417Z
row_count,4684
peak_altitude_m,342.25
peak_velocity_ms,72.14
peak_acceleration_mss,309.32
motor,unknown
flight_notes,
has_gps_data,true
parser_cache_version,4
source_fingerprint,v1super-guppy-4-23-output-post.csv:3197553:1779998472374
