Logger setup
62248	100684.171875	297.17	-1.699883	1.254561	-9.500192	0.007449	0.009578	-0.008513	302.36	0.01	1.20	-0.12	-0.29	54.862613	0	0	0	0	0
67248	100685.890625	297.27	-1.704671	1.321599	-9.509769	0.003192	0.006385	-0.008513	302.11	0.01	1.11	-0.43	-0.30	54.715091	0	0	0	0	0
72248	100680.296875	297.34	-1.656787	1.340752	-9.500192	0.006385	0.007449	-0.010642	302.45	0.02	1.65	-0.07	-0.29	55.195220	0	0	0	0	0
77248	100671.015625	297.40	-1.675941	1.302445	-9.504981	0.004256	0.009578	-0.010642	302.31	0.02	2.11	0.27	-0.30	55.991905	0	0	0	0	0
82248	100661.750000	297.45	-1.695094	1.321599	-9.509769	0.003192	0.005321	-0.008513	302.36	0.02	2.08	0.06	-0.30	56.787311	0	0	0	0	0
87248	100672.718750	297.50	-1.709460	1.312022	-9.538499	0.004256	0.006385	-0.014899	302.55	0.02	1.64	-0.38	-0.29	55.845706	0	0	0	0	0
92248	100683.703125	297.55	-1.695094	1.331176	-9.490615	0.004256	0.007449	-0.009578	302.65	0.01	1.75	-0.19	-0.29	54.902847	0	0	0	0	0
97248	100670.765625	297.59	-1.690306	1.302445	-9.543288	0.006385	0.007449	-0.009578	302.75	0.01	2.25	0.22	-0.29	56.013366	0	0	0	0	0
102285	100681.734375	297.64	-1.647210	1.326387	-9.524134	0.007449	0.008513	-0.008513	302.85	0.01	0.32	-0.24	-0.30	55.444496	0	0	0	0	0
107285	100668.781250	297.67	-1.709460	1.312022	-9.514557	0.007449	0.006385	-0.008513	302.45	0.01	0.89	0.29	-0.30	56.563896	0	0	0	0	0
112285	100679.765625	297.72	-1.695094	1.307234	-9.519346	0.003192	0.008513	-0.009578	302.85	0.02	-0.16	-0.68	-0.29	55.614627	0	0	0	0	0
117285	100687.062500	297.76	-1.728613	1.340752	-9.490615	0.003192	0.005321	-0.007449	302.75	0.02	-0.34	-0.93	-0.30	54.984077	0	0	0	0	0
122285	100677.781250	297.81	-1.699883	1.321599	-9.504981	0.007449	0.008513	-0.006385	302.89	0.02	0.37	-0.36	-0.30	55.786109	0	0	0	0	0
127285	100664.828125	297.85	-1.685518	1.283292	-9.490615	0.007449	0.007449	-0.009578	302.99	0.02	0.07	-0.48	-0.30	56.905548	0	0	0	0	0
132285	100688.734375	297.86	-1.719036	1.278503	-9.495404	0.006385	0.006385	-0.008513	302.89	0.02	0.16	-0.52	-0.30	54.839607	0	0	0	0	0
137285	100675.781250	297.90	-1.733402	1.292868	-9.495404	0.006385	0.006385	-0.009578	303.04	0.01	0.46	-0.24	-0.30	55.958946	0	0	0	0	0
142285	100703.375000	297.93	-1.675941	1.321599	-9.485827	0.007449	0.007449	-0.008513	302.85	0.02	0.09	-0.63	-0.30	53.574584	0	0	0	0	0
147285	100670.125000	297.97	-1.666364	1.307234	-9.528923	0.007449	0.007449	-0.009578	303.09	0.02	0.94	0.07	-0.29	56.447765	0	0	0	0	0
152285	100677.421875	298.00	-1.704671	1.335964	-9.495404	0.006385	0.007449	-0.008513	303.04	0.02	0.32	-0.78	-0.30	55.817165	0	0	0	0	0
157285	100660.796875	298.02	-1.699883	1.340752	-9.495404	0.008513	0.007449	-0.007449	303.09	0.02	1.13	0.04	-0.31	57.253959	0	0	0	0	0
162285	100688.421875	298.05	-1.699883	1.316810	-9.495404	0.006385	0.006385	-0.008513	302.99	0.02	-0.06	-1.17	-0.29	54.866611	0	0	0	0	0
167285	100651.500000	298.07	-1.685518	1.321599	-9.485827	0.006385	0.008513	-0.012770	303.24	0.01	1.15	0.32	-0.30	58.057514	0	0	0	0	0
172285	100658.796875	298.11	-1.704671	1.321599	-9.500192	0.003192	0.008513	-0.009578	303.09	0.01	1.01	0.23	-0.30	57.426818	0	0	0	0	0
177285	100682.734375	298.12	-1.690306	1.302445	-9.495404	0.006385	0.006385	-0.009578	303.04	0.01	0.45	-0.22	-0.30	55.358081	0	0	0	0	0
