timestampMs,pressurePa,tempK,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,imuTemp,battV,altitudeM,velocityMS,accelerationMSS,unfiltAlt,flightState,drogueCont,drogueFired,mainCont,mainFired,tiltMagnitudeDeg,angularVelRadS_x,angularVelRadS_y,angularVelRadS_z,quaternion_a,quaternion_b,quaternion_c,quaternion_d
5116,101782.578125,277.18,9.686940,-0.536301,-0.732625,0.020220,-0.001064,-0.012770,280.81,3.98,0.46,0.36,-0.11,-36.537704,0,1,0,1,0,,,,,,,,
10116,101776.750000,277.31,9.744400,-0.282515,-0.517147,0.012770,-0.007449,-0.006385,281.11,3.96,0.75,0.43,-0.10,-36.073162,0,1,0,1,0,,,,,,,,
15116,101781.875000,277.41,9.653421,-0.627280,-1.350329,0.012770,-0.001064,-0.015963,281.45,3.98,0.61,0.19,-0.14,-36.481658,0,1,0,1,0,,,,,,,,
20116,101786.984375,277.51,9.634267,-0.555454,-1.240196,0.012770,0.007449,-0.014899,281.30,3.95,0.33,-0.15,-0.16,-36.888896,0,1,0,1,0,,,,,,,,
25116,101792.078125,277.61,9.667786,-0.469263,-1.010353,0.024477,0.002128,-0.013834,281.50,3.98,0.66,-0.07,-0.12,-37.294868,0,1,0,1,0,,,,,,,,
30116,101797.203125,277.71,9.639056,-0.263362,-1.795651,0.023412,-0.010642,-0.019156,281.45,3.98,0.79,-0.04,-0.12,-37.703315,0,1,0,1,0,,,,,,,,
35116,101783.265625,277.81,9.610325,-0.459686,-1.297657,0.028734,-0.004256,-0.009578,281.50,3.96,1.25,0.23,-0.15,-36.592498,0,1,0,1,0,,,,,,,,
40116,101799.296875,277.88,9.686940,-0.426167,-0.895431,0.012770,0.005321,-0.009578,281.99,3.98,0.88,-0.36,-0.12,-37.870178,0,1,0,1,0,,,,,,,,
45116,101785.375000,277.98,9.768342,-0.794874,-0.703895,0.036183,0.001064,-0.014899,281.99,3.95,1.55,0.29,-0.06,-36.760623,0,1,0,1,0,,,,,,,,
50116,101771.390625,278.08,9.624691,-0.378283,-1.393425,0.015963,0.008513,-0.005321,282.04,3.98,1.89,0.36,-0.12,-35.645965,0,1,0,1,0,,,,,,,,
