	timestamp_s	timestamp_ms	imu1_accel_x	imu1_accel_y	imu1_accel_z	imu1_gyro_x	imu1_gyro_y	imu1_gyro_z	imu1_mag_x	imu1_mag_y	imu1_mag_z	imu2_accel_x	imu2_accel_y	imu2_accel_z	imu2_gyro_x	imu2_gyro_y	imu2_gyro_z	imu2_mag_x	imu2_mag_y	imu2_mag_z	high_g_accel_x	high_g_accel_y	high_g_accel_z	baro1_temp	baro1_pres	baro2_temp	baro2_pres	gps_lat	gps_long	gps_alt	battery_voltage	pyro_cont	pyro_status	heading	vtg	pos_x	pos_y	pos_z	vel_x	vel_y	vel_z	acc_x	acc_y	acc_z	q_x	q_y	q_z	q_w	state	gps_lat_mod	gps_long_mod	imu1_accel_x_real	imu1_accel_y_real	imu1_accel_z_real	imu2_accel_x_real	imu2_accel_y_real	imu2_accel_z_real	imu1_gyro_x_real	imu1_gyro_y_real	imu1_gyro_z_real	imu2_gyro_x_real	imu2_gyro_y_real	imu2_gyro_z_real	imu1_mag_x_real	imu1_mag_y_real	imu1_mag_z_real	imu2_mag_x_real	imu2_mag_y_real	imu2_mag_z_real	imu_accel_x_avg	imu_accel_y_avg	imu_accel_z_avg	imu_gyro_x_avg	imu_gyro_y_avg	imu_gyro_z_avg	imu_mag_x_avg	imu_mag_y_avg	imu_mag_z_avg	high_g_accel_x_real	high_g_accel_y_real	high_g_accel_z_real	baro_pres_avg	baro_temp_avg
6566	698.569	0	30	1308	-48	-136	225	70	297	-2126	-1622	61	1324	-86	6	20	102	536	-314	114	-16	48	464	57.84	0.9040019738465336	61.58	0.9044756970145572	3429.841552734375	-11657.58203125	869.5999755859375	11.9163818359375	11	0	0.0	0.0	0.0	0.0	-0.11189490115225004	-0.34696291967507537	0.0	0.0	9.4468636248	-0.32662028489999995	0.4809573426	-0.2954261302947998	-0.6237339377403259	-0.2753716707229614	0.6692159175872803	7	34.49735921223958	-116.95970052083334	0.215354034	9.3894358824	-0.3445664544	0.43788653580000003	9.5042913672	-0.6173482308	-0.041538836047999995	0.06872233905	0.021380283259999997	0.001832595708	0.0061086523599999994	0.031154127036	0.17226	-1.23308	-0.94076	0.31088	-0.18212	0.06612	0.3266202849	9.4468636248	-0.4809573426	-0.01985312017	0.037415495704999996	0.026267205147999996	0.24157	-0.7076	-0.43732000000000004	-0.47072	1.41216	13.65088	0.9042388354305454	59.71
6567	698.674	0	29	1312	-41	-135	228	70	319	-2117	-1622	57	1320	-73	6	14	100	544	-329	117	-128	32	384	57.84	0.9039624969158648	61.6	0.9042684431285468	3429.841552734375	-11657.58203125	869.5999755859375	11.9327392578125	11	0	0.0	0.0	0.0	0.0	-0.15671499445580506	-0.3890586410260739	0.0	0.0	9.4468636248	-0.3086741154	0.4091726646	-0.29532507061958313	-0.6237459182739258	-0.2753693759441376	0.6692501902580261	7	34.49735921223958	-116.95970052083334	0.2081755662	9.4181497536	-0.2943171798	0.4091726646	9.475577496	-0.5240281494	-0.041233403429999996	0.06963863690399999	0.021380283259999997	0.001832595708	0.004276056651999999	0.0305432618	0.18502	-1.22786	-0.94076	0.31552	-0.19082	0.06786	0.3086741154	9.446863624799999	-0.4091726646	-0.019700403861	0.03695734677799999	0.025961772529999996	0.25027	-0.70934	-0.43645	-3.76576	0.94144	11.29728	0.9041154700222058	59.72
6568	698.78	0	31	1311	-44	-124	203	72	319	-2117	-1622	62	1329	-87	9	14	88	544	-329	117	16	112	464	57.85	0.903972366148532	61.59	0.9044855662472244	3429.841552734375	-11657.58203125	869.5999755859375	11.9163818359375	11	0	0.0	0.0	0.0	0.0	-0.16171450194786902	-0.3896008102730833	0.0	0.0	9.475577496	-0.3337987527	0.47018964090000004	-0.2952774167060852	-0.6237198114395142	-0.2753989696502685	0.6692834496498108	7	34.49735921223958	-116.95970052083334	0.2225325018	9.4109712858	-0.31585258320000004	0.4450650036	9.5401837062	-0.6245266986	-0.037873644632	0.062002821454	0.021991148496	0.002748893562	0.004276056651999999	0.026878070384	0.18502	-1.22786	-0.94076	0.31552	-0.19082	0.06786	0.33379875270000003	9.475577496	-0.47018964090000004	-0.017562375535	0.033139439053	0.024434609439999998	0.25027	-0.70934	-0.43645	0.47072	3.29504	13.65088	0.9042289661978782	59.72
6569	698.885	0	41	1305	-41	-145	229	69	304	-2125	-1621	75	1327	-75	-3	20	96	541	-338	115	-16	80	432	57.84	0.9041302738712064	61.6	0.9043770046878856	3429.841552734375	-11657.58203125	869.5999755859375	11.9000244140625	11	0	0.0	0.0	0.0	0.0	-0.19385098533815825	-0.4153108452118584	0.0	0.0	9.4468636248	-0.41635113240000005	0.41635113240000005	-0.2953574061393738	-0.6236693859100342	-0.27541929483413696	0.6692867875099182	7	34.49735921223958	-116.95970052083334	0.2943171798	9.367900479000001	-0.2943171798	0.538385085	9.5258267706	-0.538385085	-0.04428772961	0.069944069522	0.021074850641999997	-0.000916297854	0.0061086523599999994	0.029321531328	0.17632	-1.2325	-0.94018	0.31378	-0.19604	0.0667	0.4163511324	9.4468636248	-0.4163511324	-0.022602013732	0.038026360940999995	0.025198190985	0.24505	-0.71427	-0.43674	-0.47072	2.3536	12.70944	0.9042536392795459	59.72
6570	698.997	0	30	1308	-40	-133	221	78	304	-2125	-1621	55	1325	-77	7	7	93	541	-338	115	-32	96	432	57.85	0.903972366148532	61.59	0.9043079200592152	3429.841552734375	-11657.58203125	869.5	11.9000244140625	11	0	0.0	0.0	0.0	0.0	-0.2069014626458351	-0.4165390187428277	0.0	0.0	9.4504528587	-0.3050848815	0.41994036630000003	-0.2951700985431671	-0.6236886382102966	-0.2754296958446503	0.6693471074104309	7	34.49735921223958	-116.95970052083334	0.215354034	9.3894358824	-0.287138712	0.394815729	9.511469835	-0.5527420206	-0.040622538193999996	0.067500608578	0.023823744204	0.0021380283259999997	0.0021380283259999997	0.028405233473999997	0.17632	-1.2325	-0.94018	0.31378	-0.19604	0.0667	0.3050848815	9.4504528587	-0.4199403663	-0.019242254934	0.034819318452	0.026114488839	0.24505	-0.71427	-0.43674	-0.94144	2.82432	12.70944	0.9041401431038736	59.72
6571	699.102	0	41	1309	-40	-149	207	68	283	-2113	-1597	76	1322	-75	-3	4	85	507	-341	85	-16	112	544	57.85	0.9040907969405378	61.6	0.904278312361214	3429.841552734375	-11657.58203125	869.5	11.9000244140625	11	0	0.0	0.0	0.0	0.0	-0.21007881733554132	-0.4054172500285329	0.0	0.0	9.443274390900001	-0.41994036630000003	0.4127618985	-0.29515358805656433	-0.6236266493797302	-0.2754504382610321	0.6694036722183228	7	34.49735921223958	-116.95970052083334	0.2943171798	9.3966143502	-0.287138712	0.5455635528	9.4899344316	-0.538385085	-0.045509460082	0.063224551926	0.020769418023999998	-0.000916297854	0.001221730472	0.02596177253	0.16414	-1.22554	-0.92626	0.29406	-0.19778	0.049300000000000004	0.4199403663	9.443274390900001	-0.4127618985	-0.023212878968	0.032223141199	0.023365595277	0.2291	-0.7116600000000001	-0.43848	-0.47072	3.29504	16.00448	0.904184554650876	59.725
6572	699.208	0	23	1304	-30	-128	214	73	283	-2113	-1597	62	1329	-67	14	4	78	507	-341	85	-16	128	496	57.84	0.9040710584752036	61.58	0.9042388354305452	3429.841552734375	-11657.58203125	869.5	11.9490966796875	11	0	0.0	0.0	0.0	0.0	-0.1408830076486295	-0.3230057145936589	0.0	0.0	9.4504528587	-0.3050848815	0.3481556883	-0.2950057089328766	-0.6236457824707031	-0.2754276990890503	0.6694602966308594	7	34.49735921223958	-116.95970052083334	0.1651047594	9.3607220112	-0.215354034	0.4450650036	9.5401837062	-0.4809573426	-0.039095375104	0.065362580252	0.022296581114	0.004276056651999999	0.001221730472	0.023823744204	0.16414	-1.22554	-0.92626	0.29406	-0.19778	0.049300000000000004	0.3050848815	9.4504528587	-0.3481556883	-0.017409659225999997	0.033292155361999996	0.023060162659	0.2291	-0.7116600000000001	-0.43848	-0.47072	3.76576	14.59232	0.9041549469528745	59.71
6573	699.313	0	39	1304	-41	-125	214	70	287	-2109	-1610	68	1326	-80	7	12	99	505	-313	88	-64	112	512	57.85	0.9041401431038736	61.59	0.9043770046878856	3429.841552734375	-11657.58203125	869.5	11.9163818359375	11	0	0.0	0.0	0.0	0.0	-0.07359269509772498	-0.25994261891002657	0.0	0.0	9.439685157000001	-0.3840480273	0.4342973018999999	-0.2950069308280945	-0.6236159205436707	-0.2754371464252472	0.6694837808609009	7	34.49735921223958	-116.95970052083334	0.2799602442	9.3607220112	-0.2943171798	0.48813581040000004	9.5186483028	-0.574277424	-0.03817907725	0.065362580252	0.021380283259999997	0.0021380283259999997	0.003665191416	0.030237829182	0.16646	-1.22322	-0.9338	0.2929	-0.18154	0.05104	0.3840480273	9.439685157	-0.43429730190000004	-0.018020524462	0.034513885833999995	0.025809056221	0.22968	-0.70238	-0.44138	-1.88288	3.29504	15.06304	0.9042585738958796	59.72
6574	699.418	0	30	1304	-42	-128	214	69	287	-2109	-1610	59	1326	-79	6	10	92	505	-313	88	-16	96	432	57.84	0.9043671354552184	61.6	0.904228966197878	3429.841552734375	-11657.58203125	869.5	11.9163818359375	11	0	0.0	0.0	0.0	0.0	-0.060531989923119686	-0.2576599040139005	0.0	0.0	9.439685157000001	-0.3194418171	0.4342973018999999	-0.29484423995018005	-0.6236727237701416	-0.27541205286979675	0.6695128679275513	7	34.49735921223958	-116.95970052083334	0.215354034	9.3607220112	-0.3014956476	0.4235296002	9.5186483028	-0.5670989562000001	-0.039095375104	0.065362580252	0.021074850641999997	0.001832595708	0.0030543261799999997	0.028099800855999998	0.16646	-1.22322	-0.9338	0.2929	-0.18154	0.05104	0.3194418171	9.439685157	-0.43429730190000004	-0.018631389698	0.034208453215999995	0.024587325748999998	0.22968	-0.70238	-0.44138	-0.47072	2.82432	12.70944	0.9042980508265481	59.72
6575	699.524	0	39	1301	-32	-124	208	76	284	-2127	-1635	70	1323	-84	10	16	95	527	-333	109	16	144	512	57.84	0.9041302738712064	61.58	0.9042980508265482	3429.841552734375	-11657.58203125	869.5	11.9490966796875	11	0	0.0	0.0	0.0	0.0	0.010941925508356942	-0.19010297192311665	0.0	0.0	9.418149753599998	-0.3912264951	0.41635113240000005	-0.2948828637599945	-0.6236298084259033	-0.2754107415676117	0.6695364117622375	7	34.49735921223958	-116.95970052083334	0.2799602442	9.3391866078	-0.2297109696	0.502492746	9.497112899400001	-0.6029912952	-0.037873644632	0.063529984544	0.023212878968	0.0030543261799999997	0.004886921888	0.029016098709999997	0.16472	-1.23366	-0.9483	0.30566	-0.19314	0.06322	0.3912264951	9.418149753600002	-0.41635113240000005	-0.017409659226	0.034208453215999995	0.026114488839	0.23519	-0.7134	-0.44254000000000004	0.47072	4.23648	15.06304	0.9042141623488773	59.71
