key	value	source
altimeter.board	Unknown Altimeter	derived
altimeter.source_folder	root-Super-Guppy-goose-good	derived
data.has_parsed_timeseries	true	derived
data.row_count	31	derived
data.source_file	Super-Guppy-goose-good.txt	derived
data.synthetic_time_added	true	derived
data.time_column	generated_time_s	derived
flight.date	2022-11-19	derived
flight.name	Super Guppy Goose	derived
