timestampMs	pressurePa	tempK	accelX	accelY	accelZ	gyroX	gyroY	gyroZ	imuTemp	battV	altitudeM	velocityMS	accelerationMSS	unfiltAlt	flightState	drogueCont	drogueFired	mainCont	mainFired
567205	100514.703125	304.17	-146.477264	0.359130	-1.996764	0.181982	-0.268184	-0.166019	302.64	4.03	13.69	63.12	136.66	71.433837	1	0	0	0	0
567215	100511.125000	304.16	-146.616119	-1.604115	-1.757344	0.143670	-0.288405	-0.174532	302.67	4.00	13.98	64.14	136.67	71.750312	1	0	0	0	0
567225	100534.171875	304.17	-146.620910	-1.268926	-1.168370	0.114936	-0.267120	-0.186239	302.61	4.00	13.69	64.61	136.69	69.712059	1	0	0	0	0
567235	100514.703125	304.17	-146.640060	0.076614	-2.408566	0.070238	-0.272441	-0.191560	302.63	4.01	13.91	65.55	136.70	71.433837	1	0	0	0	0
567245	100534.171875	304.17	-146.731048	-1.216254	-1.963245	0.035119	-0.262863	-0.195817	302.61	4.00	13.65	66.03	136.73	69.712059	1	0	0	0	0
567255	100534.171875	304.17	-146.860336	-0.986411	-1.651999	-0.007449	-0.229872	-0.203267	302.63	4.00	13.46	66.57	136.76	69.712059	1	0	0	0	0
567265	100511.125000	304.16	-147.047073	0.244208	-2.360682	-0.036183	-0.246900	-0.207523	302.58	4.01	13.83	67.64	136.81	71.750312	1	0	0	0	0
567275	100534.171875	304.17	-147.037506	-0.986411	-2.489969	-0.092587	-0.204331	-0.217101	302.69	4.00	13.61	68.14	136.85	69.712059	1	0	0	0	0
567285	100475.750000	304.17	-147.123687	-0.766144	-1.982398	-0.124514	-0.187303	-0.228808	302.70	4.00	14.73	69.93	136.89	74.879585	1	0	0	0	0
567295	100511.125000	304.16	-147.123687	0.440533	-2.312798	-0.152184	-0.202202	-0.238386	302.63	4.00	14.81	70.69	136.94	71.750312	1	0	0	0	0
567305	100475.750000	304.17	-147.171569	-0.684741	-2.973598	-0.180918	-0.151119	-0.242643	302.63	4.00	15.65	72.19	136.98	74.879585	1	0	0	0	0
567315	100472.187500	304.16	-147.195510	-0.368707	-2.015917	-0.211780	-0.148991	-0.244771	302.61	4.00	16.38	73.56	137.01	75.194770	1	0	0	0	0
567325	100495.234375	304.17	-147.219467	0.756567	-2.135627	-0.244771	-0.138349	-0.242643	302.58	4.00	16.42	74.26	137.05	73.155883	1	0	0	0	0
567335	100472.187500	304.16	-147.353530	-0.071826	-3.069366	-0.273505	-0.097908	-0.246900	302.66	4.00	16.97	75.44	137.10	75.194770	1	0	0	0	0
567345	100452.718750	304.16	-147.123687	-0.067037	-1.441309	-0.312882	-0.088330	-0.247964	302.64	4.01	17.82	76.89	137.12	76.917411	1	0	0	0	0
567355	100456.281250	304.17	-146.941726	1.235408	-1.915361	-0.360772	-0.055339	-0.245836	302.72	4.00	18.39	78.07	137.12	76.602172	1	0	0	0	0
567365	100456.281250	304.17	-147.080596	0.909796	-2.935291	-0.386313	-0.034055	-0.240514	302.63	4.01	18.83	79.10	137.14	76.602172	1	0	0	0	0
