key	value	source
altimeter.board	FCBV0	derived
altimeter.source_folder	root-fcb-05-15-2021-output-post	derived
data.has_parsed_timeseries	true	derived
data.row_count	3733	derived
data.source_file	fcb-05-15-2021-output-post.csv	derived
data.synthetic_time_added	false	derived
data.time_column	timestamp_ms	derived
flight.date	2021-05-15	derived
flight.name	Unknown	derived
