key,value
altimeter_name,SillyGoose
flight_location,CRMRC
flight_date,2026-02-22
flight_name,Haybales
altimeter_note,Primary PT2
importer_id,sillygoose
imported_at,2026-05-28T17:35:29.685Z
BOARD_NAME,SillyGooseV1
row_count,1524
peak_altitude_m,155.57
peak_velocity_ms,29.64
peak_acceleration_mss,17.76
has_gps_data,false
parser_cache_version,4
source_fingerprint,2026-02-22 V1 Haybales primary post reboot.txt:206402:1779845853574
